time,gFx,gFy,gFz,TgF,is_fall
0.1,-0.2595,0.5987,0.816,1.04,0
0.2,-0.2366,0.5784,0.804,1.02,0
0.3,-0.1829,0.5662,0.8568,1.04,0
0.4,-0.1836,0.5604,0.8495,1.03,0
0.5,-0.0735,0.5035,0.8387,0.98,0
0.6,-0.02,0.4725,0.9146,1.03,0
0.7,-0.0684,0.4964,0.8951,1.03,0
0.8,-0.0393,0.4837,0.8709,1,0
0.9,-0.0339,0.4749,0.8936,1.01,0
1,-0.0215,0.47,0.8932,1.01,0
1.1,-0.0369,0.4756,0.9041,1.02,0
1.2,-0.0298,0.4678,0.8961,1.01,0
1.3,-0.0349,0.4678,0.8878,1,0
1.4,-0.0369,0.4739,0.8968,1.02,0
1.5,-0.0278,0.4683,0.9012,1.02,0
1.6,-0.0322,0.4715,0.8988,1.02,0
1.7,-0.0266,0.4695,0.8956,1.01,0
1.8,-0.0325,0.4688,0.8976,1.01,0
1.9,-0.0295,0.4732,0.8966,1.01,0
2,-0.0352,0.4749,0.899,1.02,0
2.1,-0.0359,0.47,0.899,1.02,0
2.2,-0.0349,0.4725,0.8998,1.02,0
2.3,-0.0374,0.4717,0.8971,1.01,0
2.4,-0.0386,0.4729,0.898,1.02,0
2.5,-0.0303,0.47,0.9046,1.02,0
2.6,-0.0315,0.4639,0.9027,1.02,0
2.7,-0.0386,0.4766,0.8973,1.02,0
2.8,-0.0313,0.4598,0.9002,1.01,0
2.9,-0.0364,0.4678,0.8946,1.01,0
3,-0.0327,0.4625,0.8963,1.01,0
3.1,-0.0466,0.4612,0.9005,1.01,0
3.2,-0.0315,0.4439,0.9073,1.01,0
3.3,-0.0435,0.4561,0.922,1.03,0
3.4,-0.0447,0.4505,0.8951,1,0
3.5,-0.1174,0.4295,0.8893,0.99,0
3.6,-0.0789,0.2884,1.0353,1.08,0
3.7,-0.1167,0.3255,0.9439,1.01,0
3.8,-0.0979,0.3457,0.9376,1,0
3.9,-0.1128,0.2776,1.0272,1.07,0
4,-0.0896,0.3267,0.9115,0.97,0
4.1,-0.1245,0.3706,1.0086,1.08,0
4.2,-0.0901,0.3965,0.8976,0.99,0
4.3,-0.1209,0.3299,1.0409,1.1,0
4.4,-0.1387,0.3736,0.8104,0.9,0
4.5,-0.1621,0.312,0.9171,0.98,0
4.6,-0.1179,0.283,0.9776,1.02,0
4.7,-0.0903,0.2874,0.8714,0.92,0
4.8,-0.0767,0.2852,1.0155,1.06,0
4.9,-0.0676,0.2862,0.9911,1.03,0
5,-0.0391,0.2845,0.9569,1,0
5.1,-0.0308,0.2732,0.974,1.01,0
5.2,-0.0581,0.2996,0.963,1.01,0
5.3,-0.0454,0.2884,0.9852,1.03,0
5.4,-0.0452,0.2952,0.9425,0.99,0
5.5,-0.0501,0.2879,0.9659,1.01,0
5.6,-0.0466,0.292,0.9691,1.01,0
5.7,-0.0654,0.2842,0.972,1.01,0
5.8,-0.0584,0.284,0.9801,1.02,0
5.9,-0.0596,0.3081,0.9498,1,0
6,-0.0386,0.334,0.9769,1.03,0
6.1,0.0017,0.3116,0.9376,0.99,0
6.2,-0.0056,0.303,0.9654,1.01,0
6.3,-0.0051,0.3011,0.985,1.03,0
6.4,-0.0134,0.3167,0.9571,1.01,0
6.5,0.0083,0.3147,0.9522,1,0
6.6,0.0098,0.3059,0.9696,1.02,0
6.7,-0.0032,0.316,0.9686,1.02,0
6.8,0.0049,0.3103,0.9584,1.01,0
6.9,0.0056,0.3123,0.9669,1.02,0
7,0.0095,0.3069,0.9649,1.01,0
7.1,0.0142,0.2981,0.9579,1,0
7.2,0.0042,0.3055,0.9544,1,0
7.3,0.0061,0.3047,0.9637,1.01,0
7.4,0.0037,0.3098,0.9657,1.01,0
7.5,0.0056,0.3084,0.9632,1.01,0
7.6,-0.0054,0.3098,0.9681,1.02,0
7.7,0.001,0.3052,0.9696,1.02,0
7.8,0.0029,0.3076,0.9615,1.01,0
7.9,0.0005,0.3138,0.9613,1.01,0
8,0.0046,0.3076,0.9671,1.01,0
8.1,0.0059,0.3116,0.9623,1.01,0
8.2,0.0049,0.3101,0.972,1.02,0
8.3,0.0103,0.3123,0.9671,1.02,0
8.4,0.009,0.3152,0.9459,1,0
8.5,0.0071,0.3152,0.951,1,0
8.6,0.0112,0.3103,0.9701,1.02,0
8.7,0.0044,0.3164,0.9603,1.01,0
8.8,0.002,0.3133,0.9657,1.02,0
8.9,0.0098,0.3138,0.9691,1.02,0
9,0.0029,0.316,0.9615,1.01,0
9.1,0.0037,0.3125,0.9562,1.01,0
9.2,0.009,0.3164,0.9493,1,0
9.3,0.0095,0.3262,0.9806,1.03,0
9.4,0.0063,0.3118,0.9703,1.02,0
9.5,0.0093,0.3142,0.9618,1.01,0
9.6,0.0068,0.3199,0.9625,1.01,0
9.7,0.0056,0.3174,0.9659,1.02,0
9.8,0.0044,0.3213,0.9701,1.02,0
9.9,0.0098,0.3172,0.9596,1.01,0
10,0.0105,0.3155,0.9557,1.01,0
10.1,0.0063,0.3177,0.9574,1.01,0
10.2,0.009,0.3162,0.9596,1.01,0
10.3,0.01,0.3194,0.962,1.01,0
10.4,0.001,0.3233,0.9625,1.02,0
10.5,0.0073,0.3216,0.9667,1.02,0
10.6,0.009,0.3186,0.9703,1.02,0
10.7,0.0146,0.324,0.9679,1.02,0
10.8,0.02,0.3225,0.9544,1.01,0
10.9,0.0176,0.325,0.9403,1,0
11,0.0168,0.3343,0.9691,1.03,0
11.1,0.0315,0.3479,0.982,1.04,0
11.2,0.0686,0.3611,0.9161,0.99,0
11.3,0.0703,0.3711,0.9566,1.03,0
11.4,0.0872,0.3985,0.9305,1.02,0
11.5,0.1409,0.4158,0.8685,0.97,0
11.6,0.1441,0.4395,0.8582,0.97,0
11.7,0.1904,0.46,0.8497,0.98,0
11.8,0.1953,0.4556,0.8809,1.01,0
11.9,0.1912,0.4568,0.8773,1.01,0
12,0.1919,0.449,0.8919,1.02,0
12.1,0.19,0.4527,0.8873,1.01,0
12.2,0.1939,0.4522,0.8712,1,0
12.3,0.1995,0.4493,0.8683,1,0
12.4,0.2066,0.4353,0.8473,0.97,0
12.5,0.1384,0.4275,0.8946,1,0
12.6,0.1353,0.428,0.8873,0.99,0
12.7,0.117,0.4065,0.9439,1.03,0
12.8,0.0457,0.4246,0.8966,0.99,0
12.9,0.1909,0.3196,0.9913,1.06,0
13,0.074,0.3999,0.9637,1.05,0
13.1,0.2547,0.1629,1.0736,1.12,0
13.2,0.0371,0.376,0.9015,0.98,0
13.3,0.1797,0.3211,1.1027,1.16,0
13.4,0.0181,0.419,0.8839,0.98,0
13.5,0.2798,0.396,0.9305,1.05,0
13.6,0.1204,0.3992,0.9881,1.07,0
13.7,0.2915,0.2005,0.7423,0.82,0
13.8,-0.0227,0.5748,1.1427,1.28,0
13.9,-0.0801,0.5762,1.0245,1.18,0
14,-0.0374,0.4874,1.0758,1.18,0
14.1,-0.1143,0.5154,0.5176,0.74,0
14.2,-0.0828,0.4307,0.9493,1.05,0
14.3,-0.3194,0.2671,1.026,1.11,0
14.4,-0.0571,0.0623,1.4518,1.45,0
14.5,-0.6429,0.2593,0.7828,1.05,0
14.6,-0.1929,0.2188,0.8123,0.86,0
14.7,0.0894,-0.0942,1.11,1.12,0
14.8,-0.3216,0.1255,1.108,1.16,0
14.9,-0.2442,0.1314,0.9625,1,0
15,-0.3833,0.1214,0.9015,0.99,0
15.1,-0.5982,0.1235,0.7647,0.98,0
15.2,-0.6414,0.0791,0.816,1.04,0
15.3,-0.7584,0.0586,0.8197,1.12,0
15.4,-0.6246,0.0833,0.9078,1.11,0
15.5,-0.4918,0.2867,0.6883,0.89,0
15.6,-0.1919,0.3191,0.7601,0.85,0
15.7,-0.3479,0.3496,0.7547,0.9,0
15.8,-0.315,0.4195,0.7618,0.92,0
15.9,-0.4014,0.5906,0.953,1.19,0
16,-0.7589,0.291,1.4413,1.65,0
16.1,-0.1148,0.3355,0.9801,1.04,0
16.2,-0.6671,0.273,0.8433,1.11,0
16.3,-0.493,0.3238,0.7347,0.94,0
16.4,-0.5152,0.272,1.0367,1.19,0
16.5,-0.3301,0.095,0.9452,1.01,0
16.6,-0.2466,0.0212,1.0563,1.08,0
16.7,-0.3641,0.2469,0.6771,0.81,0
16.8,-0.292,0.3423,0.7635,0.89,0
16.9,-0.2415,0.3557,0.9063,1,0
17,-0.2163,0.3623,0.8653,0.96,0
17.1,-0.3335,0.429,0.8035,0.97,0
17.2,-0.3951,0.2928,1.0226,1.13,0
17.3,-0.2884,0.2708,0.8834,0.97,0
17.4,-0.1528,0.3125,0.7369,0.81,0
17.5,-0.2368,0.0479,1.328,1.35,0
17.6,-0.1533,0.2556,0.7874,0.84,0
17.7,-0.1455,0.2539,0.9835,1.03,0
17.8,-0.3453,0.2466,1.0299,1.11,0
17.9,-0.3631,0.2447,0.8914,0.99,0
18,-0.4788,0.2678,0.9674,1.11,0
18.1,-0.3428,0.0549,1.1847,1.23,0
18.2,-0.5806,0.1404,0.7476,0.96,0
18.3,-0.2534,0.103,0.9212,0.96,0
18.4,-0.3948,0.2859,0.827,0.96,0
18.5,-0.3472,0.3279,1.0082,1.12,0
18.6,-0.3689,0.3135,0.8685,0.99,0
18.7,-0.273,0.3457,0.8338,0.94,0
18.8,-0.145,0.3821,0.9955,1.08,0
18.9,-0.3445,0.1968,1.2504,1.31,0
19,-0.1878,0.1697,0.6632,0.71,0
19.1,-0.1333,0.0725,1.0223,1.03,0
19.2,-0.2647,0.1673,0.9486,1,0
19.3,-0.357,0.3018,0.7879,0.92,0
19.4,-0.4114,0.2854,1.024,1.14,0
19.5,-0.4764,0.2383,1.1224,1.24,0
19.6,-0.0251,0.0256,0.7398,0.74,0
19.7,-0.5503,0.197,0.7733,0.97,0
19.8,-0.2005,0.1297,0.7994,0.83,0
19.9,-0.1782,0.2854,0.7503,0.82,0
20,-0.2727,0.2835,1.0863,1.16,0
20.1,-0.2764,0.2617,1.0685,1.13,0
20.2,-0.2869,-0.001,1.485,1.51,0
20.3,-0.2725,0.2525,0.6348,0.74,0
20.4,-0.1013,-0.0581,1.0917,1.1,0
20.5,-0.2097,0.116,0.7042,0.74,0
20.6,-0.3401,0.2791,0.7557,0.87,0
20.7,-0.4073,0.315,0.8128,0.96,0
20.8,-0.3719,0.0193,1.5058,1.55,0
20.9,-0.4139,0.1983,0.4751,0.66,0
21,-0.4273,0.1892,0.9598,1.07,0
21.1,-0.3035,0.3133,0.7044,0.83,0
21.2,-0.3089,0.2969,0.9825,1.07,0
21.3,-0.2161,0.2354,1.1903,1.23,0
21.4,-0.3802,0.1775,1.245,1.31,0
21.5,-0.0964,0.0747,0.8145,0.82,0
21.6,-0.4952,0.1072,0.9796,1.1,0
21.7,-0.2559,0.0422,0.8221,0.86,0
21.8,-0.3416,0.2122,0.5506,0.68,0
21.9,-0.5059,0.1741,0.8101,0.97,0
22,-0.5948,0.1128,1.1346,1.29,0
22.1,-0.2815,0.1216,1.0931,1.14,0
22.2,-0.7459,0.1528,0.7911,1.1,0
22.3,-0.4222,0.1262,0.6905,0.82,0
22.4,-0.3274,0.1868,0.7352,0.83,0
22.5,-0.1941,0.221,0.9488,0.99,0
22.6,-0.2835,0.1861,1.3527,1.39,0
22.7,-0.4324,0.0002,1.5097,1.57,0
22.8,-0.3943,0.1958,0.555,0.71,0
22.9,-0.3372,0.0125,1.1092,1.16,0
23,-0.3821,0.1182,0.689,0.8,0
23.1,-0.3531,0.2219,0.5052,0.66,0
23.2,-0.4639,0.219,0.7247,0.89,0
23.3,-0.7247,0.127,1.2902,1.49,0
23.4,-0.4432,0.1568,0.9928,1.1,0
23.5,-0.7689,0.1643,0.7159,1.06,0
23.6,-0.1953,0.0576,0.6629,0.69,0
23.7,-0.2527,0.1668,0.7913,0.85,0
23.8,-0.166,0.2385,1.0538,1.09,0
23.9,-0.4261,0.158,1.5517,1.62,0
24,-0.2259,0.1333,0.8558,0.9,0
24.1,-0.6192,0.1355,0.9825,1.17,0
24.2,-0.3213,0.0469,0.8314,0.89,0
24.3,-0.3904,0.271,0.4476,0.65,0
24.4,-0.3702,0.2324,0.6397,0.77,0
24.5,-0.5294,0.1917,1.0863,1.22,0
24.6,-0.4375,0.2085,1.3231,1.41,0
24.7,-0.3206,0.2041,0.6246,0.73,0
24.8,-0.3348,-0.0208,1.1954,1.24,0
24.9,-0.1775,0.1406,0.6756,0.71,0
25,-0.3123,0.1384,0.9659,1.02,0
25.1,-0.3448,0.2132,1.0108,1.09,0
25.2,-0.4473,0.2007,1.1647,1.26,0
25.3,-0.3416,0.0957,0.9916,1.05,0
25.4,-0.2881,0.1768,0.5638,0.66,0
25.5,-0.5074,-0.0146,1.401,1.49,0
25.6,-0.4192,0.1472,0.6634,0.8,0
25.7,-0.4688,0.2769,0.5767,0.79,0
25.8,-0.4656,0.2071,0.9493,1.08,0
25.9,-0.4346,0.283,0.9222,1.06,0
26,-0.4483,0.1069,1.266,1.35,0
26.1,-0.4627,0.0708,0.9227,1.03,0
26.2,-0.7364,0.0835,0.7984,1.09,0
26.3,-0.3352,0.1499,0.6268,0.73,0
26.4,-0.3821,0.2647,0.7965,0.92,0
26.5,-0.3904,0.2407,1.0226,1.12,0
26.6,-0.6343,0.2127,1.1647,1.34,0
26.7,-0.3846,0.0547,1.204,1.27,0
26.8,-0.3238,0.1504,0.492,0.61,0
26.9,-0.4722,0.0508,1.1661,1.26,0
27,-0.4576,0.1238,0.7252,0.87,0
27.1,-0.48,0.1978,0.584,0.78,0
27.2,-0.4837,0.1382,0.9088,1.04,0
27.3,-0.7264,0.1485,1.1935,1.41,0
27.4,-0.4622,-0.0103,1.2277,1.31,0
27.5,-0.6744,0.0859,0.4959,0.84,0
27.6,-0.231,-0.1265,1.067,1.1,0
27.7,-0.2034,0.1409,0.7347,0.78,0
27.8,-0.24,0.2364,1.0221,1.08,0
27.9,-0.3655,0.2332,1.0472,1.13,0
28,-0.389,-0.0466,1.4547,1.51,0
28.1,-0.1553,0.0303,0.5452,0.57,0
28.2,-0.6182,0.0542,0.9615,1.14,0
28.3,-0.3955,0.053,0.8285,0.92,0
28.4,-0.4029,0.1226,0.7462,0.86,0
28.5,-0.3916,-0.0056,1.1088,1.18,0
28.6,-0.5005,0.0598,1.0003,1.12,0
28.7,-0.377,0.0598,0.9066,0.98,0
28.8,-0.5806,0.0889,0.859,1.04,0
28.9,-0.5665,-0.093,0.9032,1.07,0
29,-0.418,-0.064,0.7791,0.89,0
29.1,-0.5521,0.0278,0.8365,1,0
29.2,-0.5272,-0.03,0.9925,1.12,0
29.3,-0.5418,-0.0122,0.8619,1.02,0
29.4,-0.4817,-0.0105,0.8761,1,0
29.5,-0.4224,-0.0671,1.0643,1.15,0
29.6,-0.4224,0.019,0.8267,0.93,0
29.7,-0.4598,0.0501,1.0528,1.15,0
29.8,-0.2786,0.1006,0.912,0.96,0
29.9,-0.2202,0.1958,0.9237,0.97,0
30,-0.2193,0.2871,0.8807,0.95,0
30.1,-0.2356,0.2915,0.9938,1.06,0
30.2,-0.2044,0.3011,0.9063,0.98,0
30.3,-0.2747,0.3003,0.9708,1.05,0
30.4,-0.2539,0.3035,0.9115,0.99,0
30.5,-0.1765,0.2654,0.9422,0.99,0
30.6,-0.2049,0.3206,0.9378,1.01,0
30.7,-0.2031,0.3059,0.9825,1.05,0
30.8,-0.2263,0.2849,0.9845,1.05,0
30.9,-0.2527,0.2732,0.9242,1,0
31,-0.2486,0.2779,0.9278,1,0
31.1,-0.1958,0.2559,0.953,1.01,0
31.2,-0.1778,0.2215,0.9776,1.02,0
31.3,-0.2249,0.232,0.9515,1,0
31.4,-0.2603,0.242,0.9627,1.03,0
31.5,-0.2664,0.2508,0.9752,1.04,0
31.6,-0.2622,0.2315,0.9693,1.03,0
31.7,-0.25,0.2158,0.9281,0.99,0
31.8,-0.253,0.2188,0.9342,0.99,0
31.9,-0.2657,0.2322,0.9693,1.03,0
32,-0.2376,0.2083,0.982,1.03,0
32.1,-0.2388,0.2019,0.9754,1.02,0
32.2,-0.2427,0.2136,0.9571,1.01,0
32.3,-0.2432,0.2129,0.974,1.03,0
32.4,-0.2298,0.2044,0.95,1,0
32.5,-0.2434,0.1958,0.9789,1.03,0
32.6,-0.2583,0.198,0.9603,1.01,0
32.7,-0.2617,0.2009,0.964,1.02,0
32.8,-0.2517,0.1944,0.9637,1.01,0
32.9,-0.2439,0.1861,0.931,0.98,0
33,-0.2688,0.1714,0.9845,1.03,0
33.1,-0.2686,0.169,0.9381,0.99,0
33.2,-0.2354,0.1367,1.0336,1.07,0
33.3,-0.2412,0.1411,1.0287,1.07,0
33.4,-0.2984,0.1541,0.9129,0.97,0
33.5,-0.3482,0.117,0.8946,0.97,0
33.6,-0.3013,0.0923,0.9425,0.99,0
33.7,-0.3807,0.1189,1.0506,1.12,0
33.8,-0.3921,0.1243,0.89,0.98,0
33.9,-0.263,0.0303,0.9508,0.99,0
34,-0.3059,0.0032,0.9938,1.04,0
34.1,-0.3538,0.0405,0.8463,0.92,0
34.2,-0.3221,-0.012,0.8553,0.91,0
34.3,-0.3821,-0.1113,0.943,1.02,0
34.4,-0.4681,-0.0686,0.9361,1.05,0
34.5,-0.4275,-0.0808,0.9872,1.08,0
34.6,-0.3389,-0.1819,0.952,1.03,0
34.7,-0.4056,-0.1445,0.9337,1.03,0
34.8,-0.3946,-0.1819,0.9698,1.06,0
34.9,-0.409,-0.1936,0.8775,0.99,0
35,-0.3931,-0.2027,0.9034,1.01,0
35.1,-0.4537,-0.187,0.9,1.03,0
35.2,-0.3714,-0.209,0.8773,0.98,0
35.3,-0.42,-0.1975,0.9002,1.01,0
35.4,-0.4178,-0.1953,0.9139,1.02,0
35.5,-0.4143,-0.2144,0.9081,1.02,0
35.6,-0.4397,-0.178,0.9071,1.02,0
35.7,-0.3706,-0.2315,0.8914,0.99,0
35.8,-0.4332,-0.197,0.9188,1.03,0
35.9,-0.4151,-0.1961,0.8956,1.01,0
36,-0.407,-0.2224,0.889,1,0
36.1,-0.4056,-0.2202,0.9156,1.03,0
36.2,-0.4205,-0.2146,0.922,1.04,0
36.3,-0.4283,-0.2139,0.901,1.02,0
36.4,-0.4117,-0.2149,0.9286,1.04,0
36.5,-0.4185,-0.2078,0.9044,1.02,0
36.6,-0.4268,-0.2007,0.9049,1.02,0
36.7,-0.4693,-0.1799,0.9444,1.07,0
36.8,-0.438,-0.158,0.9388,1.05,0
36.9,-0.3316,-0.1865,0.8946,0.97,0
37,-0.2239,-0.1787,0.8941,0.94,0
37.1,-0.4327,-0.0957,1.0983,1.18,0
37.2,-0.2881,-0.1524,0.8338,0.9,0
37.3,-0.2224,-0.1846,0.951,0.99,0
37.4,-0.1738,-0.1301,1.0409,1.06,0
37.5,-0.1448,-0.1514,0.9898,1.01,0
37.6,-0.1582,-0.2068,0.9942,1.03,0
37.7,-0.2434,-0.1531,0.9525,0.99,0
37.8,-0.1819,-0.1809,0.9654,1,0
37.9,-0.2212,-0.177,1.0189,1.06,0
38,-0.2312,-0.1763,0.9732,1.02,0
38.1,-0.2105,-0.1843,0.9708,1.01,0
38.2,-0.2002,-0.1716,0.9872,1.02,0
38.3,-0.1778,-0.1988,0.9947,1.03,0
38.4,-0.2454,-0.1631,0.9947,1.04,0
38.5,-0.2083,-0.1692,0.9759,1.01,0
38.6,-0.1668,-0.1973,0.9522,0.99,0
38.7,-0.2149,-0.1741,0.9598,1,0
38.8,-0.2129,-0.1504,0.9901,1.02,0
38.9,-0.2149,-0.1631,0.9703,1.01,0
39,-0.2434,-0.1494,0.9772,1.02,0
39.1,-0.2508,-0.1209,0.9762,1.02,0
39.2,-0.1983,-0.157,0.9439,0.98,0
39.3,-0.2395,-0.1231,1.0023,1.04,0
39.4,-0.2112,-0.1187,0.993,1.02,0
39.5,-0.176,-0.1404,0.9569,0.98,0
39.6,-0.2239,-0.1316,1.0006,1.03,0
39.7,-0.2625,-0.0996,0.9796,1.02,0
39.8,-0.1736,-0.1426,0.9786,1,0
39.9,-0.1135,-0.1917,0.973,1,0
40,-0.2276,-0.1311,0.9818,1.02,0
40.1,-0.2219,-0.134,0.964,1,0
40.2,-0.22,-0.1926,0.9823,1.02,0
40.3,-0.368,-0.1025,1.0084,1.08,0
40.4,-0.2871,-0.1575,0.9896,1.04,0
40.5,-0.2505,-0.1636,0.9576,1,0
40.6,-0.2957,-0.1025,0.9925,1.04,0
40.7,-0.2808,-0.0999,0.9769,1.02,0
40.8,-0.282,-0.0684,0.9955,1.04,0
40.9,-0.2718,-0.0232,0.9742,1.01,0
41,-0.2647,-0.0046,0.9691,1,0
41.1,-0.2871,0.0457,0.9586,1,0
41.2,-0.2215,0.0308,0.9789,1,0
41.3,-0.1778,0.0356,0.9815,1,0
41.4,-0.252,0.1223,0.9457,0.99,0
41.5,-0.1687,0.0552,1.0043,1.02,0
41.6,-0.0757,0.0508,0.9073,0.91,0
41.7,-0.1572,0.0701,1.0248,1.04,0
41.8,-0.1885,0.0681,0.9041,0.93,0
41.9,-0.1582,0.0398,1.0702,1.08,0
42,-0.1392,0.0251,1.1149,1.12,0
42.1,-0.189,0.0195,0.818,0.84,0
42.2,-0.1651,-0.2207,0.8768,0.92,0
42.3,-0.3284,-0.1741,0.9444,1.01,0
42.4,-0.4854,-0.1052,1.1312,1.24,0
42.5,-0.4212,-0.231,0.8404,0.97,0
42.6,-0.3948,-0.2366,0.9259,1.03,0
42.7,-0.4827,-0.1887,0.9207,1.06,0
42.8,-0.5174,-0.2437,0.8558,1.03,0
42.9,-0.5164,-0.2693,0.8243,1.01,0
43,-0.5328,-0.2278,0.8055,0.99,0
43.1,-0.4925,-0.2197,0.8958,1.05,0
43.2,-0.493,-0.209,0.8309,0.99,0
43.3,-0.4808,-0.2219,0.8509,1,0
43.4,-0.4656,-0.2349,0.8468,0.99,0
43.5,-0.512,-0.2127,0.8685,1.03,0
43.6,-0.4957,-0.2339,0.8751,1.03,0
43.7,-0.4715,-0.2351,0.859,1.01,0
43.8,-0.4603,-0.2293,0.8761,1.02,0
43.9,-0.4642,-0.2256,0.8795,1.02,0
44,-0.4593,-0.2305,0.8956,1.03,0
44.1,-0.4495,-0.2244,0.8687,1,0
44.2,-0.4515,-0.231,0.8741,1.01,0
44.3,-0.4688,-0.2212,0.8993,1.04,0
44.4,-0.451,-0.2332,0.8524,0.99,0
44.5,-0.4353,-0.2669,0.8919,1.03,0
44.6,-0.4458,-0.2383,0.8961,1.03,0
44.7,-0.4544,-0.2644,0.9015,1.04,0
44.8,-0.4476,-0.2534,0.8387,0.98,0
44.9,-0.4371,-0.25,0.8946,1.03,0
45,-0.4256,-0.2547,0.8446,0.98,0
45.1,-0.4353,-0.2593,0.8714,1.01,0
45.2,-0.4324,-0.2644,0.8788,1.01,0
45.3,-0.4439,-0.249,0.9046,1.04,0
45.4,-0.4524,-0.2503,0.8824,1.02,0
45.5,-0.4424,-0.2469,0.8849,1.02,0
45.6,-0.438,-0.2476,0.8748,1.01,0
45.7,-0.4483,-0.2432,0.8734,1.01,0
45.8,-0.4432,-0.2537,0.9015,1.04,0
45.9,-0.4292,-0.2622,0.891,1.02,0
46,-0.4432,-0.2461,0.8739,1.01,0
46.1,-0.4471,-0.251,0.8722,1.01,0
46.2,-0.4388,-0.2539,0.877,1.01,0
46.3,-0.4566,-0.2456,0.8785,1.02,0
46.4,-0.4402,-0.2613,0.891,1.03,0
46.5,-0.4595,-0.2488,0.8936,1.04,0
46.6,-0.4275,-0.2578,0.8795,1.01,0
46.7,-0.4366,-0.2522,0.8751,1.01,0
46.8,-0.4529,-0.2451,0.8861,1.02,0
46.9,-0.4224,-0.2676,0.8739,1.01,0
47,-0.4412,-0.251,0.8702,1.01,0
47.1,-0.4478,-0.2556,0.8746,1.02,0
47.2,-0.4322,-0.2657,0.8568,1,0
47.3,-0.427,-0.2666,0.8614,1,0
47.4,-0.4529,-0.2586,0.877,1.02,0
47.5,-0.4227,-0.2698,0.8538,0.99,0
47.6,-0.4314,-0.2676,0.8841,1.02,0
47.7,-0.4659,-0.263,0.8602,1.01,0
47.8,-0.4385,-0.2749,0.8795,1.02,0
47.9,-0.4375,-0.2732,0.8836,1.02,0
48,-0.4373,-0.273,0.8829,1.02,0
48.1,-0.4461,-0.2676,0.8744,1.02,0
48.2,-0.4136,-0.2774,0.8641,1,0
48.3,-0.4463,-0.2639,0.8685,1.01,0
48.4,-0.4444,-0.2693,0.8726,1.02,0
48.5,-0.45,-0.2725,0.8895,1.03,0
48.6,-0.4165,-0.2867,0.87,1.01,0
48.7,-0.4515,-0.2622,0.8834,1.03,0
48.8,-0.4427,-0.2776,0.8829,1.03,0
48.9,-0.4466,-0.26,0.891,1.03,0
49,-0.4498,-0.2639,0.8692,1.01,0
49.1,-0.4466,-0.262,0.8839,1.02,0
49.2,-0.4361,-0.2537,0.8775,1.01,0
49.3,-0.4729,-0.2371,0.9151,1.06,0
49.4,-0.4798,-0.2176,0.8177,0.97,0
49.5,-0.3702,-0.2241,0.901,1,0
49.6,-0.4307,-0.2593,0.94,1.07,0
49.7,-0.5567,-0.1861,0.7901,0.98,0
49.8,-0.4007,-0.1948,0.8929,1,0
49.9,-0.2735,-0.2124,0.9584,1.02,0
50,-0.3728,-0.1611,0.9818,1.06,0
50.1,-0.3694,-0.1641,0.9325,1.02,0
50.2,-0.2906,-0.1792,0.9295,0.99,0
50.3,-0.3221,-0.1563,0.9916,1.05,0
50.4,-0.3518,-0.1214,0.9784,1.05,0
50.5,-0.3062,-0.1214,0.975,1.03,0
50.6,-0.2664,-0.0974,0.9791,1.02,0
50.7,-0.2215,-0.0825,0.985,1.01,0
50.8,-0.2029,-0.0659,1.037,1.06,0
50.9,-0.1978,-0.0437,1.017,1.04,0
51,-0.2691,-0.0117,0.9857,1.02,0
51.1,-0.2168,0.0342,0.8658,0.89,0
51.2,-0.1917,0.0901,1.0152,1.04,0
51.3,-0.1233,0.1121,0.9601,0.97,0
51.4,-0.1279,0.147,0.9669,0.99,0
51.5,-0.1052,0.1509,0.9547,0.97,0
51.6,-0.0913,0.1331,0.9803,0.99,0
51.7,-0.1812,0.1511,0.9986,1.03,0
51.8,-0.2168,0.1436,0.8949,0.93,0
51.9,-0.1599,0.0703,0.9244,0.94,0
52,-0.1521,0.0117,1.0067,1.02,0
52.1,-0.1594,-0.0518,1.0104,1.02,0
52.2,-0.2107,-0.0762,1.0763,1.1,0
52.3,-0.2788,-0.0271,1.0165,1.05,0
52.4,-0.2112,-0.0945,1.0162,1.04,0
52.5,-0.1968,-0.1419,0.985,1.01,0
52.6,-0.3184,-0.0921,0.9762,1.03,0
52.7,-0.3223,-0.125,0.9591,1.02,0
52.8,-0.3128,-0.1262,0.9613,1.02,0
52.9,-0.3008,-0.1043,0.9576,1.01,0
53,-0.2874,-0.0894,1.004,1.05,0
53.1,-0.2454,-0.0628,1.0284,1.06,0
53.2,-0.2058,-0.0432,1.0233,1.04,0
53.3,-0.1538,-0.0525,1.0099,1.02,0
53.4,-0.0652,-0.0754,0.9435,0.95,0
53.5,-0.0256,-0.0837,0.9637,0.97,0
53.6,0.0371,-0.1021,0.9798,0.99,0
53.7,-0.0667,-0.0857,1.1539,1.16,0
53.8,-0.0803,0.0178,1.0462,1.05,0
53.9,-0.1155,0.0095,1.0414,1.05,0
54,-0.0825,0.0544,0.8885,0.89,0
54.1,-0.0352,0.155,0.992,1,0
54.2,0.0862,0.082,1.1031,1.11,0
54.3,-0.1731,0.1204,0.94,0.96,0
54.4,-0.0813,0.1104,0.92,0.93,0
54.5,-0.1497,0.1338,1.0082,1.03,0
54.6,-0.3245,0.1726,0.9815,1.05,0
54.7,-0.2857,0.1382,0.9444,1,0
