time,x,y,z,TgF,is_fall
8,-0.123683716,0.785499775,0.839026117,1.155972484,0
8.1,-0.14198504,0.812405969,0.633167969,1.039742702,0
8.2,-0.13404575,0.849900712,0.692208437,1.104288008,0
8.3,-0.149442659,0.909332189,0.603235106,1.101413061,0
8.4,-0.098024376,0.951888242,0.457889494,1.06083118,0
8.5,-0.073369019,0.951785728,0.498169259,1.076778387,0
8.6,-0.1198354,1.005705603,0.485153088,1.123021728,0
8.7,-0.12903036,0.925609719,0.422601011,1.02566749,0
8.8,-0.150502759,0.940656205,0.336121404,1.010179575,0
8.9,-0.131660806,0.831446855,0.350572484,0.911887881,0
9,-0.113641807,0.81588053,0.310225338,0.880235911,0
9.1,-0.118785489,0.892059406,0.32619674,0.957227397,0
9.2,-0.078992024,0.961949141,0.395686867,1.043146196,0
9.3,-0.076786384,0.988945338,0.460694212,1.093685598,0
9.4,-0.150247223,0.971233417,0.350116805,1.043288242,0
9.5,-0.155013,0.940022515,0.399560771,1.033111886,0
9.6,-0.093988775,0.96362246,0.340156355,1.026210739,0
9.7,-0.106319645,0.988166129,0.326123193,1.046007888,0
9.8,-0.093707522,0.960343551,0.34446434,1.024546981,0
9.9,-0.09596353,0.998695998,0.318985161,1.052784037,0
10,-0.126801753,0.97956073,0.389868931,1.061892505,0
10.1,-0.170906352,0.940010776,0.379480821,1.028024773,0
10.2,-0.116916029,0.961544506,0.361755372,1.033974924,0
10.3,-0.04074922,1.005956613,0.313584366,1.054487724,0
10.4,-0.103571758,0.973598214,0.358380035,1.042620181,0
10.5,-0.108578198,0.960502785,0.331815974,1.021986627,0
10.6,-0.111226004,0.962331324,0.34404292,1.028016698,0
10.7,-0.10466258,1.002988589,0.330083622,1.06108226,0
10.8,-0.151542646,0.997910318,0.324416892,1.060205874,0
10.9,-0.09883241,0.973834074,0.415424943,1.063343092,0
11,-0.091719011,0.98745674,0.350661583,1.051877719,0
11.1,-0.083526617,0.965036654,0.300231904,1.014106324,0
11.2,-0.092901847,0.964198977,0.280173305,1.008368733,0
11.3,-0.10594707,1.0050921,0.305044276,1.055692626,0
11.4,-0.084897153,1.008025564,0.310939135,1.058303458,0
11.5,-0.105751664,0.964832314,0.317770966,1.021304654,0
11.6,-0.114781289,0.986246125,0.296348626,1.036184671,0
11.7,-0.114337637,0.979802041,0.302485574,1.031786149,0
11.8,-0.100315588,0.986957574,0.2975756,1.035712174,0
11.9,-0.077265472,1.014636467,0.277463396,1.054724158,0
12,-0.102596946,0.990665367,0.309215664,1.042860647,0
12.1,-0.062269978,1.004817333,0.299953133,1.050479559,0
12.2,-0.081137451,1.003697769,0.265098205,1.041282649,0
12.3,-0.068636508,1.037397371,0.298305982,1.081614873,0
12.4,-0.064045738,0.987445002,0.281348105,1.028740125,0
12.5,-0.038778616,1.0041514,0.306980909,1.050743115,0
12.6,-0.084488452,0.994505203,0.233054377,1.024935725,0
12.7,-0.085538271,0.97552221,0.265028628,1.01449522,0
12.8,-0.104905308,0.969083787,0.275629031,1.012965879,0
12.9,-0.0777145,1.025881953,0.257469293,1.060548802,0
13,-0.060625448,1.014382588,0.283793837,1.0550765,1
13.1,-0.085741899,0.978353329,0.245003607,1.012202389,1
13.2,-0.092235497,0.988163271,0.254413937,1.024548919,1
13.3,-0.113440308,0.863139075,0.247200098,0.904978262,1
13.4,-0.35384515,0.536250708,0.207112305,0.675030902,1
13.5,-0.137289185,0.595381515,0.090557465,0.617679628,1
13.6,-0.046275042,0.194474987,0.080808464,0.215619823,1
13.7,-0.007488186,0.029569342,0.03840606,0.04904533,1
13.8,3.197812629,-5.183083651,8.002839413,10.05662967,1
13.9,-0.20450768,-0.334243654,-1.484261288,1.535113606,1
14,0.410727298,-1.443884366,1.564327734,2.168091381,1
14.1,0.014969269,-0.15610668,1.047178481,1.058856055,1
14.2,0.133230668,-0.141915535,1.040076905,1.05813534,1
14.3,0.120270227,-0.131648087,1.001707088,1.017454292,1
14.4,0.124000138,-0.124294925,0.991732783,1.007153998,1
14.5,0.120554167,-0.121648277,1.000165964,1.014723394,0
14.6,0.126607135,-0.121536434,0.998998985,1.014297512,0
14.7,0.121709028,-0.11937429,0.996151191,1.010633714,0
14.8,0.138015395,-0.133151763,1.015697609,1.033643688,0
14.9,0.111694988,-0.121768043,1.019635754,1.032937703,0
15,0.124219646,-0.137148658,1.01839693,1.035071293,0
15.1,0.136154846,-0.124918273,1.001950176,1.018845853,0
15.2,0.117492029,-0.159278706,1.046660207,1.065209685,0
15.3,0.133695159,-0.114341917,0.986271207,1.001837993,0
15.4,0.167718659,-0.088783288,0.954906806,0.97358052,0
15.5,-0.049106375,-0.272347732,0.902609631,0.944080965,0
15.6,0.146483331,-0.258839377,0.931738941,0.978055542,0
15.7,0.322311429,-0.27842595,0.969296497,1.058745185,0
15.8,0.265024686,-0.437297751,0.774688534,0.928229353,0
15.9,0.088437008,-0.1116003,0.997927144,1.008034878,0
16,0.201459856,-0.162463694,1.101072416,1.131079569,0
16.1,0.171767454,-0.017208079,0.987469225,1.002444835,0
16.2,0.171803229,-0.015657075,1.006453231,1.021131529,0
16.3,0.083715104,0.169083528,1.078004424,1.094390696,0
16.4,0.056898583,0.112418364,1.027884279,1.035577823,0
16.5,0.39620218,0.013755995,1.149395705,1.215843691,0
16.6,0.441515951,0.026251575,0.881149906,0.985926284,0
16.7,0.601862999,0.040717454,1.044103241,1.205839358,0
16.8,0.61508767,0.082984674,1.038349494,1.20970615,0
16.9,0.828747906,0.105422605,0.937007774,1.255356756,0
17,0.533970255,0.165455018,0.68308675,0.882670439,0
17.1,0.66915846,0.096935833,0.342980104,0.758158923,0
17.2,0.760972733,0.039368756,0.612067039,0.97737171,0
17.3,0.978227121,-0.065188565,0.538637567,1.118618915,0
17.4,0.810126487,-0.042070949,0.28073923,0.858422626,0
17.5,0.876174882,-0.087120079,0.288887154,0.926675844,0
17.6,0.895241444,-0.167155709,0.248426562,0.943988364,0
17.7,1.000676124,-0.18889617,0.249441561,1.048453891,0
17.8,0.921094476,-0.178174268,0.142885997,0.948987625,0
17.9,0.937747971,-0.110049611,0.143107986,0.954967052,0
18,0.946948947,-0.160496752,0.002311417,0.960456588,0
18.1,0.919182836,-0.148997435,0.17812527,0.948064309,0
18.2,0.824769337,-0.091648169,0.085342024,0.834222457,0
18.3,0.976749929,-0.047686365,-0.044782313,0.978938133,0
18.4,0.936624782,-0.100249479,0.098266589,0.947086196,0
18.5,0.991690756,-0.117947949,0.169384917,1.012943002,0
18.6,0.954007172,-0.185925202,0.133464508,0.981076266,0
18.7,0.9549574,-0.163408308,0.085478724,0.972600906,0
18.8,1.027275941,-0.123167847,0.078567939,1.03761221,0
18.9,1.060306856,-0.131389871,0.120639428,1.075205933,0
19,0.978254809,-0.15032417,0.110349415,0.995869881,0
19.1,0.984339726,-0.11328253,0.119851004,0.998059062,0
19.2,0.990451482,-0.128854053,0.100741658,1.003865722,0
19.3,1.005062969,-0.161637192,0.089250757,1.021882504,0
19.4,1.000268264,-0.124472401,0.115592939,1.014589427,0
19.5,0.937495427,-0.120991173,0.050119223,0.946598371,0
19.6,0.97571191,-0.122547821,0.023452829,0.983657326,0
19.7,1.01178342,-0.158418189,0.086449328,1.027752644,0
19.8,1.037294742,-0.132733904,0.081436407,1.048918757,0
19.9,0.991214618,-0.114826202,0.078537189,1.000929351,0
20,0.975514263,-0.11521738,0.064059905,0.984381427,0
20.1,0.992794465,-0.110961072,0.038182484,0.999705512,0
20.2,0.99839405,-0.124744131,0.073967985,1.008872162,0
20.3,0.993031164,-0.153357477,0.068830147,1.007157881,0
20.4,0.986230204,-0.147519023,0.063920706,0.999248585,0
20.5,0.982589108,-0.120681362,0.051656678,0.991319201,0
20.6,0.996004004,-0.129278521,0.045138478,1.005372764,0
20.7,1.032750278,-0.109205391,0.084603653,1.041948527,0
20.8,0.979071089,-0.072064941,0.043075283,0.982664252,0
20.9,0.984655259,-0.139272048,-0.049991052,0.995711699,0
21,1.007920263,-0.102526228,0.158179075,1.025395291,0
21.1,1.012097481,-0.157049105,0.062590774,1.026120528,0
21.2,0.980080437,-0.156600923,0.172285046,1.007354778,0
21.3,0.963699682,-0.204777986,-0.024515605,0.985521241,0
21.4,1.007654357,-0.117725876,0.083033535,1.017900414,0
21.5,0.987148476,-0.12336534,0.135280146,1.003982987,0
21.6,1.044551459,-0.122414304,-0.027219947,1.052052251,0
21.7,1.005564508,-0.118554077,0.084840555,1.016077245,0
21.8,1.013315794,-0.154704491,0.114392192,1.031420356,0
21.9,0.931467048,-0.156634542,-0.018671144,0.944729513,0
22,0.697459241,-0.026497016,0.020455403,0.698262063,0
22.1,0.294502562,0.054505719,0.026128578,0.300641539,0
22.2,-0.00508042,0.035106465,0.029228896,0.04596306,0
22.3,-0.004202975,0.015999368,0.06552526,0.067581096,0
22.4,-0.186984878,-0.534527151,8.01640341,8.036380171,0
22.5,0.035959729,0.001179204,0.035108404,0.050270197,0
22.6,0.031502154,-0.09575977,0.427208439,0.438941192,0
22.7,0.101297917,-0.052509609,0.84332877,0.851012304,0
22.8,0.117359019,-0.071038088,1.074774581,1.083494324,0
22.9,0.079957636,-0.05978666,1.014276893,1.01917873,0
23,0.096013,-0.082131371,1.033042061,1.040740101,1
23.1,0.073083206,-0.057777487,1.011609642,1.015890477,1
23.2,0.076071134,-0.080679983,1.020097958,1.026107168,1
23.3,0.08676265,-0.078322255,1.015851725,1.022554087,1
23.4,0.082358048,-0.079649899,1.030600508,1.036949546,1
23.5,0.082572589,-0.067044501,1.011891969,1.017466734,1
23.6,0.084813229,-0.06780393,1.02247195,1.028221545,1
23.7,0.09224858,-0.086068804,1.022438534,1.030193281,1
23.8,0.097436688,-0.080520996,1.024098693,1.031869988,1
23.9,0.094988269,-0.076333556,1.02273871,1.02997284,1
24,0.082734894,-0.085244606,1.01124768,1.018201147,1
24.1,0.08835008,-0.073190556,1.012562107,1.019041027,1
24.2,0.092145462,-0.06021522,1.001398097,1.007429803,1
24.3,0.08340966,-0.069682647,1.030721489,1.036436023,1
24.4,0.095637246,-0.065056811,1.011916596,1.018505802,1
24.5,0.066803233,-0.07738098,1.015177305,1.020311447,0
24.6,0.079464471,-0.087242986,1.027633062,1.034386606,0
24.7,0.095494064,-0.080641665,1.027718052,1.035290582,0
24.8,0.065994617,-0.08306062,1.012056165,1.017601119,0
24.9,0.119860099,-0.093805772,1.102063366,1.11252399,0
25,-0.146064831,0.014445995,0.898092653,0.910007712,0
25.1,0.168934635,-0.207096982,1.200889504,1.230269756,0
25.2,0.259409014,-0.467938474,1.010761495,1.143633793,0
25.3,0.516602293,-0.573904122,0.957924367,1.230391386,0
25.4,0.644566186,-0.643848695,0.527397869,1.052689519,0
25.5,0.359624466,-0.883938974,0.565340964,1.109183606,0
25.6,0.763558124,-0.80357392,0.228109426,1.131718147,0
25.7,0.842395213,-0.861104548,0.440334975,1.282585525,0
25.8,1.01545263,-0.723710605,0.300950614,1.282759664,0
25.9,0.574318389,-0.192398556,0.244996341,0.653362092,0
26,0.670951133,0.108349194,0.288385546,0.738296142,0
26.1,0.7889912,0.239270919,0.153332748,0.838611124,0
26.2,0.99671671,0.307304313,0.085949565,1.04655027,0
26.3,0.835730304,0.400589653,0.126285066,0.935342252,0
26.4,0.77507972,0.416000947,0.014784992,0.879786313,0
26.5,0.897632054,0.412655162,0.016404782,0.988077276,0
26.6,0.993990178,0.398192216,-0.028740982,1.071167381,0
26.7,0.962461611,0.432024981,-0.076722511,1.057763811,0
26.8,0.891416349,0.447610394,0.018551188,0.997658418,0
26.9,0.818044649,0.534693059,0.017769,0.977450486,0
27,0.915164152,0.497316087,0.013539505,1.041648709,0
27.1,0.890532239,0.481100496,0.022089216,1.012419522,0
27.2,0.854511012,0.511511045,-0.044188749,0.996887789,0
27.3,0.933723727,0.460390047,0.001066493,1.041057218,0
27.4,0.904718057,0.532130769,-0.006021554,1.049625732,0
27.5,0.931437071,0.533241213,-0.028562628,1.073655919,0
27.6,0.864782761,0.509631839,-0.076708402,1.006706518,0
27.7,0.860119153,0.515186209,-0.063997458,1.004647929,0
27.8,0.938646854,0.467351315,-0.080824546,1.051669043,0
27.9,0.884845308,0.53639578,-0.079766993,1.037802691,0
28,0.902666851,0.531022397,-0.010336735,1.047329498,0
28.1,0.883946309,0.548311377,-0.016216379,1.040321784,0
28.2,0.906530441,0.517526773,-0.090687914,1.047786094,0
28.3,0.857018493,0.501730432,-0.068585599,0.995448697,0
28.4,0.810272662,0.553490803,-0.108416655,0.987242638,0
28.5,0.873250235,0.511269133,-0.016904811,1.012051319,0
28.6,0.88845287,0.519857518,0.003901946,1.0293763,0
28.7,0.92438178,0.514313321,0.017779189,1.0579773,0
28.8,0.886296189,0.515514832,0.034274828,1.025890462,0
28.9,0.862447857,0.556287633,0.069520404,1.028642466,0
29,0.822127261,0.579687853,0.04918346,1.007149568,0
29.1,0.861334075,0.576776065,-0.038948032,1.037344671,0
29.2,0.914765496,0.526732146,-0.02706276,1.055923794,0
29.3,0.832020973,0.527417009,0.004143433,0.985111552,0
29.4,0.883957126,0.517006741,-0.040330386,1.024842774,0
29.5,0.898431101,0.518443883,0.027921787,1.037661857,0
29.6,0.877246017,0.533527054,0.015422735,1.026863941,0
29.7,0.880075492,0.570874405,-0.02164551,1.049237335,0
29.8,0.817357126,0.533844248,0.032905251,0.976803516,0
29.9,0.85670369,0.518536011,0.052285486,1.002773444,0
30,0.855665713,0.514952048,0.02721118,0.999039475,0
30.1,0.892028938,0.489926304,0.029169662,1.018132741,0
30.2,0.913319733,0.52874284,0.057864995,1.056915457,0
30.3,0.875238827,0.519896595,-0.013207899,1.018091313,0
30.4,0.86864209,0.526601417,0.035551383,1.016421189,0
30.5,0.830264009,0.54856419,0.018556085,0.995291577,0
30.6,0.897137071,0.554613482,-0.000155588,1.054727957,0
30.7,0.887801239,0.545158598,0.028592488,1.042212295,0
30.8,0.835013185,0.552293922,0.024624286,1.001439939,0
30.9,0.88663595,0.535009278,0.052501879,1.036877371,0
31,0.911741802,0.493088082,-0.011199592,1.036597512,0
31.1,0.834791644,0.524978575,0.035669964,0.9867887,0
31.2,0.873105122,0.545023879,0.062442536,1.031146281,0
31.3,0.871100783,0.544810239,0.072273988,1.029979757,0
31.4,0.871891848,0.576895201,-0.042541006,1.046333219,0
31.5,0.925659585,0.465456752,0.084967522,1.039574497,0
31.6,0.922007489,0.508847185,0.051442377,1.054357428,0
31.7,0.796093986,0.533850977,0.042487279,0.959462177,0
31.8,0.891240157,0.566494765,-0.026441741,1.056373278,0
31.9,0.90393412,0.510069997,0.040664219,1.038711641,0
32,0.88198679,0.521078044,0.023902469,1.024692321,0
32.1,0.890441786,0.529528116,0.063896309,1.037964035,0
32.2,0.882143341,0.499144416,0.015299753,1.013684421,0
32.3,0.858242175,0.542880891,0.06403314,1.01754584,0
32.4,0.855778659,0.554899318,0.042895424,1.020838079,0
32.5,0.873552807,0.538404369,0.030164363,1.02658836,0
32.6,0.876035936,0.557356731,0.085621832,1.041833281,0
32.7,0.876061052,0.545240657,0.020708181,1.032084866,0
32.8,0.906361374,0.520339802,0.026716516,1.045446422,0
32.9,0.892825468,0.538189796,0.076085679,1.045262935,0
33,0.85756712,0.526441007,0.036907106,1.006937751,1
33.1,0.807694388,0.53632639,0.065749359,0.971771166,1
33.2,0.675445215,0.518803011,0.001763039,0.851695903,1
33.3,0.430086813,0.421423646,-0.09572815,0.609701923,1
33.4,0.210523806,0.191110665,-0.084068121,0.296497906,1
33.5,-0.020564641,-0.027205765,0.045734308,0.057049847,1
33.6,-0.018723357,-0.039245749,0.055700868,0.070663849,1
33.7,0.020620347,-0.060681654,0.360171384,0.365829042,1
33.8,0.015835872,-0.008182249,1.215830485,1.215961139,1
33.9,0.166581486,0.148757525,0.652202766,0.689381346,1
34,0.185771811,0.019755752,1.135743038,1.151005519,1
34.1,0.198074286,0.021641201,0.882980811,0.905183339,1
34.2,0.173873202,-0.02134328,1.033257036,1.048001683,1
34.3,0.188724887,0.009170715,1.019201356,1.036567696,1
34.4,0.188645131,0.019144364,1.008846856,1.026511311,1
34.5,0.189051872,-0.008048698,1.00736147,1.024979279,0
34.6,0.171949896,0.009766814,1.01870957,1.033165691,0
34.7,0.190298553,-0.006977894,0.992654088,1.010754356,0
34.8,0.208277179,0.019507444,0.995154823,1.016903656,0
34.9,0.194976808,0.012991605,1.018126069,1.036708942,0
35,0.19071682,0.004834349,1.00158699,1.019594417,0
35.1,0.170031756,-0.014582825,1.0037516,1.018155554,0
35.2,0.201547244,0.016197264,1.019845203,1.039696052,0
35.3,0.204176393,0.009730093,1.004812787,1.025393296,0
35.4,0.182983816,0.001539227,1.008052791,1.024527147,0
35.5,0.185993193,-0.000493225,1.006404818,1.023447297,0
35.6,0.189534161,-0.01739425,1.012051502,1.029793184,0
35.7,0.200729585,-0.011156363,1.044835016,1.064000489,0
35.8,0.195865914,0.004936349,1.056621877,1.074633712,0
35.9,0.19636786,0.003630013,1.011827732,1.030712798,0
36,-0.129975642,-0.007766925,1.205819694,1.212829389,0
36.1,0.134612412,-0.143958359,1.1411607,1.158055376,0
36.2,0.425534777,0.039140369,0.988283259,1.076715197,0
36.3,0.626137994,-0.014913468,1.041565893,1.215372662,0
36.4,0.494662414,0.203130396,0.846911113,1.00160436,0
36.5,0.477768678,0.169840337,0.813454633,0.958549472,0
36.6,0.637806009,0.35469785,0.678160288,0.996247181,0
36.7,0.601756252,0.38044708,0.471634451,0.853984557,0
36.8,0.736886904,0.539902883,0.478518143,1.031250234,0
36.9,0.870399319,0.625745507,0.35050192,1.127831552,0
37,0.953727516,0.634351078,0.31956482,1.189167414,0
37.1,0.981256603,0.512530056,0.297404293,1.14629878,0
37.2,0.884593562,0.322115738,0.2114467,0.964869953,0
37.3,0.872265052,0.140107604,0.143143063,0.894967261,0
37.4,0.889234312,-0.030616878,0.161299014,0.904263472,0
37.5,0.851203496,-0.115261025,0.128293482,0.868499691,0
37.6,0.839894449,-0.16795161,0.020930606,0.856777987,0
37.7,0.969362617,-0.262105241,0.106343706,1.009788109,0
37.8,0.933844878,-0.211001402,0.116352117,0.964430227,0
37.9,0.981296472,-0.184960722,0.163604286,1.011889123,0
38,0.95539827,-0.219950679,0.182832493,0.997292272,0
38.1,0.98669207,-0.220802076,0.108123128,1.016860565,0
38.2,0.957431493,-0.315501798,0.089919661,1.012078057,0
38.3,0.915738719,-0.286887535,0.104283578,0.965275569,0
38.4,0.938250555,-0.28604686,0.108277178,0.986843887,0
38.5,0.927173568,-0.296104733,0.072011692,0.975968505,0
38.6,0.963346311,-0.308390784,0.107910301,1.017244132,0
38.7,0.937496724,-0.315693881,0.083958874,0.992779848,0
38.8,0.962675816,-0.324895104,0.064833891,1.01808889,0
38.9,0.901581895,-0.33324485,0.071709639,0.96386945,0
39,0.941323639,-0.302845964,0.123645824,0.996541099,0
39.1,1.023476999,-0.275592753,0.128307624,1.06767007,0
39.2,0.919430862,-0.301327808,0.153922386,0.979716111,0
39.3,0.943406028,-0.291025588,0.095341926,0.991867385,0
39.4,0.929242156,-0.351266384,0.066822161,0.995662723,0
39.5,0.936199266,-0.35132207,0.070678844,1.002442897,0
39.6,0.964597652,-0.330018376,0.120042828,1.026533506,0
39.7,0.961729348,-0.327641824,0.08072032,1.019209632,0
39.8,0.8847764,-0.394421152,0.10142969,0.974004777,0
39.9,0.949141918,-0.320857905,0.119568259,1.009017713,0
40,0.940291286,-0.364393096,0.096286371,1.013015842,0
40.1,0.979435087,-0.326786304,0.105281497,1.037866355,0
40.2,0.956802487,-0.315500742,0.098390769,1.012270942,0
40.3,0.922963897,-0.354600659,0.111235023,0.994975986,0
40.4,0.964961431,-0.295841948,0.122603973,1.01671272,0
40.5,0.934397133,-0.325747731,0.047711556,0.990699742,0
40.6,0.942294635,-0.327250247,0.125036082,1.005308871,0
40.7,0.927947552,-0.288485598,0.106553067,0.977580767,0
40.8,0.98120041,-0.329926862,0.097001008,1.039718796,0
40.9,0.876378934,-0.352247926,0.091420035,0.948934276,0
41,0.931512236,-0.345343111,0.105579578,0.999061538,0
41.1,0.965225981,-0.316816701,0.107303704,1.021542021,0
41.2,0.938228059,-0.323975719,0.118886841,0.999683069,0
41.3,0.930419972,-0.314752525,0.082634303,0.985687021,0
41.4,0.948810997,-0.346648434,0.090984767,1.014241427,0
41.5,0.942590535,-0.335671951,0.11626703,1.007308591,0
41.6,0.980966859,-0.335893028,0.120024705,1.043803638,0
41.7,0.951829384,-0.323575562,0.084968524,1.008910289,0
41.8,0.949975958,-0.334145473,0.103505431,1.012334378,0
41.9,0.934170285,-0.332277997,0.096774517,0.996216892,0
42,0.91529942,-0.349656723,0.123302963,0.987540618,0
42.1,0.975552981,-0.324599937,0.116104959,1.034673426,0
42.2,1.015357062,-0.370481271,0.112997558,1.086726637,0
42.3,1.063542151,-0.291531684,0.042857763,1.103607456,0
42.4,0.957740445,-0.311578371,0.100667054,1.012166833,0
42.5,0.90838226,-0.228967995,0.122019752,0.944708152,0
42.6,0.976580735,-0.153237118,0.129772124,0.99701171,0
42.7,0.961340399,-0.164095969,0.139543359,0.98517775,0
42.8,0.973606695,-0.176400141,0.11116621,0.995683149,0
42.9,0.964549005,-0.170704107,0.123374692,0.987277058,0
43,0.939671875,-0.14182662,0.123157762,0.958261894,1
43.1,1.006253498,-0.096019136,0.120092371,1.017933178,1
43.2,0.959913455,-0.132851032,0.112712107,0.975595847,1
43.3,0.991448074,-0.13229065,0.056025528,1.001802855,1
43.4,1.020536364,-0.114924526,0.05608206,1.028517046,1
43.5,0.946590095,-0.142331032,0.073179401,0.960024039,1
43.6,0.697363495,-0.110395915,0.005358488,0.706067855,1
43.7,0.367437796,-0.167106754,-0.024014349,0.404366035,1
43.8,-0.009982491,0.005504249,0.041029535,0.042583678,1
43.9,-0.01982163,0.007315591,0.048052981,0.052492894,1
44,0.249868791,-1.040493229,0.771994465,1.319483242,1
44.1,-0.03234303,-0.009911709,0.029950367,0.045181169,1
44.2,0.76380497,-0.506611527,4.653957359,4.743350332,1
44.3,0.619787999,-0.210846102,0.897959743,1.111271768,1
44.4,0.569065707,-0.175931124,0.860152681,1.04625531,1
44.5,0.603028881,-0.172207514,0.844023896,1.051511101,0
44.6,0.60292688,-0.176208001,0.829834653,1.040766849,0
44.7,0.601585181,-0.166004811,0.810481635,1.022908993,0
44.8,0.604325136,-0.161932215,0.806991879,1.021110574,0
44.9,0.597855688,-0.173693676,0.806822591,1.019099411,0
45,0.590585386,-0.182297738,0.819104183,1.026136066,0
45.1,0.588628355,-0.167188679,0.811571126,1.01640695,0
45.2,0.605724177,-0.171073646,0.822035732,1.035331211,0
45.3,0.581432268,-0.18279825,0.840672609,1.038368489,0
45.4,0.609734569,-0.174619653,0.827759498,1.042810651,0
45.5,0.562123847,-0.173580391,0.876575203,1.055697617,0
45.6,0.579935818,-0.187237756,0.907710664,1.093307907,0
