time,gFx,gFy,gFz,TgF
0.001000,-0.2400,0.4712,0.8536,1.004
0.001000,-0.2425,0.4646,0.8673,1.013
0.001000,-0.2442,0.4612,0.8800,1.023
0.001000,-0.2454,0.4554,0.8890,1.029
0.004000,-0.2490,0.4510,0.8946,1.032
0.007000,-0.2495,0.4451,0.8961,1.031
0.009000,-0.2512,0.4393,0.8958,1.029
0.011000,-0.2503,0.4332,0.8932,1.024
0.014000,-0.2444,0.4305,0.8922,1.020
0.016000,-0.2415,0.4258,0.8875,1.014
0.019000,-0.2351,0.4209,0.8822,1.005
0.021000,-0.2295,0.4178,0.8807,1.001
0.025000,-0.2227,0.4178,0.8741,0.994
0.026000,-0.2188,0.4161,0.8748,0.993
0.029000,-0.2139,0.4158,0.8748,0.992
0.032000,-0.2078,0.4131,0.8722,0.987
0.034000,-0.2053,0.4158,0.8712,0.987
0.036000,-0.2051,0.4187,0.8717,0.989
0.041000,-0.2031,0.4217,0.8748,0.992
0.042000,-0.2002,0.4231,0.8763,0.994
0.044000,-0.1980,0.4261,0.8792,0.997
0.046000,-0.1975,0.4302,0.8824,1.001
0.049000,-0.1958,0.4339,0.8861,1.006
0.051000,-0.1956,0.4363,0.8888,1.009
0.054000,-0.1958,0.4361,0.8902,1.010
0.058000,-0.1966,0.4371,0.8927,1.013
0.060000,-0.1948,0.4371,0.8927,1.013
0.061000,-0.1944,0.4393,0.8919,1.013
0.064000,-0.1970,0.4400,0.8932,1.015
0.066000,-0.1944,0.4390,0.8936,1.014
0.069000,-0.1934,0.4380,0.8949,1.015
0.071000,-0.1956,0.4383,0.8951,1.016
0.075000,-0.1912,0.4371,0.8941,1.013
0.077000,-0.1887,0.4378,0.8910,1.010
0.079000,-0.1897,0.4334,0.8900,1.008
0.082000,-0.1873,0.4324,0.8888,1.006
0.085000,-0.1865,0.4314,0.8856,1.003
0.088000,-0.1873,0.4307,0.8827,1.000
0.091000,-0.1865,0.4275,0.8824,0.998
0.093000,-0.1883,0.4244,0.8792,0.994
0.094000,-0.1902,0.4212,0.8763,0.991
0.096000,-0.1914,0.4202,0.8744,0.989
0.099000,-0.1953,0.4187,0.8702,0.985
0.101000,-0.1953,0.4185,0.8695,0.985
0.105000,-0.1992,0.4195,0.8697,0.986
0.109000,-0.2053,0.4178,0.8680,0.985
0.110000,-0.2097,0.4178,0.8629,0.981
0.112000,-0.2227,0.4248,0.8626,0.987
0.115000,-0.2298,0.4270,0.8639,0.991
0.117000,-0.2307,0.4231,0.8726,0.997
0.119000,-0.2315,0.4236,0.8783,1.002
0.121000,-0.2322,0.4246,0.8763,1.001
0.124000,-0.2324,0.4219,0.8766,1.000
0.127000,-0.2305,0.4234,0.8756,1.000
0.129000,-0.2327,0.4251,0.8741,0.999
0.131000,-0.2344,0.4234,0.8729,0.998
0.134000,-0.2342,0.4280,0.8702,0.998
0.136000,-0.2332,0.4283,0.8719,0.999
0.140000,-0.2302,0.4270,0.8702,0.996
0.141000,-0.2373,0.4324,0.8873,1.015
0.144000,-0.2539,0.4515,0.8922,1.032
0.146000,-0.2444,0.4461,0.8924,1.027
0.149000,-0.2337,0.4417,0.8951,1.025
0.151000,-0.2305,0.4424,0.8973,1.027
0.154000,-0.2254,0.4385,0.8912,1.018
0.157000,-0.2219,0.4322,0.8822,1.007
0.159000,-0.2210,0.4317,0.8800,1.005
0.161000,-0.2212,0.4300,0.8717,0.997
0.164000,-0.2193,0.4302,0.8770,1.001
0.166000,-0.2329,0.4449,0.8980,1.029
0.169000,-0.2622,0.4627,0.9374,1.078
0.171000,-0.2615,0.4549,0.9422,1.078
0.175000,-0.2605,0.4522,0.9444,1.079
0.177000,-0.2588,0.4471,0.9442,1.076
0.179000,-0.2586,0.4436,0.9376,1.069
0.181000,-0.2537,0.4378,0.9408,1.068
0.189000,-0.2437,0.4327,0.9454,1.068
0.189000,-0.2398,0.4297,0.9466,1.067
0.189000,-0.2366,0.4236,0.9447,1.062
0.192000,-0.2324,0.4212,0.9449,1.060
0.194000,-0.2288,0.4173,0.9420,1.055
0.196000,-0.2278,0.4151,0.9400,1.053
0.199000,-0.2266,0.4109,0.9398,1.050
0.201000,-0.2259,0.4073,0.9410,1.050
0.204000,-0.2215,0.4063,0.9403,1.048
0.207000,-0.2202,0.4031,0.9381,1.045
0.209000,-0.2195,0.4009,0.9308,1.037
0.211000,-0.2200,0.3955,0.9210,1.026
0.214000,-0.2202,0.3946,0.9154,1.021
0.216000,-0.2215,0.3929,0.9093,1.015
0.218000,-0.2207,0.3934,0.9059,1.012
0.221000,-0.2185,0.3958,0.9024,1.009
0.224000,-0.2188,0.3982,0.8983,1.007
0.227000,-0.2141,0.4048,0.8961,1.006
0.229000,-0.2117,0.4090,0.8954,1.007
0.231000,-0.2132,0.4107,0.8885,1.002
0.234000,-0.2122,0.4134,0.8880,1.002
0.236000,-0.2132,0.4168,0.8836,1.000
0.239000,-0.2173,0.4192,0.8797,0.998
0.242000,-0.2180,0.4236,0.8834,1.004
0.244000,-0.2212,0.4251,0.8836,1.005
0.246000,-0.2256,0.4292,0.8839,1.008
0.249000,-0.2234,0.4307,0.8902,1.014
0.251000,-0.2266,0.4371,0.8927,1.019
0.253000,-0.2295,0.4390,0.8988,1.026
0.257000,-0.2334,0.4417,0.9010,1.030
0.259000,-0.2368,0.4427,0.9046,1.035
0.261000,-0.2383,0.4429,0.9063,1.037
0.264000,-0.2398,0.4434,0.9115,1.042
0.266000,-0.2422,0.4424,0.9149,1.045
0.269000,-0.2434,0.4419,0.9193,1.049
0.271000,-0.2451,0.4417,0.9205,1.050
0.274000,-0.2451,0.4427,0.9244,1.054
0.276000,-0.2481,0.4397,0.9286,1.057
0.279000,-0.2469,0.4371,0.9298,1.057
0.281000,-0.2471,0.4346,0.9273,1.054
0.285000,-0.2476,0.4332,0.9273,1.053
0.287000,-0.2449,0.4322,0.9261,1.051
0.289000,-0.2429,0.4292,0.9249,1.048
0.291000,-0.2422,0.4244,0.9237,1.045
0.294000,-0.2383,0.4224,0.9203,1.040
0.296000,-0.2332,0.4192,0.9178,1.036
0.298000,-0.2322,0.4173,0.9156,1.033
