time,gFx,gFy,gFz,TgF,is_fall
146.7,-0.4842,-0.1995,-0.21,0.56,0
146.8,-0.637,-0.1109,-0.3682,0.74,0
146.9,-0.9496,-0.1765,-0.5623,1.12,0
147,-1.2411,-0.3343,-0.4244,1.35,0
147.1,-1.0782,-0.5167,-0.3514,1.25,0
147.2,-0.743,-0.0247,-0.2613,0.79,0
147.3,-0.6854,-0.0188,-0.2315,0.72,0
147.4,-0.9886,-0.1101,-0.5679,1.15,0
147.5,-1.3566,-0.1641,-0.7042,1.54,0
147.6,-1.0655,-0.5254,-0.0903,1.19,0
147.7,-0.93,-0.1663,-0.41,1.03,0
147.8,-0.6236,-0.0925,-0.3875,0.74,0
147.9,-0.7987,-0.0442,-0.4783,0.93,0
148,-1.1356,-0.2144,-0.9562,1.5,0
148.1,-0.9388,-0.1687,-0.0369,0.95,0
148.2,-1.0006,-0.4219,-0.6678,1.27,0
148.3,-0.6129,0.0547,-0.062,0.62,0
148.4,-0.7608,-0.0208,-0.4681,0.89,0
148.5,-1.1774,0.0982,-0.4517,1.26,0
148.6,-1.2347,-0.1004,-0.365,1.29,0
148.7,-1.2211,-0.1865,-0.198,1.25,0
148.8,-0.66,-0.1602,-0.323,0.75,0
148.9,-0.5901,-0.1931,-0.3523,0.71,0
149,-0.9049,0.0032,-0.5469,1.06,0
149.1,-1.4484,-0.1743,-0.8941,1.71,0
149.2,-0.9942,-0.2574,0.0425,1.03,0
149.3,-0.783,-0.0862,-0.4883,0.93,0
149.4,-0.6185,-0.0325,-0.1111,0.63,0
149.5,-0.8451,-0.0613,-0.5257,1,0
149.6,-1.1639,0.1577,-0.4979,1.28,0
149.7,-1.1681,-0.0801,-0.3286,1.22,0
149.8,-1.1808,-0.2593,-0.2815,1.24,0
149.9,-0.5901,-0.2,-0.2366,0.67,0
150,-0.6292,-0.1856,-0.3557,0.75,0
150.1,-0.8431,-0.0376,-0.6671,1.08,0
150.2,-1.2626,0.0291,-1.1368,1.7,0
150.3,-0.9815,0.0112,-0.0122,0.98,0
150.4,-1.0155,-0.3594,-0.6722,1.27,0
150.5,-0.6204,0.0122,-0.0872,0.63,0
150.6,-0.65,-0.0464,-0.3453,0.74,0
150.7,-1.1085,0.0281,-0.4722,1.21,0
150.8,-1.3864,-0.032,-0.6104,1.52,0
150.9,-0.9488,-0.4561,-0.0852,1.06,0
151,-0.8385,-0.0911,-0.3308,0.91,0
151.1,-0.6124,-0.1231,-0.3098,0.7,0
151.2,-0.7725,-0.0938,-0.4944,0.92,0
151.3,-1.0782,-0.4605,-0.7591,1.4,0
151.4,-1.035,-0.6024,-0.27,1.23,0
151.5,-1.2384,-0.4532,-0.3091,1.35,0
151.6,-0.648,0.1387,-0.3015,0.73,0
151.7,-0.6617,-0.1321,-0.1436,0.69,0
151.8,-1.0196,-0.0535,-0.6248,1.2,0
151.9,-1.2206,0.0005,-0.8497,1.49,0
152,-0.9459,-0.2315,0.1238,0.98,0
152.1,-1.1537,-0.1958,-0.2913,1.21,0
152.2,-0.5718,-0.1712,-0.2249,0.64,0
152.3,-0.7113,-0.1116,-0.3443,0.8,0
152.4,-0.993,0.0769,-0.6038,1.16,0
152.5,-1.2045,-0.1651,-0.8048,1.46,0
152.6,-1.1508,0.0938,-0.1668,1.17,0
152.7,-1.0729,-0.1846,-0.5347,1.21,0
152.8,-0.5406,0.0264,-0.0149,0.54,0
152.9,-0.846,0.075,-0.4988,0.98,0
153,-1.1092,0.242,-0.3914,1.2,0
153.1,-1.4245,0.063,-0.5362,1.52,0
153.2,-1.004,-0.3792,-0.1485,1.08,0
153.3,-0.8121,-0.0523,-0.3504,0.89,0
153.4,-0.722,-0.0278,-0.2976,0.78,0
153.5,-0.7882,-0.0808,-0.5442,0.96,0
153.6,-1.0685,-0.1941,-0.7428,1.32,0
153.7,-1.1676,-0.3855,-0.4263,1.3,0
153.8,-1.1329,-0.2671,0.0405,1.16,0
153.9,-0.6578,0.0085,-0.5279,0.84,0
154,-0.7252,-0.0386,-0.2342,0.76,0
154.1,-0.9347,0.0625,-0.5665,1.09,0
154.2,-1.1073,0.3047,-0.5938,1.29,0
154.3,-0.9925,-0.2215,-0.1343,1.03,0
154.4,-1.2846,0.0515,-0.1966,1.3,0
154.5,-0.5796,-0.2222,-0.2268,0.66,0
154.6,-0.6339,-0.1843,-0.3008,0.73,0
154.7,-1.0377,-0.0618,-0.5899,1.2,0
154.8,-1.3429,0.0894,-0.7462,1.54,0
154.9,-1.0387,0.095,-0.1365,1.05,0
155,-0.7891,-0.2964,-0.6439,1.06,0
155.1,-0.6424,0.0593,-0.0352,0.65,0
155.2,-0.8114,-0.0054,-0.5894,1,0
155.3,-1.2152,0.1714,-0.4349,1.3,0
155.4,-1.2533,0.0439,-0.3323,1.3,0
155.5,-1.1578,-0.2942,-0.0796,1.2,0
155.6,-0.67,-0.1421,-0.2669,0.74,0
155.7,-0.648,-0.1682,-0.5027,0.84,0
155.8,-0.8414,-0.0757,-0.5853,1.03,0
155.9,-1.2535,-0.0063,-1.1302,1.69,0
156,-1.0389,-0.0239,-0.0156,1.04,0
156.1,-0.9513,-0.2574,-0.6077,1.16,0
156.2,-0.586,0.0518,-0.0855,0.59,0
156.3,-0.8353,-0.0349,-0.4783,0.96,0
156.4,-1.1989,0.0737,-0.4212,1.27,0
156.5,-1.6069,0.1104,-0.2041,1.62,0
156.6,-1.2137,-0.3426,-0.1643,1.27,0
156.7,-0.5933,-0.1384,-0.2195,0.65,0
156.8,-0.6273,-0.1734,-0.3934,0.76,0
156.9,-0.7713,-0.1077,-0.4766,0.91,0
157,-1.3151,-0.1834,-0.9232,1.62,0
157.1,-0.9112,-0.0615,-0.0562,0.92,0
157.2,-0.9999,-0.2683,-0.4817,1.14,0
157.3,-0.6815,0.0884,-0.124,0.7,0
157.4,-0.6744,-0.0767,-0.3301,0.75,0
157.5,-1.0763,-0.0337,-0.4209,1.16,0
157.6,-1.557,0.031,-0.4659,1.63,0
157.7,-0.8097,-0.4385,0.0042,0.92,0
157.8,-0.7865,-0.0796,-0.2696,0.84,0
157.9,-0.6578,-0.1817,-0.3467,0.77,0
158,-0.7567,-0.135,-0.3714,0.85,0
158.1,-0.9723,-0.3833,-0.5467,1.18,0
158.2,-1.1429,-0.5186,-0.3286,1.3,0
158.3,-1.1725,-0.3504,-0.0396,1.22,0
158.4,-0.6932,-0.0466,-0.4708,0.84,0
158.5,-0.5894,-0.0774,-0.0864,0.6,0
158.6,-0.8873,0.0171,-0.5694,1.05,0
158.7,-1.11,0.2769,-0.4053,1.21,0
158.8,-0.9342,-0.3096,-0.397,1.06,0
158.9,-1.1705,-0.335,-0.2429,1.24,0
159,-0.5555,-0.2471,-0.3116,0.68,0
159.1,-0.6219,-0.2073,-0.4085,0.77,0
159.2,-0.9012,-0.0051,-0.5291,1.05,0
159.3,-1.4401,-0.2278,-0.8841,1.71,0
159.4,-1.0621,-0.2913,0.1243,1.11,0
159.5,-0.8197,-0.0828,-0.5941,1.02,0
159.6,-0.6082,-0.0044,-0.0891,0.61,0
159.7,-0.7984,-0.0601,-0.5015,0.94,0
159.8,-1.1505,0.1504,-0.354,1.21,0
159.9,-1.3602,0.0449,-0.2871,1.39,0
160,-1.1891,-0.4654,-0.1199,1.28,0
160.1,-0.6414,-0.134,-0.2327,0.7,0
160.2,-0.6378,-0.1675,-0.4429,0.79,0
160.3,-0.8724,-0.0635,-0.6234,1.07,0
160.4,-1.1986,0.113,-1.0753,1.61,0
160.5,-1.1046,0.0188,0.082,1.11,0
160.6,-0.9381,-0.3914,-0.6143,1.19,0
160.7,-0.6192,0.0696,-0.0486,0.62,0
160.8,-0.8277,-0.0574,-0.4764,0.96,0
160.9,-1.1254,0.1223,-0.4395,1.21,0
161,-1.4318,-0.073,-0.4603,1.51,0
161.1,-1.1674,-0.4825,-0.0769,1.27,0
161.2,-0.7696,-0.0801,-0.252,0.81,0
161.3,-0.6749,-0.1372,-0.375,0.78,0
161.4,-0.8255,-0.0837,-0.5826,1.01,0
161.5,-1.1051,-0.0432,-1.1051,1.56,0
161.6,-1.0738,-0.0083,0.0439,1.07,0
161.7,-0.9205,-0.27,-0.6053,1.13,0
161.8,-0.5652,0.0278,-0.052,0.57,0
161.9,-0.8189,-0.0415,-0.4622,0.94,0
162,-1.0882,0.0867,-0.4495,1.18,0
162.1,-1.4906,-0.0276,-0.4034,1.54,0
162.2,-1.2819,-0.4317,-0.0408,1.35,0
162.3,-0.7132,-0.1106,-0.2451,0.76,0
162.4,-0.5992,-0.1531,-0.3094,0.69,0
162.5,-0.8197,-0.0464,-0.6373,1.04,0
162.6,-1.0558,0.0034,-1.1356,1.55,0
162.7,-1.036,-0.168,-0.0256,1.05,0
162.8,-0.9554,-0.315,-0.5997,1.17,0
162.9,-0.5753,0.0295,-0.0989,0.58,0
163,-0.8035,-0.0208,-0.4024,0.9,0
163.1,-1.0973,0.0515,-0.419,1.18,0
163.2,-1.4279,-0.054,-0.5491,1.53,0
163.3,-1.0904,-0.3858,-0.0144,1.16,0
163.4,-0.8612,-0.0164,-0.303,0.91,0
163.5,-0.6903,-0.1182,-0.3428,0.78,0
163.6,-0.8238,-0.0635,-0.5176,0.98,0
163.7,-1.0697,-0.3557,-0.7923,1.38,0
163.8,-0.9681,-0.3301,-0.2881,1.06,0
163.9,-1.0948,-0.3724,-0.3555,1.21,0
164,-0.649,0.1309,-0.2376,0.7,0
164.1,-0.7132,-0.0908,-0.3189,0.79,0
164.2,-0.9903,-0.0513,-0.5193,1.12,0
164.3,-0.9796,0.0337,-0.8443,1.29,0
164.4,-0.9544,-0.5301,-0.0273,1.09,0
164.5,-1.1703,-0.2097,-0.4266,1.26,0
164.6,-0.5501,-0.1299,-0.2696,0.63,0
164.7,-0.7171,-0.1118,-0.3934,0.83,0
164.8,-0.9547,-0.387,-0.5418,1.16,0
164.9,-1.1459,-0.5186,-0.2901,1.29,0
165,-1.1715,-0.6053,-0.3777,1.37,0
165.1,-0.6592,-0.0523,-0.1633,0.68,0
165.2,-0.6878,-0.0415,-0.2056,0.72,0
165.3,-0.9828,-0.0613,-0.6785,1.2,0
165.4,-1.2714,-0.0093,-0.8956,1.56,0
165.5,-0.8321,-0.4947,-0.0884,0.97,0
165.6,-1.0392,-0.0232,-0.4197,1.12,0
165.7,-0.5735,-0.2241,-0.3277,0.7,0
165.8,-0.7042,-0.1397,-0.3638,0.8,0
165.9,-0.9815,-0.1504,-0.4644,1.1,0
166,-1.2174,-0.3494,-0.4361,1.34,0
166.1,-1.2819,-0.3548,-0.2268,1.35,0
166.2,-0.6761,-0.0466,-0.3011,0.74,0
166.3,-0.6646,-0.0254,-0.1043,0.67,0
166.4,-0.9154,-0.0742,-0.5689,1.08,0
166.5,-1.2094,0.1365,-0.7396,1.42,0
166.6,-0.849,-0.3648,-0.043,0.93,0
166.7,-1.1471,-0.1006,-0.2215,1.17,0
166.8,-0.5672,-0.2837,-0.3125,0.71,0
166.9,-0.6409,-0.1988,-0.4168,0.79,0
167,-1.0397,-0.0505,-0.5167,1.16,0
167.1,-1.267,-0.158,-0.7386,1.48,0
167.2,-0.9154,-0.0908,-0.0637,0.92,0
167.3,-0.8482,-0.2317,-0.4759,1,0
167.4,-0.6903,0.041,-0.1182,0.7,0
167.5,-0.7913,-0.075,-0.5157,0.95,0
167.6,-1.1398,0.0625,-0.3914,1.21,0
167.7,-1.4682,0.0142,-0.4593,1.54,0
167.8,-0.9498,-0.3599,-0.0176,1.02,0
167.9,-0.8028,-0.1192,-0.26,0.85,0
168,-0.6688,-0.1592,-0.4546,0.82,0
168.1,-0.8114,-0.063,-0.5167,0.96,0
168.2,-1.1713,-0.1072,-1.0619,1.58,0
168.3,-0.9029,-0.2515,-0.0816,0.94,0
168.4,-1.0167,-0.4822,-0.5574,1.26,0
168.5,-0.6016,0.1221,-0.1348,0.63,0
168.6,-0.7659,-0.0569,-0.365,0.85,0
168.7,-1.1273,0.0532,-0.4688,1.22,0
168.8,-1.3099,-0.0947,-0.5804,1.44,0
168.9,-1.014,-0.3746,0.0569,1.08,0
169,-0.8206,-0.1966,-0.2989,0.9,0
169.1,-0.6468,-0.1487,-0.3579,0.75,0
169.2,-0.7633,-0.1516,-0.6148,0.99,0
169.3,-1.0785,-0.2715,-0.8917,1.43,0
169.4,-0.9024,-0.5865,-0.106,1.08,0
169.5,-0.9901,-0.4351,-0.4588,1.17,0
169.6,-0.7318,0.0798,-0.106,0.74,0
169.7,-0.7713,-0.0698,-0.3533,0.85,0
169.8,-1.0221,-0.0278,-0.5303,1.15,0
169.9,-1.5002,-0.0945,-0.6202,1.63,0
170,-1.0487,-0.4446,-0.0396,1.14,0
170.1,-0.8541,-0.0894,-0.292,0.91,0
170.2,-0.6199,-0.1262,-0.2959,0.7,0
170.3,-0.7789,-0.0669,-0.4026,0.88,0
170.4,-1.0333,-0.4556,-0.899,1.44,0
170.5,-0.9706,-0.5062,-0.251,1.12,0
170.6,-1.1591,-0.4742,-0.326,1.29,0
170.7,-0.6353,0.031,-0.2215,0.67,0
170.8,-0.753,-0.0151,-0.2349,0.79,0
170.9,-0.9166,-0.0864,-0.6422,1.12,0
171,-1.182,0.0984,-0.7376,1.4,0
171.1,-0.8507,-0.6014,-0.0737,1.04,0
171.2,-0.9886,-0.0029,-0.4817,1.1,0
171.3,-0.6202,-0.2107,-0.3599,0.75,0
171.4,-0.7032,-0.1025,-0.4231,0.83,0
171.5,-0.9916,-0.5679,-0.6285,1.3,0
171.6,-1.0096,-0.5213,-0.2842,1.17,0
171.7,-1.2147,-0.4668,-0.3369,1.34,0
171.8,-0.6209,-0.0232,-0.2364,0.66,0
171.9,-0.6546,-0.0774,-0.2525,0.71,0
172,-0.9835,-0.0706,-0.6456,1.18,0
172.1,-1.1798,0.0706,-0.7721,1.41,0
172.2,-0.8556,-0.5396,-0.0337,1.01,0
172.3,-0.9584,-0.0581,-0.3697,1.03,0
172.4,-0.6075,-0.2361,-0.3477,0.74,0
172.5,-0.7164,-0.1892,-0.3348,0.81,0
172.6,-0.9288,-0.2461,-0.6439,1.16,0
172.7,-1.1036,-0.3716,-0.6011,1.31,0
172.8,-1.0079,-0.2608,0.0044,1.04,0
172.9,-0.7738,-0.116,-0.5455,0.95,0
173,-0.6373,-0.0364,-0.1143,0.65,0
173.1,-0.8961,-0.0215,-0.5228,1.04,0
173.2,-1.1571,0.0911,-0.4639,1.25,0
173.3,-1.3939,-0.0754,-0.4666,1.47,0
173.4,-1.2741,-0.4681,0.0693,1.36,0
173.5,-0.731,-0.155,-0.2173,0.78,0
173.6,-0.6578,-0.0671,-0.3047,0.73,0
173.7,-0.8287,-0.0225,-0.5276,0.98,0
173.8,-1.0851,-0.2039,-1.0633,1.53,0
173.9,-0.9767,-0.2586,-0.1167,1.02,0
174,-1.2355,-0.3977,-0.4078,1.36,0
174.1,-0.6756,0.0325,-0.2395,0.72,0
174.2,-0.7159,-0.0947,-0.3294,0.79,0
174.3,-1.0043,-0.0254,-0.6202,1.18,0
174.4,-1.2504,0.0259,-0.7625,1.46,0
174.5,-0.827,-0.4036,-0.0547,0.92,0
174.6,-1.086,0.0952,-0.5242,1.21,0
174.7,-0.5525,-0.2527,-0.272,0.67,0
174.8,-0.6971,-0.124,-0.3103,0.77,0
174.9,-0.9142,-0.3948,-0.5709,1.15,0
175,-1.2792,-0.3736,-0.4654,1.41,0
175.1,-1.141,-0.4979,-0.104,1.25,0
175.2,-0.5884,0.0037,-0.3738,0.7,0
175.3,-0.6878,-0.1121,-0.1675,0.72,0
175.4,-0.7208,-0.0606,-0.4898,0.87,0
175.5,-1.5072,0.1961,-0.5225,1.61,0
175.6,-0.9027,-0.4429,-0.1052,1.01,0
175.7,-1.0394,0.0005,-0.27,1.07,0
175.8,-0.5875,-0.2322,-0.3018,0.7,0
175.9,-0.6937,-0.1575,-0.4197,0.83,0
176,-0.9742,-0.0671,-0.4971,1.1,0
176.1,-1.0692,-0.4139,-0.5001,1.25,0
176.2,-1.139,-0.4065,-0.2073,1.23,0
176.3,-0.7689,-0.0337,-0.3755,0.86,0
176.4,-0.6561,-0.0623,-0.1795,0.68,0
176.5,-0.8568,-0.0498,-0.6361,1.07,0
176.6,-1.0375,0.2112,-0.6531,1.24,0
176.7,-0.8507,-0.2647,-0.4019,0.98,0
176.8,-1.2318,-0.0459,-0.3609,1.28,0
176.9,-0.6246,-0.2608,-0.3318,0.75,0
177,-0.5855,-0.1624,-0.2908,0.67,0
177.1,-1.079,-0.0571,-0.6329,1.25,0
177.2,-1.275,-0.2349,-0.721,1.48,0
177.3,-1.0694,-0.0781,0.031,1.07,0
177.4,-0.8267,-0.1025,-0.513,0.98,0
177.5,-0.6358,-0.0259,-0.1006,0.64,0
177.6,-0.8729,-0.0845,-0.5005,1.01,0
177.7,-1.1009,0.1365,-0.3982,1.18,0
177.8,-1.161,-0.0779,-0.4466,1.25,0
177.9,-1.1437,-0.5225,-0.063,1.26,0
178,-0.6583,-0.1846,-0.3404,0.76,0
178.1,-0.6446,-0.1184,-0.3821,0.76,0
178.2,-0.9544,0.0261,-0.6202,1.14,0
178.3,-1.1295,0.0918,-1.0777,1.56,0
178.4,-1.0182,-0.1565,0.0969,1.03,0
178.5,-0.9601,-0.3096,-0.4688,1.11,0
178.6,-0.6246,0.0146,-0.085,0.63,0
178.7,-0.8558,-0.0737,-0.4454,0.97,0
178.8,-1.0934,0.1504,-0.4124,1.18,0
178.9,-1.2794,-0.0391,-0.3311,1.32,0
179,-1.3065,-0.3811,-0.0654,1.36,0
179.1,-0.5809,-0.2039,-0.2771,0.68,0
179.2,-0.6243,-0.113,-0.3597,0.73,0
179.3,-0.8448,-0.1358,-0.7442,1.13,0
179.4,-0.9935,0.1133,-1.0663,1.46,0
179.5,-1.0199,-0.3223,0.0781,1.07,0
179.6,-1.0531,-0.1958,-0.6441,1.25,0
179.7,-0.6094,-0.0415,-0.1314,0.62,0
179.8,-0.9139,0.0171,-0.5367,1.06,0
179.9,-1.0362,0.1052,-0.4742,1.14,0
180,-1.4083,-0.0837,-0.4754,1.49,0
180.1,-1.213,-0.3201,-0.1162,1.26,0
180.2,-0.6439,-0.1807,-0.2749,0.72,0
180.3,-0.6285,-0.1189,-0.418,0.76,0
180.4,-0.7554,-0.0835,-0.6409,0.99,0
180.5,-1.2472,-0.1253,-1.0604,1.64,0
180.6,-0.9632,-0.1304,-0.022,0.97,0
180.7,-0.9298,-0.2381,-0.5626,1.11,0
180.8,-0.6253,0.0193,-0.0967,0.63,0
180.9,-0.8282,-0.0469,-0.4666,0.95,0
181,-1.0934,-0.0186,-0.4417,1.18,0
181.1,-1.4264,-0.0144,-0.532,1.52,0
181.2,-0.982,-0.5665,-0.0596,1.14,0
181.3,-0.8282,-0.0332,-0.3631,0.9,0
181.4,-0.6717,-0.1375,-0.3518,0.77,0
181.5,-0.7847,-0.0779,-0.5235,0.95,0
181.6,-1.0629,-0.3037,-0.8922,1.42,0
181.7,-0.8057,-0.3003,-0.1065,0.87,0
181.8,-1.1307,-0.3955,-0.3829,1.26,0
181.9,-0.7296,0.0439,-0.1514,0.75,0
182,-0.7191,-0.0083,-0.3094,0.78,0
182.1,-1.0191,-0.0769,-0.4932,1.13,0
182.2,-1.2687,-0.1301,-0.6739,1.44,0
182.3,-0.8297,-0.5418,0.0303,0.99,0
182.4,-1.0326,-0.135,-0.4644,1.14,0
182.5,-0.6068,-0.2092,-0.3621,0.74,0
182.6,-0.7022,-0.187,-0.4019,0.83,0
182.7,-0.9667,-0.252,-0.5125,1.12,0
182.8,-1.151,-0.4808,-0.451,1.33,0
182.9,-1.058,-0.4014,-0.0701,1.13,0
183,-0.7884,-0.0715,-0.4883,0.93,0
183.1,-0.6632,-0.0908,-0.1299,0.68,0
183.2,-0.8661,-0.0454,-0.6368,1.08,0
183.3,-1.1488,0.1907,-0.5762,1.3,0
183.4,-1.1779,-0.0127,-0.3372,1.23,0
183.5,-1.2374,-0.3362,-0.3076,1.32,0
183.6,-0.5511,-0.2661,-0.2351,0.66,0
183.7,-0.6944,-0.1616,-0.3577,0.8,0
183.8,-0.7782,-0.1467,-0.6329,1.01,0
183.9,-1.1822,-0.0366,-1.1166,1.63,0
184,-0.837,-0.156,-0.0559,0.85,0
184.1,-1.128,-0.2681,-0.5289,1.27,0
184.2,-0.6798,0.0115,-0.156,0.7,0
184.3,-0.7855,-0.0054,-0.3877,0.88,0
184.4,-1.0221,-0.074,-0.47,1.13,0
184.5,-1.4252,-0.1614,-0.5984,1.55,0
184.6,-1.0033,-0.5145,-0.1035,1.13,0
184.7,-0.8089,-0.0454,-0.3194,0.87,0
184.8,-0.6187,-0.147,-0.3352,0.72,0
184.9,-0.8057,-0.0701,-0.546,0.98,0
185,-1.0467,-0.2774,-1.0196,1.49,0
185.1,-0.9073,-0.3206,-0.2488,0.99,0
185.2,-1.1444,-0.4141,-0.2512,1.24,0
185.3,-0.6314,0.1565,-0.2871,0.71,0
185.4,-0.7347,-0.0923,-0.3494,0.82,0
185.5,-1.0213,-0.114,-0.5709,1.18,0
185.6,-1.2872,-0.0378,-0.6915,1.46,0
185.7,-0.8199,-0.5809,-0.0232,1.01,0
185.8,-0.9999,0.0356,-0.4957,1.12,0
185.9,-0.5726,-0.2202,-0.3326,0.7,0
186,-0.7154,-0.1489,-0.3938,0.83,0
186.1,-1.0206,-0.5689,-0.7855,1.41,0
186.2,-1.0096,-0.2888,-0.4974,1.16,0
186.3,-1.0218,-0.459,-0.2136,1.14,0
186.4,-0.6529,0.0525,-0.3025,0.72,0
186.5,-0.7513,-0.1091,-0.2469,0.8,0
186.6,-0.9334,-0.0154,-0.6104,1.12,0
186.7,-1.2296,0.0154,-0.6685,1.4,0
186.8,-0.9186,-0.4634,-0.1165,1.04,0
186.9,-1.0228,0.0413,-0.439,1.11,0
187,-0.5784,-0.2766,-0.2993,0.71,0
187.1,-0.6514,-0.1936,-0.3025,0.74,0
187.2,-0.9852,-0.1533,-0.5416,1.13,0
187.3,-1.2404,-0.2241,-0.6712,1.43,0
187.4,-1.142,-0.2637,-0.0579,1.17,0
187.5,-0.7987,0.0129,-0.4522,0.92,0
187.6,-0.6495,-0.1677,-0.1404,0.69,0
187.7,-0.8512,0.0061,-0.525,1,0
187.8,-1.1217,0.0989,-0.3509,1.18,0
187.9,-1.3224,0.0317,-0.1646,1.33,0
188,-1.2145,-0.2515,-0.0061,1.24,0
188.1,-0.669,-0.1707,-0.2847,0.75,0
188.2,-0.6361,-0.1563,-0.2727,0.71,0
188.3,-0.8914,0.0251,-0.5738,1.06,0
188.4,-1.2997,0.1614,-0.9564,1.62,0
188.5,-1.1464,-0.1294,0.0491,1.15,0
188.6,-1.0069,-0.3059,-0.6578,1.24,0
188.7,-0.6273,0.0618,-0.0518,0.63,0
188.8,-0.7967,0.011,-0.504,0.94,0
188.9,-1.1168,0.1206,-0.4197,1.2,0
189,-1.3412,-0.0042,-0.1734,1.35,0
189.1,-1.2587,-0.3523,-0.1099,1.31,0
189.2,-0.5318,-0.2185,-0.3279,0.66,0
189.3,-0.5901,-0.1304,-0.2771,0.66,0
189.4,-0.9195,-0.0547,-0.5958,1.1,0
189.5,-1.3483,0.0593,-1.1254,1.76,0
189.6,-0.9547,-0.3169,-0.0562,1.01,0
189.7,-0.9342,-0.2412,-0.6549,1.17,0
189.8,-0.5547,-0.0718,0.001,0.56,0
189.9,-0.8365,0.0208,-0.5232,0.99,0
190,-1.0782,-0.0918,-0.5435,1.21,0
190.1,-1.351,-0.0559,-0.6307,1.49,0
190.2,-0.9054,-0.5069,-0.0303,1.04,0
190.3,-0.7791,0.0078,-0.1853,0.8,0
190.4,-0.679,-0.1047,-0.4424,0.82,0
190.5,-0.7635,-0.1482,-0.4881,0.92,0
190.6,-1.0856,-0.3536,-1.0233,1.53,0
190.7,-0.9586,-0.4004,-0.1277,1.05,0
190.8,-1.2846,-0.4253,-0.5103,1.45,0
190.9,-0.5858,0.0969,-0.2014,0.63,0
191,-0.7296,-0.2119,-0.2224,0.79,0
191.1,-1.0516,-0.0464,-0.5794,1.2,0
191.2,-1.4572,-0.2119,-0.5665,1.58,0
191.3,-0.9344,-0.5843,0.1011,1.11,0
191.4,-0.9298,0.0083,-0.2381,0.96,0
191.5,-0.6556,-0.1782,-0.3482,0.76,0
191.6,-0.6737,-0.1785,-0.3543,0.78,0
191.7,-1.066,-0.3355,-0.6561,1.3,0
191.8,-1.1102,-0.5198,-0.3116,1.26,0
191.9,-1.0682,-0.6417,-0.189,1.26,0
192,-0.7215,0.0042,-0.3677,0.81,0
192.1,-0.628,-0.1697,-0.1292,0.66,0
192.2,-0.9215,-0.0813,-0.5945,1.1,0
192.3,-1.2477,0.0525,-0.7489,1.46,0
192.4,-1.0116,-0.2112,-0.0154,1.03,0
192.5,-1.1393,-0.3389,-0.3995,1.25,0
192.6,-0.5296,-0.134,-0.2134,0.59,0
192.7,-0.6475,-0.2298,-0.4615,0.83,0
192.8,-0.8736,-0.0921,-0.6578,1.1,0
192.9,-1.1263,-0.0125,-1.1288,1.59,0
193,-0.879,-0.0935,-0.0037,0.88,0
193.1,-0.9942,-0.2827,-0.5533,1.17,0
193.2,-0.6475,0.0886,-0.1582,0.67,0
193.3,-0.8028,-0.1201,-0.4815,0.94,0
193.4,-1.0536,0.0535,-0.335,1.11,0
193.5,-1.5011,0.022,-0.3369,1.54,0
193.6,-1.1561,-0.5367,-0.1257,1.28,0
193.7,-0.6436,-0.1182,-0.2176,0.69,0
193.8,-0.6693,-0.0691,-0.4905,0.83,0
193.9,-0.8619,-0.0764,-0.6507,1.08,0
194,-1.2531,-0.1077,-0.9928,1.6,0
194.1,-1.118,-0.0393,0.0347,1.12,0
194.2,-0.8441,-0.2227,-0.6566,1.09,0
194.3,-0.5877,0.1077,-0.0276,0.6,0
194.4,-0.8248,-0.1216,-0.4759,0.96,0
194.5,-1.1771,0.1887,-0.346,1.24,0
194.6,-1.3175,0.0039,-0.2342,1.34,0
194.7,-1.255,-0.387,-0.1651,1.32,0
194.8,-0.6075,-0.134,-0.2088,0.66,0
194.9,-0.6505,-0.1536,-0.4378,0.8,0
195,-1.0091,-0.0205,-0.6661,1.21,0
195.1,-1.34,-0.0908,-0.9496,1.64,0
195.2,-1.0968,-0.0354,0.02,1.1,0
195.3,-0.9093,-0.1221,-0.5967,1.09,0
195.4,-0.5919,0.0486,-0.0598,0.6,0
195.5,-0.8336,-0.0732,-0.5838,1.02,0
195.6,-1.0943,0.1931,-0.4048,1.18,0
195.7,-1.3002,-0.0503,-0.2808,1.33,0
195.8,-1.1659,-0.3213,-0.2224,1.23,0
195.9,-0.5823,-0.166,-0.2996,0.68,0
196,-0.5984,-0.1724,-0.3746,0.73,0
196.1,-0.856,-0.0562,-0.6956,1.1,0
196.2,-1.264,0.033,-0.9808,1.6,0
196.3,-1.1544,-0.0581,0.0178,1.16,0
196.4,-0.962,-0.2561,-0.5579,1.14,0
196.5,-0.5149,0.0552,-0.1211,0.53,0
196.6,-0.8822,-0.0098,-0.5357,1.03,0
196.7,-1.3109,0.2036,-0.5086,1.42,0
196.8,-1.1642,-0.0366,-0.4163,1.24,0
196.9,-1.1151,-0.3628,-0.1795,1.19,0
197,-0.5931,-0.2366,-0.2901,0.7,0
197.1,-0.6124,-0.1856,-0.396,0.75,0
197.2,-0.8075,-0.1045,-0.6297,1.03,0
197.3,-1.2101,0.032,-1.205,1.71,0
197.4,-0.8624,-0.2219,0.1111,0.9,0
197.5,-1.1141,-0.3284,-0.7315,1.37,0
197.6,-0.5943,0.0747,-0.0874,0.61,0
197.7,-0.7657,-0.0642,-0.3511,0.84,0
197.8,-0.9903,-0.1409,-0.6072,1.17,0
