time,gFx,gFy,gFz,TgF,is_fall
1.7,0.0251,0.961,0.4192,1.05,0
1.8,0.0999,1.004,0.4795,1.12,0
1.9,-0.0816,0.9881,0.4742,1.1,0
2,-0.073,0.9356,0.3428,1,0
2.1,0.1531,0.9757,0.3042,1.03,0
2.2,0.1199,0.8851,0.4395,1,0
2.3,0.2229,0.878,0.3775,0.98,0
2.4,0.2874,0.9161,0.2915,1,0
2.5,0.2486,0.9081,0.2547,0.98,0
2.6,0.2559,0.9068,0.2915,0.99,0
2.7,0.3206,0.9286,0.2903,1.02,0
2.8,0.3279,0.9159,0.2317,1,0
2.9,0.4075,0.9032,0.2139,1.01,0
3,0.3853,0.8936,0.2141,1,0
3.1,0.4104,0.9122,0.1941,1.02,0
3.2,0.4236,0.9259,0.2044,1.04,0
3.3,0.3887,0.9225,0.1848,1.02,0
3.4,0.3504,0.9019,0.177,0.98,0
3.5,0.2979,0.9129,0.219,0.98,0
3.6,0.2986,0.9342,0.2193,1,0
3.7,0.3936,0.9449,0.21,1.04,0
3.8,0.3662,0.9312,0.2234,1.03,0
3.9,0.3738,0.9293,0.1944,1.02,0
4,0.3975,0.9156,0.178,1.01,0
4.1,0.4019,0.9012,0.1741,1,0
4.2,0.4097,0.9029,0.1287,1,0
4.3,0.4058,0.9212,0.1668,1.02,0
4.4,0.3897,0.9259,0.1768,1.02,0
4.5,0.3645,0.9193,0.1565,1,0
4.6,0.375,0.9254,0.1729,1.01,0
4.7,0.3814,0.9298,0.1939,1.02,0
4.8,0.3892,0.9239,0.1814,1.02,0
4.9,0.3816,0.9017,0.1607,0.99,0
5,0.4019,0.9144,0.1565,1.01,0
5.1,0.4065,0.9247,0.1826,1.03,0
5.2,0.3912,0.9222,0.1936,1.02,0
5.3,0.3843,0.9203,0.1597,1.01,0
5.4,0.3997,0.9225,0.1819,1.02,0
5.5,0.4012,0.909,0.1734,1.01,0
5.6,0.3934,0.9171,0.1734,1.01,0
5.7,0.3841,0.9227,0.1565,1.01,0
5.8,0.3863,0.9344,0.187,1.03,0
5.9,0.368,0.9291,0.1748,1.01,0
6,0.3753,0.9217,0.1797,1.01,0
6.1,0.3902,0.9073,0.1626,1,0
6.2,0.3985,0.9081,0.1485,1,0
6.3,0.4117,0.9371,0.1961,1.04,0
6.4,0.3746,0.9249,0.1665,1.01,0
6.5,0.3999,0.9173,0.1511,1.01,0
6.6,0.3975,0.9325,0.1856,1.03,0
6.7,0.3926,0.919,0.1604,1.01,0
6.8,0.4036,0.9161,0.1629,1.01,0
6.9,0.3829,0.9259,0.1404,1.01,0
7,0.42,0.8883,0.136,0.99,0
7.1,0.4324,0.8958,0.1267,1,0
7.2,0.4776,0.8988,0.1067,1.02,0
7.3,0.4837,0.8932,0.0989,1.02,0
7.4,0.4427,0.9217,0.1546,1.03,0
7.5,0.4043,0.9403,0.1985,1.04,0
7.6,0.4549,0.9159,0.0852,1.03,0
7.7,0.4358,0.8929,0.0137,0.99,0
7.8,0.4478,0.8988,0.0335,1,0
7.9,0.4373,0.9298,0.0642,1.03,0
8,0.4395,0.921,0.1057,1.03,0
8.1,0.4412,0.8746,0.0745,0.98,0
8.2,0.4527,0.8949,0.1052,1.01,0
8.3,0.4834,0.9061,0.0994,1.03,0
8.4,0.48,0.8685,0.0586,0.99,0
8.5,0.4439,0.8736,0.0591,0.98,0
8.6,0.4583,0.8973,0.0757,1.01,0
8.7,0.3999,0.9056,0.0857,0.99,0
8.8,0.4124,0.9007,0.1109,1,0
8.9,0.4417,0.8939,0.1109,1,0
9,0.4415,0.9159,0.1248,1.02,0
9.1,0.4273,0.901,0.1028,1,0
9.2,0.4026,0.8683,0.0659,0.96,0
9.3,0.3946,0.8138,0.0398,0.91,0
9.4,0.3369,0.6263,-0.1519,0.73,1
9.5,-0.0181,-0.009,0.012,0.02,1
9.6,-0.0193,-0.0125,0.0195,0.03,1
9.7,-0.023,-0.0237,0.0408,0.05,1
9.8,-0.0183,-0.0151,-0.0005,0.02,1
9.9,-0.2674,0.3687,2.5059,2.55,1
10,0.2928,0.3858,1.4899,1.57,1
10.1,0.1226,0.1743,1.1307,1.15,1
10.2,0.1643,0.1824,0.9762,1.01,1
10.3,0.1585,0.1829,0.9662,1,1
10.4,0.1633,0.1785,0.9855,1.01,1
10.5,0.1653,0.1753,0.9789,1.01,1
10.6,0.1665,0.177,0.9811,1.01,1
10.7,0.1663,0.1795,0.9786,1.01,1
10.8,0.1658,0.1763,0.9803,1.01,1
10.9,0.166,0.1802,0.9815,1.01,1
11,0.1665,0.1795,0.9781,1.01,1
11.1,0.1629,0.176,0.9855,1.01,1
11.2,0.1629,0.1819,0.9859,1.02,1
11.3,0.1716,0.176,0.9752,1.01,1
11.4,0.1692,0.1782,0.9691,1,1
11.5,0.1653,0.1716,1.024,1.05,1
11.6,0.0999,0.1653,0.9747,0.99,1
11.7,0.3382,0.1218,0.9569,1.02,0
11.8,0.2454,0.0952,0.9693,1,0
11.9,0.3611,0.094,1.0758,1.14,0
12,0.4041,-0.0425,0.8133,0.91,0
12.1,0.5506,0.0842,0.8241,0.99,0
12.2,0.5477,0.1475,1.1088,1.25,0
12.3,0.6348,0.0186,0.7584,0.99,0
12.4,0.5032,0.0571,0.9339,1.06,0
12.5,0.4849,0.1182,0.8573,0.99,0
12.6,0.5198,0.0552,0.9034,1.04,0
12.7,0.4859,0.0278,0.8753,1,0
12.8,0.5472,0.0129,0.9205,1.07,0
12.9,0.4908,0.0425,0.9027,1.03,0
13,0.4617,-0.0256,0.8697,0.99,0
13.1,0.6439,-0.0415,0.8968,1.1,0
13.2,0.7056,-0.0037,0.9701,1.2,0
13.3,0.5416,0.0647,0.9376,1.08,0
13.4,0.6788,0.1279,0.7857,1.05,0
13.5,0.8287,0.1123,0.6795,1.08,0
13.6,0.7501,0.1738,0.6827,1.03,0
13.7,0.8216,0.1445,0.6236,1.04,0
13.8,0.668,0.145,0.6888,0.97,0
13.9,0.7901,0.1992,0.5303,0.97,0
14,0.8861,0.2254,0.5303,1.06,0
14.1,0.8866,0.2324,0.5137,1.05,0
14.2,0.8368,0.2398,0.4788,0.99,0
14.3,0.8394,0.2049,0.377,0.94,0
14.4,0.8846,0.1633,0.3428,0.96,0
14.5,0.8922,0.1546,0.3118,0.96,0
14.6,0.9049,0.1902,0.2823,0.97,0
14.7,0.9527,0.1814,0.2703,1.01,0
14.8,0.9112,0.1758,0.2276,0.96,0
14.9,0.9776,0.148,0.2044,1.01,0
15,0.984,0.1052,0.1179,1,0
15.1,0.9315,0.0957,0.2171,0.96,0
15.2,0.9371,0.0906,0.138,0.95,0
15.3,0.9798,0.0794,0.1536,0.99,0
15.4,1.0069,0.0801,0.1597,1.02,0
15.5,1.0021,0.0835,0.198,1.02,0
15.6,0.954,0.0864,0.1411,0.97,0
15.7,0.9559,0.0833,0.1485,0.97,0
15.8,0.9742,0.0598,0.1873,0.99,0
15.9,1.0052,0.0352,0.1904,1.02,0
16,0.9659,0.0418,0.2132,0.99,0
16.1,0.9681,0.0637,0.1956,0.99,0
16.2,1.0043,0.0554,0.1831,1.02,0
16.3,0.9601,0.0535,0.1538,0.97,0
16.4,1.0045,0.0254,0.1668,1.02,0
16.5,0.9869,0.0386,0.1858,1,0
16.6,0.9708,0.0405,0.1768,0.99,0
16.7,0.9747,0.0352,0.1406,0.99,0
16.8,0.993,0.0366,0.1331,1,0
16.9,0.9874,0.03,0.1731,1,0
17,0.9691,0.022,0.1565,0.98,0
17.1,0.9918,0.019,0.1172,1,0
17.2,1.0074,0.0164,0.1716,1.02,0
17.3,1.0074,0.0139,0.1941,1.03,0
17.4,0.9928,0.0168,0.1372,1,0
17.5,0.9747,0.0276,0.1465,0.99,0
17.6,0.9894,0.0225,0.1543,1,0
17.7,0.9967,0.0044,0.1111,1,0
17.8,0.9945,0.01,0.1568,1.01,0
17.9,1.0067,0.0122,0.1455,1.02,0
18,1.0013,0.0083,0.1509,1.01,0
18.1,0.9879,0.0164,0.1428,1,0
18.2,0.975,0.0208,0.1563,0.99,0
18.3,0.995,0.0156,0.1602,1.01,0
18.4,0.9747,0.0132,0.1631,0.99,0
18.5,0.9901,0.0117,0.1621,1,0
18.6,0.975,0.0156,0.1482,0.99,0
18.7,0.9869,0.0107,0.1565,1,0
18.8,0.9913,-0.001,0.1616,1,0
18.9,0.982,-0.0044,0.1668,1,0
19,0.9886,-0.0066,0.1682,1,0
19.1,0.9938,-0.0068,0.189,1.01,0
19.2,0.9667,0.0005,0.1555,0.98,0
19.3,0.9933,-0.0122,0.1843,1.01,0
19.4,0.971,0.0027,0.1697,0.99,1
19.5,0.8355,0.053,0.1416,0.85,1
19.6,0.0901,0.1453,0.0322,0.17,1
19.7,-0.1306,-0.1531,0.0151,0.2,1
19.8,-0.105,-0.1875,0.0295,0.22,1
19.9,-6.7841,-7.9998,0.3133,10.49,1
20,-0.0547,-0.6859,0.002,0.69,1
20.1,-1.047,3.0762,0.0371,3.25,1
20.2,-0.1633,-0.5291,-0.0024,0.55,1
20.3,0.2078,-0.1402,-0.0161,0.25,1
20.4,-0.2674,0.094,0.041,0.29,1
20.5,-0.0608,-0.052,-0.1113,0.14,1
20.6,0.0374,0.1126,-0.6666,0.68,1
20.7,0.0786,0.0422,-1.1603,1.16,1
20.8,0.1006,0.0317,-1.0672,1.07,1
20.9,0.095,0.0906,-0.9725,0.98,1
21,0.0903,0.0571,-1.0104,1.02,1
21.1,0.0982,0.075,-0.9852,0.99,1
21.2,-0.0183,0.3037,-0.5989,0.67,1
21.3,0.0337,-0.0022,-1.086,1.09,1
21.4,0.0151,0.2444,-0.8338,0.87,1
21.5,0.3833,-0.4002,-1.3165,1.43,1
21.6,-0.0579,-0.1001,-0.9681,0.97,1
21.7,-0.4114,-0.0222,-1.0187,1.1,0
21.8,-0.6978,-0.03,-0.805,1.07,0
21.9,-0.9935,-0.1709,-0.5189,1.13,0
22,-1.2951,-0.0647,0.211,1.31,0
22.1,-1.1322,-0.0154,0.4383,1.21,0
22.2,-0.858,0.1458,0.5899,1.05,0
22.3,-0.723,0.2595,0.7547,1.08,0
22.4,-0.5196,0.4478,0.6124,0.92,0
22.5,-0.377,0.5945,0.5772,0.91,0
22.6,-0.2842,0.6534,0.6129,0.94,0
22.7,-0.2884,0.7755,0.6021,1.02,0
22.8,-0.1516,0.7979,0.556,0.98,0
22.9,-0.1858,0.8377,0.5511,1.02,0
23,-0.2559,0.8653,0.4717,1.02,0
23.1,-0.1875,0.8773,0.4842,1.02,0
23.2,-0.1602,0.8714,0.4727,1,0
23.3,-0.157,0.9178,0.4256,1.02,0
23.4,-0.1494,0.9105,0.3868,1,0
23.5,-0.126,0.9366,0.3028,0.99,0
23.6,-0.1362,0.9395,0.3284,1,0
23.7,-0.1216,0.9508,0.2688,1,0
23.8,-0.0886,0.9378,0.2722,0.98,0
23.9,-0.1021,0.9833,0.3015,1.03,0
24,-0.1267,0.9898,0.2759,1.04,0
24.1,-0.1106,0.9984,0.2224,1.03,0
24.2,-0.0869,0.9896,0.2534,1.03,0
24.3,-0.103,1.0067,0.27,1.05,0
24.4,-0.0891,0.9383,0.3291,1,0
24.5,-0.114,0.9522,0.2993,1,0
24.6,-0.0969,1.0143,0.2842,1.06,0
24.7,-0.0818,0.9498,0.3299,1.01,0
24.8,-0.0444,0.9674,0.3391,1.03,0
24.9,-0.0498,0.983,0.2637,1.02,0
25,-0.0684,0.9625,0.2842,1.01,0
25.1,-0.0403,0.9681,0.3496,1.03,0
25.2,-0.02,0.9352,0.3746,1.01,0
25.3,-0.0796,0.9395,0.4236,1.03,0
25.4,-0.0659,0.9007,0.4812,1.02,0
25.5,-0.0508,0.9288,0.3704,1,0
25.6,-0.0259,0.9344,0.4043,1.02,0
25.7,-0.1055,0.8954,0.492,1.03,0
25.8,-0.0601,0.9334,0.471,1.05,0
25.9,-0.0811,0.8831,0.4944,1.02,0
26,-0.051,0.9215,0.4385,1.02,0
26.1,-0.072,0.9041,0.3167,0.96,0
26.2,-0.1231,0.9613,0.3677,1.04,0
26.3,-0.0867,0.9413,0.3999,1.03,0
26.4,-0.1084,0.9471,0.3899,1.03,0
26.5,-0.0591,0.9471,0.3924,1.03,0
26.6,-0.0378,0.9102,0.418,1,0
26.7,-0.0212,0.8592,0.4153,0.95,0
26.8,-0.0466,0.8929,0.3606,0.96,0
26.9,0.0037,0.9183,0.3714,0.99,0
27,0.0181,0.9369,0.4178,1.03,0
27.1,-0.0498,0.9395,0.4488,1.04,0
27.2,-0.0332,0.921,0.4519,1.03,0
27.3,-0.0164,0.9122,0.4617,1.02,0
27.4,-0.0105,0.8697,0.4336,0.97,0
27.5,0.0095,0.9032,0.4661,1.02,0
27.6,-0.0225,0.9623,0.4439,1.06,0
27.7,-0.0134,0.9657,0.4048,1.05,0
27.8,-0.0718,0.8919,0.4915,1.02,0
27.9,-0.0273,0.9154,0.4461,1.02,0
28,-0.0115,0.9354,0.4312,1.03,0
28.1,-0.0039,0.9293,0.4131,1.02,0
28.2,-0.022,0.9188,0.4336,1.02,0
28.3,-0.0044,0.9256,0.4114,1.01,0
28.4,0.0068,0.9378,0.4109,1.02,0
28.5,-0.0007,0.919,0.4544,1.03,0
28.6,0.0308,0.9278,0.41,1.01,0
28.7,0.0083,0.932,0.4217,1.02,0
28.8,0.0034,0.9244,0.4112,1.01,0
28.9,0.0012,0.9308,0.4239,1.02,0
29,0.019,0.9232,0.4466,1.03,0
29.1,0.0139,0.9137,0.4266,1.01,0
29.2,0.0122,0.9305,0.4356,1.03,0
29.3,0.0132,0.9239,0.427,1.02,0
29.4,0.0222,0.9293,0.4143,1.02,1
29.5,0.0161,0.9251,0.4361,1.02,1
29.6,0.0222,0.9286,0.4258,1.02,1
29.7,0.0881,0.8846,0.0906,0.89,1
29.8,-0.0132,0.0046,0.0122,0.02,1
29.9,-0.2979,-0.252,-0.6158,0.73,1
30,-0.6304,-1.1551,-0.0278,1.32,1
30.1,2.5716,0.7923,-0.02,2.69,1
30.2,0.1594,-0.135,-0.2254,0.31,1
30.3,1.0189,-0.7794,-0.8333,1.53,1
30.4,0.9576,-0.3262,0.0869,1.02,1
30.5,0.8516,-0.3186,0.1648,0.92,1
30.6,0.6995,-0.3645,0.8438,1.16,1
30.7,0.7366,-0.336,0.451,0.93,1
30.8,0.7164,-0.347,0.6798,1.05,1
30.9,0.7261,-0.3431,0.5501,0.97,1
31,0.7213,-0.3453,0.6089,1.01,1
31.1,0.7196,-0.3438,0.6141,1.01,1
31.2,0.7166,-0.3418,0.6024,1,1
31.3,0.7193,-0.3457,0.6009,1,1
31.4,0.7183,-0.346,0.6063,1,1
31.5,0.7178,-0.3423,0.6048,1,1
31.6,0.7188,-0.3438,0.605,1,1
31.7,0.7149,-0.3455,0.607,1,0
31.8,0.7156,-0.3443,0.6099,1,0
31.9,0.7142,-0.3433,0.6075,1,0
32,0.7147,-0.345,0.6104,1,0
32.1,0.6456,-0.3843,0.6671,1,0
32.2,0.7022,-0.3396,0.678,1.03,0
32.3,0.786,-0.2998,0.2742,0.88,0
32.4,0.7,-0.3362,0.6402,1.01,0
32.5,0.6448,-0.3404,0.7423,1.04,0
32.6,0.6903,-0.4681,0.6202,1.04,0
32.7,0.5516,-0.6461,0.6505,1.07,0
32.8,0.4668,-0.5684,0.7283,1.04,0
32.9,0.0132,-0.1467,0.8734,0.89,0
33,0.1831,-0.3716,0.7535,0.86,0
33.1,0.1448,-0.2771,0.9286,0.98,0
33.2,0.134,-0.2635,0.972,1.02,0
33.3,0.1492,-0.1467,0.9532,0.98,0
33.4,0.2515,-0.5452,0.9725,1.14,0
33.5,0.377,-0.4463,0.9547,1.12,0
33.6,0.5384,-0.668,0.734,1.13,0
33.7,0.5667,-0.9005,0.4046,1.14,0
33.8,0.7506,-0.8075,0.5472,1.23,0
33.9,0.7889,-0.6766,0.3367,1.09,0
34,0.639,-0.4383,0.3611,0.85,0
34.1,0.712,-0.3489,0.5706,0.98,0
34.2,0.7164,-0.3382,0.2818,0.84,0
34.3,0.9535,-0.4769,0.2539,1.1,0
34.4,0.6575,-0.3824,0.4273,0.87,0
34.5,0.7874,-0.4229,0.2261,0.92,0
34.6,0.8658,-0.4173,0.3111,1.01,0
34.7,0.86,-0.4014,0.2266,0.98,0
34.8,0.8939,-0.4078,0.3394,1.04,0
34.9,0.8504,-0.3997,0.3255,0.99,0
35,0.8035,-0.3809,0.312,0.94,0
35.1,0.8136,-0.4039,0.397,0.99,0
35.2,0.7962,-0.4344,0.3946,0.99,0
35.3,0.8663,-0.4336,0.4971,1.09,0
35.4,0.7894,-0.4551,0.44,1.01,0
35.5,0.8009,-0.4581,0.3719,0.99,0
35.6,0.8482,-0.4529,0.4087,1.04,0
35.7,0.796,-0.4124,0.4424,1,0
35.8,0.7806,-0.3955,0.3431,0.94,0
35.9,0.8529,-0.4002,0.4178,1.03,0
36,0.8255,-0.3811,0.3843,0.99,0
36.1,0.8333,-0.376,0.368,0.99,0
36.2,0.8431,-0.3614,0.3997,1,0
36.3,0.8626,-0.3626,0.3233,0.99,0
36.4,0.8448,-0.334,0.3567,0.98,0
36.5,0.8272,-0.3286,0.3245,0.95,0
36.6,0.8507,-0.3399,0.3853,0.99,0
36.7,0.8685,-0.3609,0.3841,1.02,0
36.8,0.8739,-0.3626,0.3736,1.02,0
36.9,0.8538,-0.3702,0.3831,1.01,0
37,0.858,-0.3584,0.3951,1.01,0
37.1,0.8392,-0.3545,0.4219,1,0
37.2,0.8363,-0.346,0.3899,0.99,0
37.3,0.8509,-0.3494,0.4202,1.01,0
37.4,0.8455,-0.3465,0.3929,0.99,0
37.5,0.8267,-0.3338,0.3887,0.97,0
37.6,0.8404,-0.3453,0.3894,0.99,0
37.7,0.8372,-0.3338,0.3711,0.97,0
37.8,0.8165,-0.3453,0.3714,0.96,0
37.9,0.8643,-0.3496,0.357,1,0
38,0.8917,-0.3487,0.3411,1.02,0
38.1,0.8648,-0.3384,0.3846,1.01,0
38.2,0.8514,-0.3438,0.333,0.98,0
38.3,0.877,-0.3496,0.3575,1.01,0
38.4,0.8856,-0.3516,0.3631,1.02,0
38.5,0.8441,-0.3369,0.3406,0.97,0
38.6,0.8507,-0.3438,0.3125,0.97,0
38.7,0.8841,-0.3557,0.3953,1.03,0
38.8,0.8477,-0.3435,0.3538,0.98,0
38.9,0.8607,-0.3416,0.3562,0.99,0
39,0.8726,-0.3343,0.3763,1.01,0
39.1,0.8497,-0.334,0.3689,0.98,0
39.2,0.8802,-0.3484,0.3746,1.02,0
39.3,0.8663,-0.3365,0.347,0.99,0
39.4,0.8871,-0.3499,0.3726,1.02,1
39.5,0.8697,-0.3391,0.3675,1,1
39.6,0.8685,-0.3286,0.333,0.99,1
39.7,0.4727,-0.2217,0.2058,0.56,1
39.8,-0.0479,-0.0337,0.0144,0.06,1
39.9,-0.0498,-0.0383,0.0383,0.07,1
40,-0.0454,-0.0418,0.0581,0.08,1
40.1,-0.0762,-0.0813,-0.1834,0.21,1
40.2,-0.2473,0.2381,-0.5125,0.62,1
40.3,-0.0232,-0.032,-0.1419,0.15,1
40.4,-0.0906,0.1089,-0.1792,0.23,1
40.5,-0.0156,0.0054,0.011,0.02,1
40.6,0.2595,0.0203,0.1553,0.3,1
40.7,0.2049,-0.1106,1.1407,1.16,1
40.8,0.3728,-0.0115,0.6807,0.78,1
40.9,0.3289,-0.0921,0.9217,0.98,1
41,0.3098,-0.0938,0.9613,1.01,1
41.1,0.3106,-0.0913,0.9498,1,1
41.2,0.2867,-0.0874,0.9488,1,1
41.3,0.3062,-0.0896,0.9525,1,1
41.4,0.3113,-0.0942,0.9554,1.01,1
41.5,0.3111,-0.0962,0.963,1.02,1
41.6,0.3103,-0.0886,0.9476,1,1
41.7,0.3133,-0.0884,0.9437,1,0
41.8,0.3533,-0.0591,0.9693,1.03,0
41.9,0.3846,-0.0818,0.9457,1.02,0
42,0.4007,-0.0774,0.9002,0.99,0
42.1,0.3865,-0.0689,0.8963,0.98,0
42.2,0.4429,-0.0625,0.8831,0.99,0
42.3,0.4378,-0.0352,0.878,0.98,0
42.4,0.4903,-0.0447,0.8919,1.02,0
42.5,0.4791,-0.0364,0.9847,1.1,0
42.6,0.5276,-0.0249,0.8922,1.04,0
42.7,0.6075,0.0317,0.9688,1.14,0
42.8,0.6998,0.0039,1.0111,1.23,0
42.9,0.4165,0.1174,0.8751,0.98,0
43,0.4918,0.1594,0.8255,0.97,0
43.1,0.493,0.2095,0.8817,1.03,0
43.2,0.5352,0.1367,0.8971,1.05,0
43.3,0.4402,0.1609,0.8846,1,0
43.4,0.2735,-0.0164,0.7032,0.75,0
43.5,0.5887,0.0356,0.7393,0.95,0
43.6,0.4664,-0.0063,0.482,0.67,0
43.7,0.7359,-0.0669,0.7865,1.08,0
43.8,0.7271,0.0439,0.691,1,0
43.9,1.0194,0.1072,0.6495,1.21,0
44,0.9696,0.1392,0.6685,1.19,0
44.1,0.7728,-0.0022,0.3912,0.87,0
44.2,0.8639,-0.0142,0.5235,1.01,0
44.3,0.8521,-0.1177,0.46,0.98,0
44.4,0.9222,-0.1821,0.4776,1.05,0
44.5,0.8712,-0.1445,0.3995,0.97,0
44.6,0.8807,-0.1045,0.2984,0.94,0
44.7,0.9608,-0.1382,0.482,1.08,0
44.8,0.8734,-0.1148,0.367,0.95,0
44.9,0.8773,-0.115,0.3643,0.96,0
45,0.9132,-0.146,0.4161,1.01,0
45.1,0.9259,-0.1665,0.4454,1.04,0
45.2,0.9496,-0.1731,0.3667,1.03,0
45.3,0.8883,-0.1795,0.313,0.96,0
45.4,0.899,-0.2005,0.325,0.98,0
45.5,0.9102,-0.2046,0.3382,0.99,0
45.6,0.93,-0.1978,0.3892,1.03,0
45.7,0.8856,-0.1756,0.4046,0.99,0
45.8,0.8983,-0.1778,0.3914,1,0
45.9,0.8451,-0.1506,0.4661,0.98,0
46,0.8905,-0.1736,0.4458,1.01,0
46.1,0.9105,-0.1978,0.417,1.02,0
46.2,0.9134,-0.1804,0.4629,1.04,0
46.3,0.8878,-0.2119,0.3877,0.99,0
46.4,0.8424,-0.1831,0.3968,0.95,0
46.5,0.8687,-0.179,0.4561,1,0
46.6,0.8829,-0.1741,0.4837,1.02,0
46.7,0.8641,-0.1887,0.4427,0.99,0
46.8,0.8707,-0.1926,0.483,1.01,0
46.9,0.86,-0.1897,0.4634,1,0
47,0.8067,-0.1861,0.4283,0.93,0
47.1,0.8233,-0.1795,0.4979,0.98,0
47.2,0.8372,-0.208,0.5064,1,0
47.3,0.8556,-0.2232,0.5301,1.03,0
47.4,0.8768,-0.2671,0.5518,1.07,0
47.5,0.8241,-0.2918,0.4603,0.99,0
47.6,0.8399,-0.2845,0.4463,0.99,0
47.7,0.8128,-0.2971,0.4146,0.96,0
47.8,0.8153,-0.3035,0.4517,0.98,0
47.9,0.8775,-0.3123,0.4422,1.03,0
48,0.8372,-0.3108,0.4217,0.99,0
48.1,0.8397,-0.3094,0.4395,1,0
48.2,0.8111,-0.3138,0.4595,0.98,0
48.3,0.8001,-0.325,0.4444,0.97,0
48.4,0.8299,-0.3343,0.4449,1,0
48.5,0.8455,-0.3457,0.4429,1.02,0
48.6,0.8634,-0.3584,0.4932,1.06,0
48.7,0.8209,-0.3462,0.4248,0.99,0
48.8,0.8231,-0.3416,0.4187,0.98,0
48.9,0.8402,-0.3377,0.4593,1.02,0
49,0.848,-0.3401,0.4598,1.02,0
49.1,0.8717,-0.3621,0.406,1.03,0
49.2,0.8031,-0.3042,0.4612,0.97,0
49.3,0.8077,-0.3152,0.4227,0.96,0
49.4,0.8451,-0.3221,0.4449,1.01,1
49.5,0.8148,-0.3169,0.4378,0.98,1
49.6,0.816,-0.3274,0.4141,0.97,1
49.7,0.8167,-0.3118,0.4295,0.97,1
49.8,0.6539,-0.2608,0.3116,0.77,1
49.9,-0.0911,-0.1028,0.0151,0.14,1
50,-0.0156,0.0083,0.0232,0.03,1
50.1,-0.0117,0.0095,0.0444,0.05,1
50.2,-0.0671,-0.0288,0.0735,0.1,1
50.3,0.6297,-0.2859,1.1493,1.34,1
50.4,-0.1546,-0.1692,1.2645,1.29,1
50.5,0.9347,-0.0713,1.2841,1.59,1
50.6,0.3335,-0.0288,0.9491,1.01,1
50.7,0.3169,-0.0181,0.9566,1.01,1
50.8,0.3079,-0.0117,0.9542,1,1
50.9,0.2281,-0.001,0.9659,0.99,1
51,0.2122,-0.0183,0.9579,0.98,1
51.1,0.4891,-0.0794,0.9051,1.03,1
51.2,0.3233,-0.0479,0.9386,0.99,1
51.3,0.3907,-0.0601,0.9207,1,1
51.4,0.605,-0.0505,0.8831,1.07,1
51.5,0.4925,0.1604,0.8875,1.03,1
51.6,0.4698,0.1248,0.8778,1,1
51.7,0.4952,0.2073,0.8385,1,0
51.8,0.4524,0.1792,0.8578,0.99,0
51.9,0.4563,0.2092,0.8612,1,0
52,0.3543,0.3208,0.6065,0.77,0
52.1,0.4939,0.1714,0.7576,0.92,0
52.2,0.438,0.2403,0.9012,1.03,0
52.3,0.4603,0.1336,0.8868,1.01,0
52.4,0.4961,0.1458,0.9225,1.06,0
52.5,0.5069,0.2202,0.8856,1.04,0
52.6,0.5982,0.5135,0.9007,1.2,0
52.7,0.6153,0.4632,0.91,1.19,0
52.8,0.6817,0.4664,0.7855,1.14,0
52.9,0.4478,0.5967,0.9273,1.19,0
53,0.6085,0.804,0.6693,1.21,0
53.1,0.5323,0.888,0.6375,1.22,0
53.2,0.2879,0.8651,0.5745,1.08,0
53.3,0.1152,0.7642,0.5191,0.93,0
53.4,-0.0034,0.6746,0.4551,0.81,0
53.5,0.0049,0.712,0.4212,0.83,0
53.6,0.1089,0.8612,0.5113,1.01,0
53.7,0.082,0.8883,0.5953,1.07,0
53.8,0.0388,0.7579,0.4808,0.9,0
53.9,0.0071,0.7728,0.4727,0.91,0
54,0.2117,0.7862,0.6502,1.04,0
54.1,0.1231,0.8705,0.4668,1,0
54.2,-0.1135,0.931,0.5162,1.07,0
54.3,-0.1289,0.8585,0.7178,1.13,0
54.4,-0.1438,0.9679,0.7686,1.24,0
54.5,0.1458,0.6746,0.8878,1.12,0
54.6,0.2608,0.6502,0.5931,0.92,0
54.7,0.431,0.5403,0.3326,0.77,0
54.8,0.5071,0.4092,0.4183,0.77,0
54.9,0.8223,0.387,0.668,1.13,0
55,0.7423,0.9627,0.3702,1.27,0
55.1,0.241,0.8775,0.3321,0.97,0
55.2,0.5447,0.6988,0.564,1.05,0
55.3,0.5337,0.7779,0.3633,1.01,0
55.4,0.4659,0.7432,0.566,1.04,0
55.5,0.483,0.7799,0.4351,1.02,0
55.6,0.4788,0.7742,0.5101,1.04,0
55.7,0.4378,0.8109,0.4336,1.02,0
55.8,0.4607,0.8333,0.3953,1.03,0
55.9,0.4163,0.8285,0.3318,0.98,0
56,0.4551,0.8314,0.3128,1,0
56.1,0.4483,0.8187,0.3833,1.01,0
56.2,0.4693,0.8231,0.3372,1.01,0
56.3,0.4156,0.8219,0.3755,0.99,0
56.4,0.3951,0.7576,0.4961,0.99,0
56.5,0.4092,0.7659,0.5425,1.02,0
56.6,0.3824,0.7435,0.607,1.03,0
56.7,0.4554,0.7296,0.5587,1.03,0
56.8,0.3938,0.7791,0.4615,0.99,0
56.9,0.3995,0.7691,0.5574,1.03,0
57,0.4241,0.8336,0.598,1.11,0
57.1,0.524,0.8084,0.5281,1.1,0
57.2,0.4795,0.721,0.5162,1.01,0
57.3,0.449,0.6429,0.6409,1.01,0
57.4,0.4295,0.585,0.7174,1.02,0
57.5,0.4681,0.6685,0.564,0.99,0
57.6,0.4734,0.7059,0.4666,0.97,0
57.7,0.5435,0.6976,0.5047,1.02,0
57.8,0.4883,0.6309,0.6685,1.04,0
