time,gFx,gFy,gFz,TgF
0.002000,-0.0720,0.3748,0.8502,0.932
0.002000,-0.0730,0.3706,0.8536,0.933
0.002000,-0.0742,0.3682,0.8573,0.936
0.003000,-0.0779,0.3675,0.8639,0.942
0.003000,-0.0808,0.3692,0.8670,0.946
0.005000,-0.0845,0.3709,0.8678,0.947
0.007000,-0.0908,0.3755,0.8741,0.956
0.010000,-0.0977,0.3816,0.8773,0.962
0.012000,-0.1038,0.3887,0.8800,0.968
0.015000,-0.1101,0.3958,0.8819,0.973
0.017000,-0.1167,0.4026,0.8817,0.976
0.020000,-0.1257,0.4097,0.8792,0.978
0.023000,-0.1397,0.4134,0.8788,0.981
0.027000,-0.1450,0.4187,0.8780,0.984
0.028000,-0.1533,0.4227,0.8775,0.986
0.031000,-0.1609,0.4207,0.8788,0.987
0.032000,-0.1677,0.4244,0.8814,0.993
0.035000,-0.1734,0.4251,0.8849,0.997
0.039000,-0.1734,0.4241,0.8900,1.001
0.040000,-0.1746,0.4229,0.8922,1.003
0.044000,-0.1753,0.4248,0.8961,1.007
0.046000,-0.1782,0.4244,0.8995,1.010
0.047000,-0.1824,0.4251,0.9034,1.015
0.050000,-0.1853,0.4241,0.9066,1.018
0.052000,-0.1853,0.4251,0.9095,1.021
0.055000,-0.1890,0.4302,0.9110,1.025
0.057000,-0.1895,0.4314,0.9134,1.028
0.061000,-0.1917,0.4329,0.9120,1.028
0.062000,-0.1953,0.4375,0.9122,1.030
0.064000,-0.1995,0.4410,0.9146,1.035
0.067000,-0.2014,0.4422,0.9146,1.036
0.071000,-0.2039,0.4422,0.9161,1.037
0.074000,-0.2061,0.4439,0.9107,1.034
0.076000,-0.2107,0.4432,0.9095,1.033
0.078000,-0.2085,0.4436,0.9073,1.031
0.080000,-0.2075,0.4412,0.9071,1.030
0.083000,-0.2061,0.4388,0.9032,1.025
0.084000,-0.2024,0.4329,0.9017,1.021
0.088000,-0.1997,0.4275,0.8990,1.015
0.091000,-0.1980,0.4236,0.8983,1.013
0.093000,-0.1936,0.4214,0.8951,1.008
0.095000,-0.1890,0.4175,0.8941,1.005
0.097000,-0.1858,0.4153,0.8932,1.002
0.099000,-0.1834,0.4129,0.8912,0.999
0.102000,-0.1841,0.4090,0.8885,0.995
0.105000,-0.1807,0.4065,0.8875,0.993
0.107000,-0.1839,0.4041,0.8902,0.995
0.110000,-0.1856,0.4019,0.8905,0.994
0.112000,-0.1865,0.3980,0.8927,0.995
0.115000,-0.1878,0.3987,0.8895,0.993
0.117000,-0.1892,0.4012,0.8971,1.001
0.119000,-0.1929,0.4012,0.9010,1.005
0.122000,-0.1963,0.4039,0.8985,1.004
0.126000,-0.2009,0.4012,0.9007,1.006
0.129000,-0.2005,0.3995,0.8995,1.004
0.129000,-0.2063,0.3982,0.8968,1.003
0.133000,-0.2073,0.3958,0.9024,1.007
0.134000,-0.2058,0.3938,0.8978,1.002
0.137000,-0.2080,0.3941,0.8956,1.000
0.139000,-0.2051,0.3914,0.8932,0.996
