time,x,y,z,TgF
0.0390,-0.2178,0.7215,0.7147,1.04
0.1400,-0.1321,0.7005,0.8048,1.08
0.2400,-0.1021,0.6763,0.5794,0.90
0.3410,-0.0608,0.6680,0.6854,0.96
0.4730,-0.1502,0.7410,0.8097,1.11
0.5650,-0.1192,0.6133,0.7352,0.96
0.6610,0.0361,0.6400,0.6859,0.94
0.7670,0.1450,0.6458,0.8446,1.07
0.8410,0.2119,0.6570,0.6944,0.98
0.9420,0.1487,0.7887,0.9073,1.21
1.0420,0.2593,0.5377,1.4955,1.61
1.1430,-0.0779,0.5076,0.9989,1.12
1.2460,0.2644,0.3184,0.9906,1.07
1.3440,0.2110,0.4356,0.7015,0.85
1.4440,0.0488,0.4168,0.7938,0.90
1.5440,-0.0315,0.3116,0.7860,0.85
1.6460,-0.2068,0.3709,0.8055,0.91
1.7680,-0.4581,0.2957,0.7073,0.89
1.8660,-0.7044,0.2266,0.6209,0.97
1.9630,-0.9090,0.3684,0.6146,1.16
2.0630,-0.8751,0.2500,0.5540,1.07
2.1690,-0.6885,0.1311,0.5640,0.90
2.2740,-0.7686,0.0662,0.3724,0.86
2.3720,-1.1207,-0.0181,0.5206,1.24
2.4700,-0.9513,-0.0264,0.4598,1.06
2.5680,-1.0875,-0.0418,0.3199,1.13
2.6670,-0.8665,0.0151,0.3272,0.93
2.7660,-0.9305,0.0100,0.3050,0.98
2.8530,-0.9564,-0.0037,0.3528,1.02
2.9670,-0.9337,-0.0144,0.3487,1.00
3.0670,-0.9449,-0.0232,0.3631,1.01
3.1670,-0.9923,-0.0085,0.3570,1.05
3.2730,-0.9527,0.0120,0.3912,1.03
3.3700,-0.9557,0.0195,0.3409,1.01
3.4590,-0.9417,0.0413,0.3462,1.00
3.5590,-0.9542,0.0413,0.4017,1.04
3.6590,-0.9234,0.0483,0.3958,1.01
3.7590,-0.8980,0.0540,0.3753,0.97
3.8610,-0.9334,0.0593,0.3997,1.02
3.9600,-0.9361,0.0549,0.4419,1.04
4.0610,-0.9137,0.0608,0.3572,0.98
4.1610,-0.9278,0.0508,0.4153,1.02
4.2610,-0.9291,0.0613,0.4434,1.03
4.3610,-0.9303,0.0635,0.4441,1.03
4.4620,-0.9019,0.0864,0.4324,1.00
4.5630,-0.9337,0.0732,0.4302,1.03
4.6630,-0.9425,0.0649,0.4002,1.03
4.7630,-0.9295,0.0628,0.4224,1.02
4.8640,-0.9239,0.0569,0.4546,1.03
4.9640,-0.9234,0.0701,0.4290,1.02
5.0650,-0.9317,0.0662,0.4485,1.04
5.1650,-0.9295,0.0945,0.4244,1.03
5.2650,-0.9371,0.0950,0.4278,1.03
5.3650,-0.9312,0.1316,0.4317,1.03
5.4660,-0.8656,0.1516,0.4454,0.99
5.5660,-0.9740,0.2117,0.4605,1.10
5.6660,-0.8695,0.2107,0.4703,1.01
5.7670,-0.8460,0.1504,0.5201,1.00
5.8670,-0.8702,0.1406,0.5252,1.03
5.9680,-0.9022,0.1680,0.4590,1.03
6.0680,-0.8841,0.1531,0.4966,1.03
6.1690,-0.8919,0.1353,0.4974,1.03
6.2690,-0.9019,0.1419,0.4949,1.04
6.3690,-0.9200,0.1409,0.4786,1.05
6.4700,-0.9015,0.1384,0.5042,1.04
6.5700,-0.8868,0.1587,0.5127,1.04
6.6710,-0.8998,0.1487,0.4852,1.03
6.7720,-0.8795,0.1511,0.4539,1.00
6.8730,-0.8761,0.1548,0.4561,1.00
6.9730,-0.8878,0.1470,0.4495,1.01
7.0730,-0.9039,0.1367,0.5198,1.05
7.1730,-0.8880,0.1477,0.5147,1.04
7.2760,-0.8897,0.1402,0.5040,1.03
7.3760,-0.8724,0.1509,0.4866,1.01
7.4760,-0.8661,0.1533,0.4795,1.00
7.5770,-0.8795,0.1497,0.5027,1.02
7.6770,-0.8880,0.1502,0.5198,1.04
7.7790,-0.8995,0.1533,0.4918,1.04
7.8780,-0.8900,0.1563,0.4893,1.03
7.9790,-0.8805,0.1546,0.4922,1.02
8.0790,-0.8888,0.1492,0.4949,1.03
8.1790,-0.8617,0.1568,0.4788,1.00
8.2800,-0.8697,0.1570,0.5284,1.03
8.3800,-0.8253,0.1521,0.3511,0.91
8.4810,-0.3076,0.1497,0.3692,0.50
8.5820,-0.0193,0.0039,0.0254,0.03
8.6820,-0.0203,0.0032,0.0476,0.05
8.7820,-0.0205,0.0061,0.0967,0.10
8.8820,-0.0496,-0.1045,0.0073,0.12
8.9830,-0.3677,0.1231,1.3400,1.39
9.0840,-0.3064,0.1113,0.9330,0.99
9.1850,-0.3211,0.1275,0.9378,1.00
9.2870,-0.3240,0.1240,0.9435,1.01
9.3860,-0.3233,0.1270,0.9540,1.02
9.4860,-0.3218,0.1282,0.9581,1.02
9.5880,-0.3247,0.1282,0.9562,1.02
9.6880,-0.3196,0.1270,0.9542,1.01
9.7880,-0.3216,0.1284,0.9549,1.02
9.8880,-0.3245,0.1240,0.9493,1.01
9.9890,-0.3243,0.1267,0.9586,1.02
10.0900,-0.3225,0.1299,0.9586,1.02
10.1900,-0.2786,0.1177,0.9676,1.01
10.2900,-0.2901,0.1392,0.9513,1.00
10.3910,-0.3548,0.1011,1.0404,1.10
10.4910,-0.2449,0.0378,1.0106,1.04
10.5930,-0.2512,0.2332,1.1551,1.20
10.6930,-0.1126,0.3335,1.0506,1.11
10.7950,0.0359,0.3743,1.1295,1.19
10.8950,0.0261,0.5984,1.2174,1.36
10.9970,0.0444,0.5088,1.0179,1.14
11.1110,0.0559,0.6036,0.8341,1.03
11.2100,0.0327,0.5892,0.5335,0.80
11.2970,-0.0020,0.7315,0.4607,0.86
11.3970,-0.0676,0.8267,0.4566,0.95
11.4970,-0.0230,0.8429,0.4085,0.94
11.5980,-0.0366,0.8751,0.3802,0.95
11.6970,-0.1192,0.7703,0.4173,0.88
11.7990,-0.2168,0.7369,0.4622,0.90
11.8980,-0.2552,0.6380,0.5816,0.90
11.9990,-0.2556,0.5115,0.7254,0.92
12.0990,-0.3416,0.6534,0.6221,0.96
12.1990,-0.4273,0.7926,0.6170,1.09
12.3010,-0.3880,0.7906,0.8717,1.24
12.4020,-0.3516,0.8729,0.7511,1.20
12.5010,-0.3055,0.7833,0.6270,1.05
12.6020,-0.1392,0.7808,0.6463,1.02
12.7020,-0.2237,0.7972,0.6661,1.06
12.8040,-0.3030,0.7364,0.6180,1.01
12.9040,-0.3416,0.7283,0.6497,1.03
13.0050,-0.3108,0.7164,0.5660,0.96
13.1050,-0.2923,0.7669,0.6580,1.05
13.2060,-0.2886,0.7513,0.6392,1.03
13.3060,-0.2678,0.7657,0.5474,0.98
13.4060,-0.2473,0.7935,0.5381,0.99
13.5080,-0.2544,0.7943,0.5794,1.02
13.6080,-0.2422,0.7728,0.5530,0.98
13.7080,-0.2432,0.8140,0.5809,1.03
13.8080,-0.2219,0.7909,0.5699,1.00
13.9090,-0.2320,0.7909,0.6004,1.02
14.0090,-0.2295,0.7828,0.6138,1.02
14.1090,-0.2329,0.7960,0.6104,1.03
14.2090,-0.2564,0.7672,0.5804,1.00
14.3110,-0.2403,0.7938,0.6197,1.04
14.4110,-0.2368,0.8055,0.6258,1.05
14.5110,-0.2429,0.7950,0.6314,1.04
14.6110,-0.2652,0.7730,0.5655,0.99
14.7120,-0.2534,0.7791,0.5945,1.01
14.8120,-0.2598,0.7635,0.6321,1.02
14.9120,-0.2593,0.7862,0.6312,1.04
15.0120,-0.2657,0.8055,0.6390,1.06
15.1120,-0.2412,0.7938,0.6019,1.02
15.2120,-0.2376,0.7872,0.6004,1.02
15.3130,-0.2720,0.7689,0.5926,1.01
15.4130,-0.2578,0.7930,0.6014,1.03
15.5130,-0.2281,0.8006,0.5977,1.02
15.6140,-0.2473,0.7989,0.5982,1.03
15.7140,-0.2686,0.7843,0.6243,1.04
15.8160,-0.2574,0.7767,0.6075,1.02
15.9160,-0.2464,0.7701,0.6024,1.01
16.0170,-0.2517,0.7891,0.5921,1.02
16.1170,-0.2559,0.7916,0.5948,1.02
16.2170,-0.2620,0.7891,0.6119,1.03
16.3170,-0.2429,0.7479,0.6148,1.00
16.4190,-0.2752,0.7916,0.6185,1.04
16.5200,-0.2136,0.8131,0.5858,1.02
16.6200,-0.2002,0.7569,0.5621,0.96
16.7200,-0.2566,0.7982,0.6173,1.04
16.8210,-0.2561,0.7799,0.6199,1.03
16.9210,-0.2469,0.7659,0.6258,1.02
17.0220,-0.2510,0.7738,0.6160,1.02
17.1220,-0.2349,0.7857,0.6116,1.02
17.2240,-0.2437,0.7784,0.6256,1.03
17.3240,-0.2588,0.7782,0.6277,1.03
17.4240,-0.2381,0.7738,0.6319,1.03
17.5250,-0.2393,0.7728,0.6277,1.02
17.6260,-0.2561,0.7601,0.6197,1.01
17.7270,-0.2344,0.7752,0.6470,1.04
17.8280,-0.2168,0.7640,0.6224,1.01
17.9280,-0.2547,0.7745,0.6216,1.03
18.0280,-0.2339,0.7703,0.6202,1.02
18.1280,-0.2378,0.7718,0.6260,1.02
18.2300,-0.2447,0.7730,0.6219,1.02
18.3300,-0.2268,0.7511,0.5679,0.97
18.4300,-0.1355,0.5884,0.2925,0.67
18.5300,-0.2503,0.3526,0.1406,0.45
18.6300,-0.0144,0.0078,0.0227,0.03
18.7310,-0.0142,0.0046,0.0337,0.04
18.8310,-4.7031,-2.6304,7.9998,9.65
18.9310,0.0032,0.0051,-0.0251,0.03
19.0310,-0.0938,-0.0076,0.2859,0.30
19.1320,-0.2923,-0.0562,1.0382,1.08
19.2320,-0.2100,-0.0134,0.9728,1.00
19.3350,-0.2100,-0.0256,0.9918,1.01
19.4330,-0.2124,-0.0293,0.9923,1.02
19.5330,-0.2088,-0.0300,0.9945,1.02
19.6330,-0.2105,-0.0293,0.9957,1.02
19.7340,-0.2110,-0.0298,0.9957,1.02
19.8340,-0.2102,-0.0310,0.9925,1.02
19.9350,-0.2085,-0.0220,0.9886,1.01
20.0350,-0.2097,-0.0273,0.9901,1.01
20.1350,-0.2095,-0.0251,0.9889,1.01
20.2370,-0.2092,-0.0276,0.9918,1.01
20.3360,-0.2085,-0.0208,0.9925,1.01
20.4360,-0.2066,-0.0298,0.9920,1.01
20.5360,-0.2114,-0.0264,0.9886,1.01
20.6380,-0.2122,-0.0242,0.9872,1.01
20.7390,-0.2090,-0.0291,0.9935,1.02
20.8390,-0.1975,-0.0371,1.0138,1.03
20.9390,-0.1699,-0.0217,0.9977,1.01
21.0390,-0.2053,-0.0066,0.9789,1.00
21.1390,-0.2595,-0.0178,0.9625,1.00
21.2410,-0.1826,-0.0232,0.9945,1.01
21.3400,-0.1677,-0.0393,1.0030,1.02
21.4400,-0.1375,-0.0523,1.0272,1.04
21.5420,-0.0488,-0.0017,1.0670,1.07
21.6420,-0.1116,0.0903,1.2372,1.25
21.7420,0.0027,0.0711,1.1197,1.12
21.8430,-0.1355,0.2500,1.0028,1.04
21.9430,-0.2608,0.3897,0.9149,1.03
22.0430,-0.2876,0.3199,0.9186,1.01
22.1440,-0.2762,0.3455,0.8783,0.98
22.2440,-0.3384,0.3316,0.7652,0.90
22.3460,-0.4546,0.3374,0.8736,1.04
22.4460,-0.5340,0.4026,0.8243,1.06
22.5460,-0.4844,0.4717,0.8802,1.11
22.6470,-0.4427,0.4700,0.7296,0.97
22.7480,-0.4339,0.4717,0.7205,0.96
22.8750,-0.4930,0.5745,0.7000,1.03
22.9490,-0.4476,0.6087,0.6986,1.03
23.0490,-0.3360,0.5372,0.5503,0.84
23.1490,-0.3882,0.7474,0.8443,1.19
23.2520,-0.2534,0.7052,0.4446,0.87
23.3520,-0.0796,0.6900,0.5606,0.89
23.4520,-0.2019,0.7992,0.6356,1.04
23.5520,-0.1931,0.7982,0.6192,1.03
23.6520,-0.2466,0.7638,0.5394,0.97
23.7550,-0.2920,0.8106,0.5289,1.01
23.8540,-0.2747,0.8468,0.5381,1.04
23.9560,-0.2649,0.7996,0.4720,0.97
24.0550,-0.2952,0.8441,0.5308,1.04
24.1550,-0.2815,0.8062,0.5311,1.01
24.2550,-0.2664,0.8455,0.4988,1.02
24.3550,-0.2783,0.8409,0.5374,1.04
24.4570,-0.2742,0.8350,0.5635,1.04
24.5580,-0.2661,0.8297,0.4908,1.00
24.6580,-0.2229,0.8082,0.4783,0.97
24.7590,-0.2320,0.8319,0.5323,1.01
24.8600,-0.2473,0.8167,0.5589,1.02
24.9590,-0.3079,0.8382,0.5806,1.07
25.0600,-0.2791,0.7867,0.5616,1.01
25.1600,-0.2759,0.8060,0.5684,1.02
25.2630,-0.2334,0.8094,0.6121,1.04
25.3630,-0.1956,0.8336,0.6131,1.05
25.4630,-0.2500,0.7576,0.5606,0.98
25.5630,-0.2520,0.8040,0.6317,1.05
25.6640,-0.2344,0.8101,0.6175,1.05
25.7640,-0.2344,0.7764,0.5733,0.99
25.8640,-0.2488,0.8006,0.5880,1.02
25.9640,-0.2271,0.7801,0.5850,1.00
26.0640,-0.2180,0.8123,0.6182,1.04
26.1640,-0.2505,0.8150,0.5596,1.02
26.2650,-0.2217,0.7752,0.5792,0.99
26.3660,-0.2105,0.8043,0.5965,1.02
26.4660,-0.2420,0.8009,0.5816,1.02
26.5660,-0.2259,0.8043,0.6260,1.04
26.6660,-0.2366,0.7894,0.5921,1.01
26.7670,-0.2193,0.7974,0.6063,1.03
26.8680,-0.2224,0.7872,0.6053,1.02
26.9690,-0.2322,0.7774,0.6046,1.01
27.0690,-0.2444,0.7891,0.6070,1.03
27.1690,-0.2503,0.8026,0.6165,1.04
27.2690,-0.2278,0.8011,0.5982,1.03
27.3710,-0.2295,0.8033,0.6038,1.03
27.4710,-0.2219,0.7784,0.5943,1.00
27.5720,-0.2298,0.7992,0.6046,1.03
27.6720,-0.2312,0.8092,0.6075,1.04
27.7720,-0.2112,0.7977,0.6173,1.03
27.8720,-0.2324,0.7926,0.5960,1.02
27.9730,-0.2061,0.7728,0.5945,1.00
28.0740,-0.2359,0.7838,0.6058,1.02
28.1750,-0.2288,0.7992,0.6351,1.05
28.2750,-0.2124,0.7901,0.6151,1.02
28.3750,-0.2366,0.7901,0.6068,1.02
28.4760,-0.2376,0.7735,0.6275,1.02
28.5750,-0.2029,0.5967,0.4300,0.76
28.6760,-0.1924,0.2903,0.1856,0.39
28.7760,-0.0242,0.0083,0.0156,0.03
28.8780,-0.0256,0.0049,0.0256,0.04
28.9790,-6.3573,-0.1091,6.3595,8.99
29.0790,-0.2361,0.0210,-0.0059,0.24
29.1810,-0.1516,-0.2229,-1.7668,1.79
29.2810,-0.4244,0.1055,-1.0358,1.12
29.3810,-0.3050,0.1638,-0.9923,1.05
29.4820,-0.2771,0.1643,-0.9584,1.01
29.6060,-0.2615,0.1675,-0.9515,1.00
29.7060,-0.2610,0.1611,-0.9481,1.00
29.8130,-0.2630,0.1599,-0.9481,1.00
29.8830,-0.4068,0.1819,-0.8372,0.95
29.9830,-0.3743,0.1240,-1.1256,1.19
30.0850,-0.4063,0.2046,-0.8604,0.97
30.2070,-1.0919,-0.0840,-0.6793,1.29
30.2860,-0.9068,-0.1113,-0.5445,1.06
30.3860,-1.0069,-0.0872,-0.1875,1.03
30.4870,-0.9098,-0.0469,-0.0730,0.91
30.5870,-0.9837,0.0220,0.0584,0.99
30.6890,-1.0038,0.1406,0.1192,1.02
30.7880,-0.9935,0.2075,0.1890,1.03
30.8890,-0.8473,0.1983,0.2744,0.91
30.9890,-0.8004,0.2210,0.3484,0.90
31.0900,-0.2403,0.4056,0.4822,0.67
31.2190,-0.8158,0.4090,0.8140,1.22
31.2900,-0.7703,0.3177,0.8133,1.16
31.3910,-0.7042,0.2932,0.6402,1.00
31.4920,-0.6197,0.1814,0.9156,1.12
31.5920,-0.4749,0.2244,1.0372,1.16
31.6920,-0.5591,0.3418,0.8849,1.10
31.7920,-0.6053,0.3011,0.8871,1.12
31.8920,-0.1988,0.0281,0.7826,0.81
32.0230,-0.3416,0.2185,1.0685,1.14
32.0960,-0.4329,0.2276,0.9420,1.06
32.1970,-0.2049,0.1504,0.8905,0.93
32.2970,-0.2742,0.1738,0.6470,0.72
32.3990,-0.5750,0.2022,0.9701,1.15
32.4990,-0.5941,0.2451,0.7103,0.96
32.6010,-0.6380,0.2583,0.9784,1.20
32.7010,-0.5816,0.2041,1.0585,1.22
32.8010,-0.3306,0.4158,0.7664,0.93
32.9030,-0.2678,0.5184,0.8421,1.02
33.0030,-0.0034,0.4524,0.6566,0.80
33.1030,-0.0203,0.5345,0.8192,0.98
33.2040,-0.3037,0.5662,0.9459,1.14
33.3040,-0.1734,0.6580,0.8800,1.11
33.4040,-0.0508,0.6033,1.0084,1.18
33.5050,-0.1575,0.5193,0.8348,1.00
33.6050,-0.3150,0.6053,0.7926,1.05
33.7050,-0.1861,0.4556,0.7098,0.86
33.8050,0.0986,0.6702,0.8978,1.12
33.9060,-0.0593,0.4974,0.6331,0.81
34.0060,-0.4307,0.5489,0.7437,1.02
34.1060,-0.3260,0.7015,0.6329,1.00
34.2060,-0.1179,0.7147,0.7088,1.01
34.3080,-0.1397,0.7354,0.7213,1.04
34.4080,-0.1528,0.7806,0.6368,1.02
34.5100,-0.1028,0.7623,0.6522,1.01
34.6100,-0.1240,0.7420,0.6412,0.99
34.7110,-0.1614,0.7442,0.6737,1.02
34.8110,-0.1365,0.7667,0.6236,1.00
34.9110,-0.1316,0.7948,0.7452,1.10
35.0110,-0.1050,0.7308,0.6741,1.00
35.1110,-0.1228,0.7252,0.6478,0.98
35.2340,-0.1406,0.7230,0.6705,1.00
35.3140,-0.1060,0.7198,0.6558,0.98
35.4140,-0.0730,0.7125,0.7230,1.02
35.5160,-0.1123,0.7144,0.7056,1.01
35.6150,-0.1279,0.7281,0.7442,1.05
35.7160,-0.0791,0.7200,0.7462,1.04
35.8170,-0.0657,0.7147,0.7567,1.04
35.9170,-0.1221,0.6942,0.7305,1.02
36.0170,-0.1047,0.7137,0.7034,1.01
36.1180,-0.0986,0.6995,0.7227,1.01
36.2180,-0.1201,0.7017,0.7266,1.02
36.3190,-0.1340,0.6859,0.7196,1.00
36.4190,-0.1199,0.7044,0.7283,1.02
36.5200,-0.1140,0.6917,0.7296,1.01
36.6200,-0.1311,0.7149,0.7398,1.04
36.7200,-0.1162,0.7086,0.7347,1.03
36.8220,-0.1336,0.6732,0.7003,0.98
36.9220,-0.1333,0.6888,0.7137,1.00
37.0240,-0.1199,0.6788,0.7164,0.99
37.1260,-0.1394,0.6927,0.7684,1.04
37.2250,-0.1404,0.7069,0.7652,1.05
37.3250,-0.1174,0.6942,0.7381,1.02
37.4250,-0.1262,0.6947,0.7537,1.03
37.5250,-0.1157,0.6795,0.7213,1.00
37.6260,-0.1021,0.6795,0.7181,0.99
37.7280,-0.1089,0.6881,0.7393,1.02
37.8280,-0.1167,0.6873,0.7432,1.02
37.9520,-0.1358,0.7044,0.7642,1.05
38.0490,-0.1257,0.6944,0.7403,1.02
38.1580,-0.1148,0.6785,0.7279,1.00
38.2310,-0.1152,0.6925,0.7425,1.02
38.3330,-0.0942,0.6868,0.7320,1.01
38.4330,-0.1162,0.6717,0.7552,1.02
38.5340,-0.1211,0.6297,0.6512,0.91
38.6350,-0.0669,0.3140,0.2285,0.39
38.7350,-0.0134,0.0076,0.0188,0.02
38.8370,-0.0139,0.0024,0.0335,0.04
38.9360,0.0042,0.0376,0.0137,0.04
39.0360,-0.0195,-0.0022,0.0110,0.02
39.1360,0.0403,-0.0564,0.6964,0.70
39.2370,-0.0391,0.0811,0.8612,0.87
39.3370,-0.0645,0.0103,1.0062,1.01
39.4380,-0.0435,0.0037,1.0084,1.01
39.5390,-0.0454,0.0044,1.0043,1.01
39.6420,-0.0435,0.0105,1.0099,1.01
39.7420,-0.0439,0.0046,1.0140,1.01
39.8420,-0.0425,0.0056,1.0182,1.02
39.9430,-0.0444,0.0073,1.0104,1.01
40.0430,-0.0410,0.0088,1.0072,1.01
40.1440,-0.0449,0.0076,1.0152,1.02
40.2430,-0.0425,0.0098,1.0108,1.01
40.3470,-0.0420,0.0081,1.0099,1.01
40.4460,-0.0442,0.0083,1.0094,1.01
40.5460,-0.0425,0.0071,1.0121,1.01
40.6460,-0.0435,0.0078,1.0101,1.01
40.7460,-0.0437,0.0093,1.0106,1.01
40.8750,-0.0383,0.0115,1.0069,1.01
40.9590,-0.0168,-0.0022,1.0282,1.03
41.0500,-0.0386,0.0042,1.0108,1.01
41.1500,-0.0359,0.0142,1.0130,1.01
41.2510,-0.0615,0.0305,0.9835,0.99
41.3510,-0.0437,-0.0017,1.0162,1.02
41.4530,-0.0403,0.0227,1.0060,1.01
41.5530,-0.0403,0.0085,1.0170,1.02
41.6530,-0.0559,0.0059,1.0260,1.03
41.7530,-0.0295,0.0132,1.0128,1.01
41.8560,-0.0266,0.0125,1.0104,1.01
41.9560,-0.0410,0.0093,1.0309,1.03
42.0560,-0.0193,0.0100,1.0170,1.02
42.1560,-0.0454,-0.0024,1.0389,1.04
42.2560,-0.0190,0.0779,1.1019,1.10
42.3580,-0.1050,0.3594,1.1022,1.16
42.4590,0.0154,0.0603,1.1012,1.10
42.5590,0.0093,0.1143,0.9703,0.98
42.6590,-0.0393,0.1736,0.9640,0.98
42.7590,-0.0964,0.2461,1.0455,1.08
42.8620,-0.0210,0.2320,0.9879,1.01
42.9620,-0.0005,0.2627,0.9913,1.03
43.0620,0.0098,0.2146,0.9200,0.94
43.1620,-0.0251,0.3111,0.9093,0.96
43.2620,-0.0320,0.3428,0.9967,1.05
43.3620,-0.0696,0.3289,0.9457,1.00
43.4620,-0.0625,0.3870,0.9273,1.01
43.5630,-0.0901,0.5008,0.9877,1.11
43.6630,-0.0564,0.4068,0.9093,1.00
43.7630,-0.0855,0.4085,0.8485,0.95
43.8630,-0.1480,0.4944,0.9159,1.05
43.9650,-0.1240,0.5069,0.8949,1.04
44.0840,-0.0933,0.5494,0.8035,0.98
44.1670,-0.0986,0.5743,0.8126,1.00
44.2670,-0.0933,0.5567,0.6863,0.89
44.3680,-0.1509,0.6595,0.7823,1.03
44.4680,-0.1887,0.6414,0.7242,0.99
44.5680,-0.1895,0.5875,0.7464,0.97
44.6680,-0.1887,0.6246,0.8162,1.04
44.7680,-0.1809,0.6072,0.7767,1.00
44.8700,-0.1863,0.6346,0.7877,1.03
44.9700,-0.2056,0.6431,0.8106,1.05
45.0700,-0.2107,0.6456,0.7850,1.04
45.1710,-0.1900,0.6580,0.7471,1.01
45.2710,-0.1873,0.6473,0.7086,0.98
45.3720,-0.1851,0.6668,0.7210,1.00
45.4720,-0.2012,0.6505,0.7186,0.99
45.5720,-0.1875,0.6485,0.7318,1.00
45.6720,-0.2046,0.6800,0.8072,1.08
45.7720,-0.1775,0.6541,0.8390,1.08
45.8750,-0.2173,0.6290,0.7308,0.99
45.9750,-0.2278,0.6404,0.7091,0.98
46.0760,-0.1992,0.6175,0.6966,0.95
46.1760,-0.1973,0.6646,0.7469,1.02
46.2780,-0.2061,0.6573,0.7635,1.03
46.3770,-0.2276,0.6551,0.7725,1.04
46.4780,-0.2190,0.6390,0.7647,1.02
46.5780,-0.2171,0.6573,0.7725,1.04
46.6800,-0.2144,0.6182,0.7518,1.00
46.7790,-0.2171,0.6519,0.7830,1.04
46.8800,-0.2002,0.6466,0.7867,1.04
46.9800,-0.1895,0.6221,0.7806,1.02
47.0800,-0.2088,0.6368,0.7811,1.03
47.1830,-0.2000,0.6693,0.7899,1.05
47.2830,-0.2012,0.6529,0.7352,1.00
47.3850,-0.1743,0.6590,0.7579,1.02
47.4850,-0.1809,0.6373,0.7642,1.01
47.5860,-0.1880,0.6451,0.7672,1.02
47.6860,-0.1978,0.6544,0.7840,1.04
47.7860,-0.1753,0.6500,0.7581,1.01
47.8870,-0.1599,0.6502,0.7640,1.02
47.9880,-0.1868,0.6260,0.7457,0.99
48.0890,-0.1836,0.6336,0.7718,1.02
48.1900,-0.1719,0.6353,0.7772,1.02
48.2900,-0.1856,0.6546,0.7723,1.03
48.3910,-0.1736,0.6414,0.7725,1.02
48.4910,-0.1812,0.6312,0.7535,1.00
48.5910,-0.1966,0.6068,0.6949,0.94
48.6930,-0.1372,0.3340,0.2781,0.46
48.7930,-0.0154,0.0024,0.0156,0.02
48.8950,-0.0161,0.0015,0.0322,0.04
48.9940,-0.0144,0.0000,0.0588,0.06
49.0940,-0.1113,-0.0222,-0.0115,0.11
49.1960,-0.0828,-0.2788,1.3932,1.42
49.2960,-0.6136,0.0696,1.1166,1.28
49.3970,-0.2954,0.1975,0.9212,0.99
49.4970,-0.3189,0.1961,0.9576,1.03
49.5970,-0.3094,0.1958,0.9461,1.01
49.6980,-0.3118,0.2029,0.9410,1.01
49.8290,-0.3138,0.1988,0.9435,1.01
49.9190,-0.3118,0.1961,0.9439,1.01
50.0210,-0.3147,0.1944,0.9459,1.02
50.1230,-0.3152,0.2014,0.9491,1.02
50.2350,-0.3113,0.1990,0.9488,1.02
50.3200,-0.3152,0.2007,0.9454,1.02
50.4240,-0.3142,0.1992,0.9439,1.01
50.5020,-0.3147,0.1992,0.9464,1.02
50.6030,-0.3152,0.1973,0.9469,1.02
50.7040,-0.3111,0.1978,0.9461,1.02
50.8040,-0.3128,0.1968,0.9452,1.01
50.9040,-0.3150,0.1988,0.9464,1.02
51.0050,-0.3213,0.1929,0.8976,0.97
51.1050,-0.3457,0.2046,0.9955,1.07
51.2050,-0.3108,0.1922,0.9261,1.00
51.3070,-0.3057,0.1819,0.9195,0.99
51.4070,-0.2783,0.1909,0.9474,1.01
51.5070,-0.2893,0.1160,0.5513,0.63
51.6070,-0.3536,0.2039,0.9066,0.99
51.7070,-0.4212,0.1616,0.9447,1.05
51.8080,-0.4578,0.1194,0.8509,0.97
51.9080,-0.4996,0.1409,0.9925,1.12
52.0080,-0.3421,0.2486,1.0189,1.10
52.1080,-0.3013,0.3221,1.0589,1.15
52.2080,-0.1807,0.2874,1.0257,1.08
52.3090,-0.0711,0.4009,0.9684,1.05
52.4100,-0.0986,0.4812,0.9291,1.05
52.5150,-0.0422,0.4234,0.6605,0.79
52.6110,0.0178,0.3003,1.1478,1.19
52.7120,0.0503,0.3445,0.9022,0.97
52.8120,-0.0029,0.4661,0.9166,1.03
52.9130,-0.0979,0.5853,0.9093,1.09
53.0120,0.0132,0.5108,0.7279,0.89
53.1120,-0.0190,0.4964,0.7259,0.88
53.2140,0.0364,0.6209,0.8983,1.09
53.3150,0.0569,0.5972,0.9017,1.08
53.4150,0.1502,0.5123,0.8062,0.97
53.5150,0.0989,0.6121,0.8299,1.04
53.6150,0.0159,0.6397,0.7352,0.97
53.7160,-0.0781,0.6851,0.7611,1.03
53.8160,-0.0825,0.6717,0.7156,0.98
53.9160,-0.0752,0.6392,0.7327,0.98
54.0160,-0.1148,0.6890,0.7003,0.99
54.1170,-0.1121,0.7164,0.7086,1.01
54.2170,-0.0796,0.6390,0.7689,1.00
54.3170,-0.2676,0.5931,0.4927,0.82
54.4190,-0.3047,0.7489,0.7620,1.11
54.5190,-0.4678,0.6634,0.5164,0.96
54.6200,-0.4085,0.5748,0.7996,1.07
54.7210,-0.4402,0.6048,0.8700,1.15
54.8210,-0.6580,0.4380,0.7342,1.08
54.9220,-0.2989,0.4519,0.7452,0.92
55.0230,0.0071,0.5882,0.7752,0.97
55.1220,-0.1069,0.6419,0.8612,1.08
55.2230,-0.0767,0.5616,0.8209,1.00
55.3230,-0.0732,0.6519,0.7188,0.97
55.4250,-0.1018,0.7108,0.7909,1.07
55.5240,-0.1275,0.6180,0.8499,1.06
55.6250,-0.1714,0.5521,0.6734,0.89
55.7260,-0.2493,0.6487,0.7772,1.04
55.8260,-0.2459,0.6268,0.7874,1.04
55.9270,-0.2268,0.6312,0.7764,1.03
56.0280,-0.2508,0.6207,0.7437,1.00
