time,x,y,z,TgF
15.2540,-0.7310,0.7069,0.1677,1.03
15.3550,-0.7279,0.6934,0.2095,1.03
15.4550,-0.6658,0.7288,0.1519,1.00
15.5550,-0.6824,0.7476,0.1428,1.02
15.6550,-0.6876,0.7428,0.1831,1.03
15.7550,-0.6673,0.7408,0.2827,1.04
15.8560,-0.6739,0.7420,0.2053,1.02
15.9560,-0.6768,0.7530,0.2266,1.04
16.0570,-0.6426,0.7628,0.2244,1.02
16.1570,-0.6048,0.7721,0.2185,1.00
16.2590,-0.6519,0.7655,0.2906,1.05
16.3590,-0.6158,0.7708,0.2388,1.02
16.4590,-0.6043,0.7818,0.2429,1.02
16.5600,-0.6028,0.7769,0.2574,1.02
16.6610,-0.6092,0.7889,0.2354,1.02
16.7610,-0.6060,0.7894,0.2422,1.02
16.8620,-0.5840,0.7923,0.2366,1.01
16.9620,-0.5950,0.7979,0.2681,1.03
17.0630,-0.6153,0.7974,0.2644,1.04
17.1630,-0.5809,0.8094,0.2114,1.02
17.2640,-0.6070,0.8280,0.1467,1.04
17.3650,-0.6080,0.8639,0.1336,1.06
17.4650,-0.6031,0.8309,0.2166,1.05
17.5650,-0.5679,0.8243,0.1431,1.01
17.6660,-0.5482,0.8548,0.1624,1.03
17.7660,-0.5362,0.8614,0.2058,1.04
17.8660,-0.5430,0.8663,0.2000,1.04
17.9660,-0.5467,0.8465,0.1763,1.02
18.0680,-0.5318,0.8233,0.2051,1.00
18.1680,-0.5230,0.8275,0.1948,1.00
18.2680,-0.4832,0.8414,0.1802,0.99
18.3680,-0.5203,0.8448,0.1611,1.01
18.4700,-0.5806,0.8397,0.1587,1.03
18.5700,-0.5699,0.8341,0.2259,1.04
18.6700,-0.5306,0.8548,0.2481,1.04
18.7710,-0.4976,0.8551,0.3020,1.03
18.8710,-0.4976,0.8543,0.2647,1.02
18.9730,-0.4666,0.8433,0.2886,1.01
19.0730,-0.5572,0.8243,0.2720,1.03
19.1730,-0.5127,0.8338,0.2979,1.02
19.2730,-0.5289,0.8404,0.3311,1.05
19.3740,-0.4893,0.8082,0.2957,0.99
19.4740,-0.3863,0.6187,0.1079,0.74
19.5740,-0.1555,0.3792,-0.0935,0.42
19.6740,-0.0151,-0.0100,0.0230,0.03
19.7750,-0.0146,-0.0144,0.0452,0.05
19.8760,-4.9221,0.5948,7.9998,9.41
19.9750,-0.0181,-0.0051,0.0105,0.02
20.0770,0.0520,0.0581,0.6744,0.68
20.1770,-0.2681,0.1685,0.6898,0.76
20.2770,-0.3538,0.2139,0.9503,1.04
20.3770,-0.3504,0.2095,0.9330,1.02
20.4780,-0.3477,0.2173,0.9342,1.02
20.5780,-0.3489,0.2100,0.9295,1.01
20.6790,-0.3496,0.2129,0.9303,1.02
20.7790,-0.3511,0.2124,0.9332,1.02
20.8810,-0.3482,0.2110,0.9344,1.02
20.9800,-0.3499,0.2139,0.9305,1.02
21.0810,-0.3526,0.2173,0.9215,1.01
21.1810,-0.3450,0.2051,0.9393,1.02
21.2820,-0.3477,0.2132,0.9281,1.01
21.3820,-0.3492,0.2134,0.9361,1.02
21.4830,-0.3482,0.2161,0.9359,1.02
21.5830,-0.3528,0.2107,0.9317,1.02
21.6830,-0.3489,0.2156,0.9361,1.02
21.7830,-0.3474,0.2119,0.9312,1.02
21.8830,-0.3494,0.2151,0.9315,1.02
21.9830,-0.3501,0.2088,0.9330,1.02
22.0840,-0.3509,0.2119,0.9305,1.02
22.1840,-0.3494,0.2188,0.9317,1.02
22.2850,-0.3455,0.2100,0.9325,1.02
22.3860,-0.3484,0.2132,0.9310,1.02
22.4860,-0.3467,0.2161,0.9388,1.02
22.5880,-0.3518,0.2114,0.9322,1.02
22.6890,-0.3489,0.2210,0.9430,1.03
22.7920,-0.3431,0.2061,0.9239,1.01
22.8900,-0.3523,0.1988,0.9354,1.02
22.9900,-0.3521,0.2163,0.9452,1.03
23.0920,-0.3496,0.2356,0.9369,1.03
23.1910,-0.3472,0.2119,0.9430,1.03
23.2910,-0.3579,0.2193,0.9369,1.03
23.3920,-0.3582,0.2158,0.9149,1.01
23.4940,-0.3523,0.2259,0.9405,1.03
23.5940,-0.3484,0.2122,0.9305,1.02
23.6960,-0.3399,0.2095,0.9269,1.01
23.8010,-0.2200,0.2676,0.9830,1.04
23.8970,-0.3367,0.2083,0.9476,1.03
23.9960,-0.3225,0.2105,0.9210,1.00
24.0960,-0.3677,0.1992,0.9652,1.05
24.1970,-0.3506,0.2432,0.9383,1.03
24.2970,-0.3492,0.1936,1.0577,1.13
24.3990,-0.0830,0.1799,0.9774,1.00
24.4990,-0.1980,0.2420,1.0209,1.07
24.5990,-0.0408,-0.0474,1.0853,1.09
24.6990,-0.1453,-0.1118,1.2213,1.24
24.8010,-0.1397,0.0325,1.0594,1.07
24.9010,-0.4231,0.0718,0.9767,1.07
25.0030,-0.4551,0.0586,0.7034,0.84
25.1030,-0.5567,0.2366,0.8267,1.02
25.2050,-0.5159,0.2720,0.7274,0.93
25.3040,-0.5684,0.3223,0.6414,0.92
25.4050,-0.6468,0.3076,0.5467,0.90
25.5050,-0.7242,0.3421,0.4131,0.90
25.6050,-0.9171,0.3789,0.6807,1.20
25.7050,-0.8614,0.3543,0.4280,1.03
25.8060,-0.8773,0.3804,0.2503,0.99
25.9060,-0.8321,0.4290,0.2276,0.96
26.0070,-0.7686,0.5167,0.1187,0.93
26.1070,-0.8104,0.5486,0.2591,1.01
26.2070,-0.8473,0.5535,0.2820,1.05
26.3070,-0.7210,0.5274,0.2542,0.93
26.4090,-0.7796,0.4639,0.3572,0.98
26.5090,-0.6893,0.5921,0.5118,1.04
26.6100,-0.7891,0.6175,0.2757,1.04
26.7100,-0.8136,0.5652,0.2171,1.01
26.8100,-0.7730,0.5240,0.3225,0.99
26.9110,-0.7401,0.5858,0.3658,1.01
27.0110,-0.7572,0.6444,0.2559,1.03
27.1120,-0.7767,0.6668,0.1897,1.04
27.2130,-0.7249,0.6690,0.2852,1.03
27.3130,-0.7454,0.6712,0.2552,1.04
27.4140,-0.7750,0.6573,0.1367,1.03
27.5130,-0.7362,0.6412,0.2564,1.01
27.6140,-0.7166,0.6656,0.2659,1.01
27.7140,-0.6883,0.6939,0.2464,1.01
27.8170,-0.7237,0.6888,0.2381,1.03
27.9180,-0.7017,0.6800,0.3223,1.03
28.0190,-0.6822,0.6617,0.3238,1.00
28.1190,-0.7117,0.6954,0.2637,1.03
28.2190,-0.6871,0.6986,0.2735,1.02
28.3190,-0.7186,0.6890,0.3001,1.04
28.4210,-0.7132,0.6947,0.2676,1.03
28.5210,-0.6951,0.7315,0.2205,1.03
28.6220,-0.7010,0.7154,0.2490,1.03
28.7220,-0.6798,0.7117,0.2088,1.01
28.8220,-0.7130,0.7127,0.2530,1.04
28.9240,-0.6578,0.7396,0.2090,1.01
29.0240,-0.6673,0.7232,0.2454,1.01
29.1240,-0.6766,0.7188,0.1990,1.01
29.2250,-0.7486,0.7122,0.2454,1.06
29.3250,-0.6832,0.7301,0.2447,1.03
29.4260,-0.7022,0.7164,0.2827,1.04
29.5270,-0.6832,0.7039,0.2368,1.01
29.6270,-0.7230,0.6968,0.2195,1.03
29.7270,-0.7198,0.7081,0.2129,1.03
29.8280,-0.6710,0.7020,0.2124,0.99
29.9290,-0.5901,0.6216,0.0606,0.86
30.0290,-0.2371,0.4031,-0.0090,0.47
30.1310,-0.0772,0.0195,0.0706,0.11
30.2300,-0.0347,0.0020,0.0264,0.04
30.3310,-0.0466,-0.0022,0.0264,0.05
30.4320,-0.1138,-0.1812,0.0896,0.23
30.5320,-0.1690,0.0288,0.2874,0.33
30.6330,-0.5230,0.2080,1.4613,1.57
30.7330,-0.0640,-0.2078,1.3275,1.35
30.8350,-0.1458,-0.0711,1.0853,1.10
30.9340,-0.1209,-0.0918,1.0079,1.02
31.0350,-0.1211,-0.0891,1.0021,1.01
31.1350,-0.1216,-0.0916,0.9945,1.01
31.2350,-0.1226,-0.0916,1.0033,1.01
31.3350,-0.1228,-0.0930,1.0035,1.02
31.4360,-0.1172,-0.1111,1.0035,1.02
31.5360,-0.1214,-0.0894,0.9969,1.01
31.6370,-0.1192,-0.0921,1.0003,1.01
31.7370,-0.1192,-0.0964,0.9979,1.01
31.8390,-0.1233,-0.0894,0.9957,1.01
31.9410,-0.1294,-0.0852,1.0270,1.04
32.0400,-0.1145,-0.0925,0.9894,1.00
32.1410,-0.1265,-0.0864,1.0060,1.02
32.2430,-0.1235,-0.0999,1.0326,1.04
32.3430,-0.1216,-0.0899,0.9925,1.00
32.4440,-0.0342,-0.0938,1.0062,1.01
32.5450,-0.1966,-0.0376,1.0414,1.06
32.6460,-0.0776,-0.0335,0.9813,0.98
32.7470,-0.0732,0.1138,1.0563,1.06
32.8470,0.0068,0.1218,1.0721,1.08
32.9490,0.1140,0.1587,0.9437,0.96
33.0490,0.2083,0.2488,0.9591,1.01
33.1490,0.2249,0.4878,0.8082,0.97
33.2490,0.1836,0.4151,0.7926,0.91
33.3490,0.3474,0.6671,0.7125,1.04
33.4510,0.2627,0.7423,0.6216,1.00
33.5510,0.2080,0.7916,0.5467,0.98
33.6510,0.1577,0.7677,0.3902,0.88
33.7530,0.2168,0.9769,0.3987,1.08
33.8540,0.2310,0.9405,0.4556,1.07
33.9540,0.2290,0.9615,0.3272,1.04
34.0540,0.2327,1.0043,0.3960,1.10
34.1560,0.2542,1.0379,0.2176,1.09
34.2560,0.2681,0.9337,0.2522,1.00
34.3560,0.3360,0.9598,0.2024,1.04
34.4580,0.3763,0.9815,0.1467,1.06
34.5580,0.4229,0.9088,0.1297,1.01
34.6580,0.4842,0.9474,0.0828,1.07
34.7590,0.4544,0.9339,0.0791,1.04
34.8590,0.4590,0.9315,0.0288,1.04
34.9600,0.3433,0.9352,0.0608,1.00
35.0600,0.3177,0.9940,0.0234,1.04
35.1600,0.3059,0.9481,-0.0230,1.00
35.2600,0.2527,0.8809,-0.0630,0.92
35.3610,0.2136,0.8944,-0.0017,0.92
35.4610,0.1731,0.9625,0.0308,0.98
35.5620,0.2039,0.9674,0.0613,0.99
35.6620,0.1780,1.0462,-0.0388,1.06
35.7620,0.1233,0.9942,0.0371,1.00
35.8620,0.0947,1.0497,0.0620,1.06
35.9630,0.0713,0.9974,0.0449,1.00
36.0630,0.0178,1.0167,0.0391,1.02
36.1630,-0.0374,1.0140,0.0374,1.02
36.2640,-0.0205,1.0223,0.0359,1.02
36.3640,-0.0469,1.0108,0.0300,1.01
36.4650,-0.0547,0.9911,0.0369,0.99
36.5660,-0.0569,1.0233,0.0222,1.03
36.6660,-0.0486,1.0248,0.0129,1.03
36.7660,-0.0547,1.0013,0.0164,1.00
36.8670,-0.0320,0.9745,-0.0010,0.97
36.9660,-0.0452,1.0069,0.0164,1.01
37.0690,-0.0547,1.0187,0.0144,1.02
37.1680,-0.0442,1.0130,0.0276,1.01
37.2690,-0.0493,1.0126,0.0054,1.01
37.3690,-0.0483,1.0062,0.0215,1.01
37.4690,-0.0459,1.0362,0.0190,1.04
37.5700,-0.0420,1.0191,0.0164,1.02
37.6710,-0.0374,1.0013,0.0203,1.00
37.7720,-0.0330,1.0265,0.0347,1.03
37.8720,-0.0283,1.0108,0.0161,1.01
37.9720,-0.0291,1.0543,0.0359,1.06
38.0730,-0.0220,1.0274,0.0242,1.03
38.1730,-0.0335,1.0028,0.0093,1.00
38.2740,-0.0525,1.0155,0.0000,1.02
38.3740,-0.0242,0.9881,0.0212,0.99
38.4760,-0.0400,1.0472,-0.0071,1.05
38.5760,-0.0137,0.9730,0.0325,0.97
38.6760,-0.0298,1.0167,-0.0076,1.02
38.7780,-0.0396,1.0150,0.0190,1.02
38.8780,-0.0518,1.0157,0.0110,1.02
38.9780,-0.0342,1.0314,0.0579,1.03
39.0790,-0.0779,1.0099,0.0208,1.01
39.1800,-0.0552,1.0191,0.0335,1.02
39.2800,-0.0476,1.0296,0.0374,1.03
39.3800,-0.0676,1.0235,0.0173,1.03
39.4820,-0.0552,1.0172,0.0400,1.02
39.5830,-0.0505,1.0326,0.0215,1.03
39.6840,-0.0518,0.9244,-0.0117,0.93
39.7830,-0.0234,0.7259,-0.0691,0.73
39.8840,-0.0107,0.0171,-0.0212,0.03
39.9850,-0.0186,0.0017,0.0115,0.02
40.0840,-0.0171,0.0000,0.0173,0.02
40.1860,0.0083,-0.6165,1.4882,1.61
40.2860,-0.2122,-0.2525,0.9447,1.00
40.3860,0.2000,0.8536,-0.1216,0.89
40.4870,-0.1521,0.2476,1.6923,1.72
40.5870,0.0337,0.5530,0.5450,0.78
40.6880,-0.1211,0.2867,0.9527,1.00
40.7880,-0.1148,0.2891,0.9725,1.02
40.8880,-0.1089,0.2969,0.9620,1.01
40.9900,-0.1094,0.2920,0.9686,1.02
41.0900,-0.1113,0.2935,0.9574,1.01
41.1910,-0.1096,0.2969,0.9676,1.02
41.2910,-0.1113,0.2957,0.9679,1.02
41.3920,-0.1087,0.2950,0.9635,1.01
41.4930,-0.1038,0.2971,0.9662,1.02
41.5940,-0.1087,0.2967,0.9659,1.02
41.6960,-0.1111,0.2954,0.9662,1.02
41.7960,-0.1106,0.2888,0.9564,1.01
41.8960,-0.1052,0.2901,0.9493,1.00
41.9960,-0.1145,0.3089,0.9864,1.04
42.0960,-0.1111,0.3040,0.9435,1.00
42.1970,-0.1267,0.2881,0.9586,1.01
42.2970,-0.1343,0.2867,0.9781,1.03
42.3970,-0.1651,0.2703,0.9920,1.04
42.4980,-0.1001,0.2874,0.9996,1.04
42.5980,-0.0569,0.3228,0.9945,1.05
42.6980,-0.0439,0.3352,0.9720,1.03
42.7980,-0.2647,0.3579,0.9742,1.07
42.8980,-0.1511,0.1358,1.0279,1.05
42.9990,-0.1211,0.0361,1.0897,1.10
43.0990,-0.0984,-0.0598,1.0951,1.10
43.1990,-0.3152,0.0593,1.0565,1.10
43.2990,-0.4063,-0.0225,0.9369,1.02
43.3990,-0.2578,0.0027,0.8709,0.91
43.5000,-0.4109,-0.2171,0.7760,0.90
43.6000,-0.3396,-0.1228,0.7664,0.85
43.7000,-0.5330,-0.0857,0.8079,0.97
43.8000,-0.7496,-0.0740,0.7025,1.03
43.9020,-0.7442,-0.0635,0.6851,1.01
44.0020,-0.7589,-0.0544,0.6170,0.98
44.1020,-0.7777,-0.0266,0.6160,0.99
44.2020,-0.8326,-0.0501,0.4810,0.96
44.3030,-0.8133,-0.1411,0.3443,0.89
44.4030,-0.9684,-0.2346,0.4402,1.09
44.5030,-1.0860,-0.2356,0.4427,1.20
44.6030,-0.9620,-0.2219,0.3990,1.06
44.7030,-0.9259,-0.2095,0.3770,1.02
44.8040,-0.8983,-0.1878,0.3196,0.97
44.9050,-0.8922,-0.2134,0.2371,0.95
45.0040,-0.9337,-0.2217,0.2151,0.98
45.1050,-0.9613,-0.2871,0.1980,1.02
45.2050,-0.9342,-0.2886,0.2046,1.00
45.3050,-0.9671,-0.3108,0.2166,1.04
45.4060,-0.9522,-0.3140,0.1690,1.02
45.5080,-0.9681,-0.3040,0.1804,1.03
45.6080,-1.0284,-0.3113,0.2095,1.09
45.7090,-0.9647,-0.2564,0.1690,1.01
45.8090,-0.9476,-0.2869,0.2149,1.01
45.9200,-0.9518,-0.3328,0.2381,1.04
46.0090,-0.9386,-0.3789,0.1736,1.03
46.1090,-0.9002,-0.3482,0.1428,0.98
46.2100,-0.9066,-0.3255,0.1709,0.98
46.3110,-0.9474,-0.3186,0.2273,1.03
46.4120,-0.9513,-0.3308,0.2095,1.03
46.5130,-0.9613,-0.3638,0.1966,1.05
46.6130,-0.9337,-0.3382,0.1602,1.01
46.7140,-0.9259,-0.3311,0.2014,1.00
46.8140,-0.9312,-0.3440,0.1980,1.01
46.9150,-0.9359,-0.3274,0.1985,1.01
47.0150,-0.9339,-0.3531,0.1956,1.02
47.1140,-0.9371,-0.3523,0.1743,1.02
47.2150,-0.9417,-0.3477,0.1953,1.02
47.3150,-0.9491,-0.3330,0.2085,1.03
47.4150,-0.9286,-0.3247,0.2161,1.01
47.5160,-0.9459,-0.3523,0.1946,1.03
47.6160,-0.9613,-0.3455,0.2083,1.04
47.7180,-0.9588,-0.3404,0.2090,1.04
47.8160,-0.9452,-0.3304,0.2100,1.02
47.9160,-0.9493,-0.2952,0.2298,1.02
48.0180,-0.9620,-0.3199,0.2036,1.03
48.1180,-0.9596,-0.3533,0.1692,1.04
48.2190,-0.9403,-0.3069,0.2547,1.02
48.3190,-0.9361,-0.3015,0.2176,1.01
48.4200,-0.9410,-0.3164,0.2144,1.02
48.5200,-0.9388,-0.3641,0.2322,1.03
48.6210,-0.9520,-0.3604,0.2124,1.04
48.7210,-0.9569,-0.3282,0.2508,1.04
48.8210,-0.9532,-0.3106,0.2571,1.03
48.9220,-0.9347,-0.3172,0.2324,1.01
49.0220,-0.9344,-0.3096,0.2698,1.02
49.1220,-0.9303,-0.3211,0.2542,1.02
49.2220,-0.9334,-0.3191,0.2617,1.02
49.3240,-0.9115,-0.3313,0.2566,1.00
49.4240,-0.9359,-0.3240,0.2737,1.03
49.5250,-0.9264,-0.3321,0.2508,1.02
49.6240,-0.8993,-0.3196,0.2327,0.98
49.7240,-0.8900,-0.3431,0.2312,0.98
49.8250,-0.7476,-0.3091,0.1419,0.82
49.9250,-0.6722,-0.3321,0.2119,0.78
50.0250,-0.5799,-0.3018,0.2156,0.69
50.1250,-0.0195,-0.0620,0.0930,0.11
50.2250,-0.0244,-0.0042,0.0386,0.05
50.3270,0.3992,-7.9998,7.9998,11.32
50.4280,-0.0034,-0.4029,-0.1380,0.43
50.5290,-0.2649,-0.9579,-0.0230,0.99
50.6290,-0.7147,-0.1636,0.1685,0.75
50.7290,-1.5365,0.4949,-0.1284,1.62
50.8290,-0.5877,-0.2676,-0.4148,0.77
50.9300,-0.1204,0.0264,-0.2481,0.28
51.0300,-0.2205,-0.0469,-0.6824,0.72
51.1300,-0.2957,-0.0642,-0.9635,1.01
51.2300,-0.3084,-0.0618,-0.9244,0.98
51.3310,-0.2893,-0.0764,-0.9503,1.00
51.4310,-0.3365,-0.0750,-0.9144,0.98
51.5320,-0.4681,-0.0281,-1.0956,1.19
51.6340,-0.4839,-0.0859,-0.9122,1.04
51.7350,-0.5381,-0.2007,-0.9671,1.12
51.8350,-0.9906,0.0022,-0.6890,1.21
51.9360,-1.2194,0.0320,-0.3572,1.27
52.0380,-0.8233,0.3824,-0.1411,0.92
52.1370,-0.8473,0.3968,0.1040,0.94
52.2380,-0.3699,0.5127,0.3709,0.73
52.3390,-0.4378,0.8077,0.5755,1.08
52.4390,-0.4417,0.7196,0.5015,0.98
52.5390,-0.3282,0.8197,0.4349,0.98
52.6390,-0.4248,0.8267,0.4922,1.05
52.7410,-0.3760,0.8133,0.4812,1.02
52.8440,-0.3829,0.8807,0.4903,1.08
52.9430,-0.3098,0.8912,0.4798,1.06
53.0450,-0.2512,0.9149,0.4141,1.04
53.1450,-0.2285,0.8878,0.4058,1.00
53.2460,-0.1787,0.8763,0.4143,0.99
53.3450,-0.1760,0.9156,0.3875,1.01
53.4470,-0.1358,0.9083,0.3904,1.00
53.5460,-0.1406,0.9273,0.4275,1.03
53.6460,-0.1279,0.9330,0.3787,1.01
53.7470,-0.1060,0.9122,0.3868,1.00
53.8500,-0.0725,0.9349,0.4039,1.02
53.9490,-0.0823,0.9300,0.4227,1.02
54.0500,-0.0461,0.9417,0.3882,1.02
54.1500,-0.0542,0.9254,0.4102,1.01
54.2510,-0.0659,0.9190,0.4363,1.02
54.3510,-0.0559,0.9286,0.4544,1.04
54.4510,-0.0088,0.9137,0.4290,1.01
54.5530,0.0166,0.9198,0.4427,1.02
54.6530,0.0439,0.9115,0.4251,1.01
54.7540,0.0598,0.9149,0.4207,1.01
54.8550,0.0740,0.9078,0.4483,1.02
54.9560,0.0713,0.9327,0.4461,1.04
55.0560,0.0415,0.8836,0.4488,0.99
55.1560,0.0818,0.8853,0.4490,1.00
55.2560,0.1082,0.9186,0.4617,1.03
55.3560,0.1118,0.8751,0.4761,1.00
55.4560,0.1526,0.9188,0.4756,1.05
55.5570,0.1282,0.9215,0.4581,1.04
55.6570,0.1187,0.8990,0.4839,1.03
55.7570,0.1751,0.9032,0.5127,1.05
