time,x,y,z,TgF
19.1630,-1.1864,-0.1226,-0.3128,1.23
19.2630,-0.8416,-0.1716,0.4153,0.95
19.3630,-1.0438,-0.0342,0.0576,1.05
19.4640,-0.7989,-0.1477,0.0144,0.81
19.5640,-0.7977,-0.0872,-0.0825,0.81
19.6650,-1.0211,-0.2390,-0.3037,1.09
19.7650,-1.4386,-0.3208,-0.4698,1.55
19.8650,-1.1195,0.0742,0.6697,1.31
19.9650,-0.9063,-0.0884,-0.0459,0.91
20.0660,-0.7550,-0.0894,-0.0227,0.76
20.1660,-0.9742,0.0386,-0.1765,0.99
20.2660,-1.1898,0.2486,-0.3211,1.26
20.3680,-1.2765,-0.1218,-0.0459,1.28
20.4680,-1.0770,-0.5223,0.4395,1.28
20.5680,-0.7906,0.0432,-0.1292,0.80
20.6690,-0.6898,-0.3162,-0.0850,0.76
20.7690,-0.9747,-0.0283,-0.4310,1.07
20.8690,-1.3327,-0.2722,-0.5882,1.48
20.9690,-0.8700,-0.4554,0.2901,1.02
21.0690,-1.1588,-0.1248,-0.0735,1.17
21.1700,-0.6873,0.0305,-0.0623,0.69
21.2700,-0.8109,-0.1812,-0.0002,0.83
21.3700,-1.1747,0.0022,-0.3601,1.23
21.4700,-1.4123,-0.0547,-0.2466,1.43
21.5710,-0.8375,-0.6949,0.4671,1.18
21.6710,-0.9630,0.0530,-0.0437,0.97
21.7720,-0.7645,-0.1116,-0.1384,0.78
21.8720,-0.8250,-0.2241,-0.2857,0.90
21.9720,-1.0152,-0.4891,-0.3814,1.19
22.0720,-1.2028,-0.4783,-0.2075,1.31
22.1730,-1.1742,-0.1025,0.1380,1.19
22.2730,-0.8111,-0.2449,-0.2813,0.89
22.3730,-0.7301,0.0425,-0.0393,0.73
22.4740,-0.9442,0.0186,-0.3194,1.00
22.5740,-1.1803,0.0649,-0.2613,1.21
22.6740,-1.3937,-0.0974,-0.3125,1.43
22.7740,-0.9947,-0.5560,0.1856,1.15
22.8740,-0.8580,-0.0032,-0.1135,0.87
22.9750,-0.6876,-0.2088,-0.1734,0.74
23.0750,-0.9352,-0.1050,-0.3453,1.00
23.1750,-1.2428,-0.3311,-0.7552,1.49
23.2770,-0.9032,-0.4656,-0.1240,1.02
23.3770,-1.0753,-0.2207,0.0112,1.10
23.4790,-0.7301,-0.1218,-0.2241,0.77
23.5800,-0.8048,-0.1611,-0.1436,0.83
23.6790,-1.0514,-0.0015,-0.4109,1.13
23.7800,-1.2794,-0.0540,-0.5660,1.40
23.8820,-0.8519,-0.2867,-0.1282,0.91
23.9820,-0.9784,-0.1231,0.1089,0.99
24.0820,-0.7508,-0.1431,-0.2835,0.82
24.1820,-0.7152,-0.1277,-0.2219,0.76
24.2840,-1.1027,-0.2832,-0.4732,1.23
24.3840,-1.1476,-0.3724,-0.6094,1.35
24.4840,-0.8656,-0.3223,0.0938,0.93
24.5840,-1.0638,0.0063,-0.2007,1.08
24.6850,-0.6292,-0.0781,-0.0081,0.63
24.7850,-0.8753,-0.0017,-0.2478,0.91
24.8850,-1.2584,0.1050,-0.2420,1.29
24.9850,-1.3009,0.0293,-0.2012,1.32
25.0860,-0.9349,-0.5357,0.1233,1.08
25.1860,-0.8084,-0.1111,-0.1797,0.84
25.2860,-0.7249,-0.1680,-0.2942,0.80
25.3860,-0.8792,-0.1741,-0.5110,1.03
25.4880,-1.2125,-0.2644,-0.8900,1.53
25.5880,-0.9657,-0.4893,-0.1309,1.09
25.6880,-1.0633,-0.4139,-0.1160,1.15
25.7880,-0.8368,0.0647,-0.3545,0.91
25.8880,-0.7662,-0.1214,-0.0347,0.78
25.9890,-1.0370,-0.0103,-0.5552,1.18
26.0890,-1.2538,0.0103,-0.6378,1.41
26.1890,-0.8763,-0.3108,0.0845,0.93
26.2890,-1.2147,-0.1616,-0.1289,1.23
26.3890,-0.6693,-0.2879,-0.3448,0.81
26.4890,-0.6221,-0.2608,-0.1736,0.70
26.5900,-1.0314,-0.0120,-0.5306,1.16
26.6900,-1.3847,-0.0405,-0.8045,1.60
26.7900,-0.8407,-0.0374,0.0903,0.85
26.8900,-1.0392,-0.2722,-0.4620,1.17
26.9900,-0.6705,0.0437,-0.0503,0.67
27.0910,-0.9454,-0.0344,-0.2473,0.98
27.1910,-1.2015,-0.0371,-0.3230,1.24
27.2910,-1.2811,-0.1817,-0.4141,1.36
27.3910,-0.8643,-0.4510,0.1624,0.99
27.4910,-1.0753,-0.0137,-0.3272,1.12
27.5920,-0.7064,-0.1709,-0.2888,0.78
27.6940,-0.7037,-0.2407,-0.1839,0.77
27.7940,-1.1200,-0.0420,-0.5655,1.26
27.8940,-1.2836,-0.3843,-0.4761,1.42
27.9950,-0.9718,-0.4490,0.1673,1.08
28.0940,-0.8941,-0.0715,-0.3821,0.97
28.1960,-0.7059,-0.1216,-0.0230,0.72
28.2960,-0.9525,-0.0501,-0.3413,1.01
28.3970,-0.9833,0.0596,-0.1116,0.99
28.4980,-1.2018,-0.1025,-0.3435,1.25
28.6000,-0.8978,-0.5657,0.1189,1.07
28.7000,-1.1273,-0.1367,-0.3521,1.19
28.8000,-0.7071,-0.1819,-0.2940,0.79
28.9010,-0.6544,-0.1506,-0.2312,0.71
29.0030,-0.9105,-0.0139,-0.4490,1.02
29.1030,-1.5370,0.0715,-0.8929,1.78
29.2040,-0.4600,-0.5369,-0.0855,0.71
29.3040,-1.2621,-0.0664,-0.4815,1.35
29.4050,-0.6812,0.0015,-0.1004,0.69
29.5050,-0.7823,-0.1419,-0.1846,0.82
29.6060,-1.1339,0.0315,-0.5088,1.24
29.7060,-1.4018,-0.0532,-0.2974,1.43
29.8070,-0.8387,-0.3113,0.1162,0.90
29.9150,-1.1046,-0.0159,-0.2564,1.13
30.0080,-0.6771,-0.1968,-0.2527,0.75
30.1080,-0.7393,-0.2574,-0.2356,0.82
30.2080,-0.9234,-0.3160,-0.4778,1.09
30.3090,-0.7574,-0.4332,-0.7481,1.15
30.4090,-1.0499,-0.1284,-0.2415,1.08
30.5090,-1.1551,-0.4085,-0.1807,1.24
30.6090,-0.8216,-0.1282,-0.1482,0.84
30.7100,-0.7291,-0.0874,-0.0452,0.74
30.8100,-0.9408,-0.0574,-0.4439,1.04
30.9100,-1.2140,0.2005,-0.7105,1.42
31.0100,-1.1097,-0.1387,-0.3186,1.16
31.1110,-1.3170,-0.3316,-0.1599,1.37
31.2110,-0.8556,-0.1753,-0.3345,0.94
31.3110,-0.6302,-0.0515,-0.2478,0.68
31.4120,-0.7476,-0.0867,-0.4710,0.89
31.5130,-1.1698,-0.1953,-0.8158,1.44
31.6130,-1.0712,-0.5113,-0.3262,1.23
31.7150,-1.2535,-0.3037,-0.0085,1.29
31.8180,-0.7603,-0.0032,-0.2788,0.81
31.9180,-0.6881,-0.1448,-0.0161,0.70
32.0180,-0.9481,0.0935,-0.3824,1.03
32.1180,-1.1466,0.0527,-0.4024,1.22
32.2180,-1.2894,-0.0381,-0.3345,1.33
32.3200,-1.0580,-0.5069,-0.0088,1.17
32.4200,-0.9391,-0.0745,-0.2920,0.99
32.5200,-0.6280,-0.0823,-0.2405,0.68
32.6270,-0.7564,-0.1050,-0.3943,0.86
32.7230,-1.0524,-0.3086,-0.4302,1.18
32.8230,-1.1730,-0.2698,-0.5469,1.32
32.9250,-0.8817,-0.2356,-0.0066,0.91
33.0250,-0.9076,-0.1594,-0.3899,1.00
33.1250,-0.6531,-0.0410,0.0068,0.65
33.2270,-0.8607,0.0381,-0.4268,0.96
33.3280,-1.1761,-0.0418,-0.3582,1.23
33.4290,-1.4074,-0.0632,-0.4581,1.48
33.5290,-0.7535,-0.4153,0.1533,0.87
33.6300,-1.0741,-0.1091,-0.2136,1.10
33.7310,-0.7628,-0.1282,-0.3767,0.86
33.8310,-0.6060,-0.2310,-0.2166,0.68
33.9320,-1.0812,-0.1524,-0.5269,1.21
34.0330,-1.2367,-0.2891,-0.7491,1.47
34.1330,-0.6927,-0.3577,0.0520,0.78
34.2340,-1.1595,-0.2867,-0.3453,1.24
34.3340,-0.7918,0.0056,-0.0706,0.79
34.4340,-0.7994,0.0188,-0.2647,0.84
34.5340,-0.9486,-0.0483,-0.3059,1.00
34.6340,-1.2430,0.1135,-0.6414,1.40
34.7340,-1.0340,-0.2454,-0.4764,1.16
34.8350,-1.1373,-0.2906,-0.1177,1.18
34.9350,-0.7325,-0.3081,-0.2044,0.82
35.0350,-0.7010,-0.1130,-0.1966,0.74
35.1360,-0.7103,-0.1917,-0.3509,0.82
35.2370,-1.1471,-0.5071,-0.6102,1.39
35.3370,-1.0038,-0.4224,-0.3338,1.14
35.4370,-0.6903,-0.3167,-0.0996,0.77
35.5380,-1.0575,-0.3015,-0.5132,1.21
35.6390,-0.7481,0.0215,-0.1221,0.76
35.7390,-0.7557,-0.0972,-0.2571,0.80
35.8390,-1.1193,-0.1238,-0.4510,1.21
35.9390,-1.3541,-0.1028,-0.5328,1.46
36.0400,-0.8424,-0.3252,0.0911,0.91
36.1400,-1.1761,-0.2278,-0.1055,1.20
36.2400,-0.6675,-0.3394,-0.2356,0.79
36.3400,-0.6263,-0.2578,-0.1724,0.70
36.4400,-0.7655,-0.1570,-0.5259,0.94
36.5400,-1.2052,-0.1365,-1.1014,1.64
36.6410,-1.0316,-0.4085,-0.2388,1.13
36.7420,-1.0563,-0.4119,-0.0547,1.14
36.8420,-0.8043,-0.0833,-0.2925,0.86
36.9420,-0.6492,-0.2158,-0.1001,0.69
37.0420,-0.8819,-0.0881,-0.4097,0.98
37.1420,-1.1720,0.2178,-0.4009,1.26
37.2450,-1.3053,-0.0806,-0.2945,1.34
37.3450,-1.1710,-0.4742,-0.0608,1.26
37.4450,-0.7398,-0.1196,-0.2029,0.78
37.5450,-0.6583,-0.0925,-0.3570,0.75
37.6490,-0.7677,-0.2473,-0.4412,0.92
37.7470,-1.2057,-0.5179,-0.7918,1.53
37.8470,-1.0482,-0.6490,-0.2786,1.26
37.9470,-1.0355,-0.4480,-0.0183,1.13
38.0490,-0.8094,-0.0872,-0.3147,0.87
38.1490,-0.6678,-0.1438,-0.0879,0.69
38.2490,-0.9164,-0.0952,-0.4927,1.04
38.3500,-0.9840,0.0376,-0.3064,1.03
38.4500,-1.2421,-0.0444,-0.3203,1.28
38.5500,-1.1354,-0.3203,-0.0547,1.18
38.6500,-0.7845,-0.1804,-0.2925,0.86
38.7500,-0.6370,-0.1741,-0.3438,0.74
38.8530,-0.7264,-0.1016,-0.3907,0.83
38.9510,-1.0980,-0.3658,-0.7117,1.36
39.0510,-1.0746,-0.4900,-0.1821,1.19
39.1520,-1.1810,-0.3438,-0.0005,1.23
39.2520,-0.7542,-0.0762,-0.3733,0.85
39.3530,-0.6256,-0.0686,-0.1126,0.64
39.4550,-0.9481,-0.0188,-0.4236,1.04
39.5550,-1.2296,0.1931,-0.2578,1.27
39.6550,-1.1332,-0.2217,-0.2876,1.19
39.7580,-1.0365,-0.3157,-0.0444,1.08
39.8570,-0.6143,-0.3189,-0.2395,0.73
39.9580,-0.7047,-0.1448,-0.2422,0.76
40.0580,-0.7716,-0.1780,-0.4690,0.92
40.1580,-1.1149,-0.4654,-0.7471,1.42
40.2580,-0.9483,-0.6287,-0.1848,1.15
40.3580,-1.2032,-0.5171,-0.1917,1.32
40.4590,-0.7447,-0.0073,-0.2354,0.78
40.5590,-0.6771,-0.1275,-0.1211,0.70
40.6600,-0.9918,0.0005,-0.4808,1.10
40.7610,-1.2858,0.1116,-0.8121,1.52
40.8620,-0.9945,-0.0151,-0.1673,1.01
40.9640,-1.2321,-0.2581,-0.1489,1.27
41.0620,-0.6502,-0.2481,-0.2884,0.75
41.1620,-0.6509,-0.2056,-0.3225,0.76
41.2630,-0.8538,-0.1079,-0.4683,0.98
41.3630,-1.1974,-0.1372,-1.2069,1.71
41.4640,-0.9068,-0.4742,-0.1362,1.03
41.5640,-1.0904,-0.4119,-0.1109,1.17
41.6650,-0.6834,0.0632,-0.3396,0.77
41.7660,-0.7503,-0.0613,-0.1348,0.76
41.8660,-1.0414,-0.0439,-0.5855,1.20
41.9670,-1.3099,0.0029,-0.6517,1.46
42.0670,-0.8580,-0.2503,-0.0747,0.90
42.1670,-1.1136,-0.1277,-0.1321,1.13
42.2690,-0.6006,-0.3201,-0.3037,0.75
42.3700,-0.5867,-0.2393,-0.2959,0.70
42.4700,-1.0922,-0.0020,-0.5716,1.23
42.5710,-1.2020,-0.1819,-0.7078,1.41
42.6710,-0.9337,-0.0879,-0.0562,0.94
42.7710,-1.0599,-0.1663,-0.3704,1.14
42.8710,-0.5965,0.0789,-0.0689,0.61
42.9720,-0.8673,-0.0862,-0.3052,0.92
43.0720,-1.1759,-0.0574,-0.4158,1.25
43.1730,-1.3744,-0.1978,-0.4847,1.47
43.2730,-0.8849,-0.4891,0.1262,1.02
43.3730,-0.8729,-0.1340,-0.1182,0.89
43.4770,-0.6632,-0.1343,-0.3743,0.77
43.5740,-0.7061,-0.1795,-0.2722,0.78
43.6740,-1.2369,-0.6627,-0.9034,1.67
43.7740,-0.9510,-0.2517,-0.1502,1.00
43.8740,-0.9535,-0.2442,-0.2285,1.01
43.9750,-0.6502,0.0645,-0.1995,0.68
44.0760,-0.7760,-0.1087,-0.0952,0.79
44.1760,-1.0160,-0.1091,-0.6053,1.19
44.2770,-1.4889,-0.0308,-0.4695,1.56
44.3770,-0.8663,-0.5062,0.1792,1.02
44.4770,-1.0956,-0.0723,-0.2464,1.13
44.5770,-0.6319,-0.2725,-0.2740,0.74
44.6770,-0.5762,-0.2498,-0.2588,0.68
44.7770,-1.0948,0.0100,-0.5599,1.23
44.8780,-1.2223,-0.2324,-0.5899,1.38
44.9780,-1.0589,-0.2073,0.0288,1.08
45.0780,-0.8802,-0.2495,-0.3648,0.98
45.1780,-0.6116,-0.0325,-0.0657,0.62
45.2780,-0.7364,-0.0689,-0.2566,0.78
45.3790,-1.0113,0.0786,-0.2932,1.06
45.4790,-1.3778,-0.0615,-0.2158,1.40
45.5790,-1.0558,-0.3907,0.0366,1.13
45.6790,-0.7398,-0.1780,-0.2298,0.79
45.7790,-0.6959,-0.2188,-0.3794,0.82
45.8800,-0.7352,-0.1680,-0.4720,0.89
45.9810,-1.2428,-0.2520,-1.0611,1.65
46.0800,-0.8470,-0.3252,-0.0764,0.91
46.1810,-1.0328,-0.3955,-0.2163,1.13
46.2810,-0.7647,0.0305,-0.2183,0.80
46.3810,-0.7921,-0.1082,-0.1541,0.81
46.4820,-0.9962,-0.1074,-0.5630,1.15
46.5820,-1.3698,0.0012,-0.5748,1.49
46.6810,-0.8509,-0.3687,0.0632,0.93
46.7820,-1.1134,-0.1550,-0.2610,1.15
46.8830,-0.5689,-0.2991,-0.2141,0.68
46.9830,-0.5860,-0.2503,-0.2820,0.70
47.0820,-1.0604,-0.0225,-0.5086,1.18
47.1840,-1.2736,-0.1536,-0.7554,1.49
47.2840,-0.9637,-0.0816,0.0349,0.97
47.3840,-0.9286,-0.2490,-0.5157,1.09
47.4840,-0.5948,0.0476,-0.0178,0.60
47.5850,-0.7452,-0.0557,-0.2539,0.79
47.6850,-1.1659,0.0786,-0.3890,1.23
47.7850,-1.3676,-0.1675,-0.4241,1.44
47.8870,-0.9747,-0.4068,0.0471,1.06
47.9860,-0.8302,-0.0864,-0.3264,0.90
48.0860,-0.6690,-0.1531,-0.3531,0.77
48.1860,-0.7987,-0.1235,-0.3628,0.89
48.2870,-1.0878,-0.4942,-0.8272,1.45
48.3870,-0.9772,-0.5545,-0.1741,1.14
48.4870,-1.1974,-0.4759,-0.2442,1.31
48.5870,-0.6871,0.0652,-0.3003,0.75
48.6880,-0.7435,-0.0879,-0.0732,0.75
48.7880,-1.0924,-0.0886,-0.6290,1.26
48.8910,-1.3368,-0.0833,-0.5025,1.43
48.9880,-0.8575,-0.4695,-0.0073,0.98
49.0890,-1.1608,-0.1692,-0.2471,1.20
49.1890,-0.5828,-0.2654,-0.2056,0.67
49.2890,-0.5606,-0.2549,-0.2703,0.67
49.3890,-0.9881,-0.0584,-0.6385,1.18
49.4900,-1.2736,-0.1643,-0.8062,1.52
49.5900,-0.9891,-0.1985,0.0310,1.01
49.6920,-0.9952,-0.2444,-0.4278,1.11
49.7910,-0.6326,-0.0083,-0.0886,0.64
49.8920,-0.7396,-0.0442,-0.3145,0.80
49.9920,-1.0887,0.0628,-0.3206,1.14
50.0940,-1.4396,-0.0212,-0.1895,1.45
50.1970,-1.1459,-0.4009,0.0293,1.21
50.2940,-0.6404,-0.1641,-0.1575,0.68
50.3940,-0.7305,-0.1499,-0.3623,0.83
50.4950,-0.8492,-0.1599,-0.5420,1.02
50.5950,-1.1949,-0.0828,-1.2015,1.70
50.6950,-0.9041,-0.5660,-0.1157,1.07
50.7950,-1.1508,-0.4322,-0.0903,1.23
50.8970,-0.7198,0.0525,-0.3636,0.81
50.9960,-0.7261,-0.1121,-0.0989,0.74
51.0950,-0.9820,-0.0332,-0.6014,1.15
51.1970,-1.3812,0.0320,-0.7266,1.56
51.2960,-0.8460,-0.1934,-0.0483,0.87
51.3960,-1.1930,-0.2041,-0.0984,1.21
51.4960,-0.6219,-0.2845,-0.3682,0.78
51.5970,-0.5984,-0.2593,-0.2766,0.71
51.6990,-0.9930,-0.0498,-0.5963,1.16
51.8010,-1.3197,-0.2979,-0.6925,1.52
51.8990,-0.8893,-0.1956,0.0447,0.91
51.9990,-0.9503,-0.2595,-0.4896,1.10
52.0990,-0.5955,0.0115,-0.0918,0.60
52.2010,-0.8470,-0.0767,-0.3616,0.92
52.3020,-1.2101,0.0530,-0.4168,1.28
52.4000,-1.4123,-0.1880,-0.3599,1.47
52.5000,-0.9828,-0.3785,-0.0400,1.05
52.6000,-0.8062,-0.1060,-0.2835,0.86
