time,x,y,z,TgF
7.7480,-1.0663,-0.2114,0.3936,1.16
7.8490,-1.2499,-0.3299,0.2188,1.31
7.9490,-0.8883,-0.2410,0.6448,1.12
8.0500,-0.9837,-0.3489,0.5267,1.17
8.1490,-0.8131,-0.0850,0.3655,0.90
8.2500,-0.9144,-0.1619,0.3252,0.98
8.3500,-0.9774,-0.0293,0.1638,0.99
8.4500,-1.3036,0.2256,0.1067,1.33
8.5500,-1.0699,-0.0640,0.3250,1.12
8.6510,-0.9159,-0.5032,0.5232,1.17
8.7510,-0.9728,0.0107,0.1226,0.98
8.8520,-0.8045,-0.1345,0.1729,0.83
8.9520,-0.9986,0.0000,-0.0366,1.00
9.0520,-1.3690,-0.3887,-0.2288,1.44
9.1530,-0.9239,-0.4505,0.5059,1.15
9.2530,-0.9708,0.1487,0.4834,1.09
9.3530,-0.8858,-0.3135,0.1038,0.95
9.4530,-0.9207,-0.0100,0.0979,0.93
9.5540,-0.9730,0.0168,0.0127,0.97
9.6540,-1.2687,0.3252,0.2049,1.33
9.7540,-1.2106,-0.0635,0.0217,1.21
9.8550,-0.7706,-0.4080,0.4229,0.97
9.9550,-0.9884,-0.1109,0.1687,1.01
10.0550,-0.7996,-0.1970,0.1328,0.83
10.1550,-0.9012,-0.1819,-0.0383,0.92
10.2560,-1.2723,-0.5816,-0.3074,1.43
10.3560,-1.3358,-0.3526,0.1467,1.39
10.4560,-0.7313,0.1609,0.6434,0.99
10.5560,-0.9940,-0.0845,-0.0007,1.00
10.6560,-0.8685,-0.0166,0.1958,0.89
10.7560,-0.9159,-0.0566,0.0474,0.92
10.8570,-1.1153,0.2009,0.1340,1.14
10.9570,-1.3256,-0.1297,0.1582,1.34
11.0570,-0.6490,-0.5093,0.3658,0.90
11.1570,-0.9789,-0.1477,0.1157,1.00
11.2580,-0.8104,-0.1087,0.0481,0.82
11.3580,-0.8643,-0.0962,0.1270,0.88
11.4590,-1.1312,-0.1338,-0.1912,1.16
11.5590,-1.6029,-0.0894,-0.0525,1.61
11.6590,-0.6644,0.1538,0.3494,0.77
11.7590,-1.0314,-0.2144,0.0205,1.05
11.8590,-0.9039,0.1238,0.2678,0.95
11.9600,-0.9183,-0.1021,-0.0107,0.92
12.0600,-1.0404,-0.0862,-0.0593,1.05
12.1600,-1.4376,0.0298,-0.0794,1.44
12.2600,-0.8783,-0.1631,0.5276,1.04
12.3610,-1.1268,-0.2910,0.1172,1.17
12.4610,-0.7821,-0.0732,0.0840,0.79
12.5610,-0.7992,-0.1477,0.1926,0.84
12.6620,-1.0831,-0.0168,-0.1426,1.09
12.7620,-1.3866,-0.3003,-0.0769,1.42
12.8620,-0.8287,-0.2886,0.5105,1.02
12.9630,-1.1046,-0.1028,0.2515,1.14
13.0630,-0.8795,-0.1270,0.1870,0.91
13.1630,-0.9051,0.0049,0.0315,0.91
13.2630,-0.9737,-0.1301,0.0286,0.98
13.3630,-1.4350,0.5086,-0.1760,1.53
13.4650,-0.9574,-0.2371,0.3247,1.04
13.5650,-1.0533,-0.1995,0.2217,1.09
13.6650,-0.8424,-0.0881,0.0125,0.85
13.7650,-0.8001,-0.1260,0.1433,0.82
13.8650,-1.1217,-0.0757,-0.1282,1.13
13.9650,-1.2589,-0.4891,-0.2808,1.38
14.0660,-0.9361,-0.3894,0.2776,1.05
14.1660,-1.0511,-0.1077,0.1516,1.07
14.2660,-0.8123,-0.1240,0.1350,0.83
14.3660,-0.9427,0.0042,-0.0154,0.94
14.4660,-1.1061,0.0042,-0.0508,1.11
14.5660,-1.2753,0.3777,-0.2383,1.35
14.6670,-0.9588,-0.0764,0.2871,1.00
14.7670,-1.1378,-0.4239,0.3294,1.26
14.8670,-0.9093,0.0359,-0.1367,0.92
14.9670,-0.7403,-0.1861,0.1216,0.77
15.0680,-1.1124,0.0005,-0.4119,1.19
15.1680,-1.4110,0.0125,-0.4651,1.49
15.2680,-0.8902,-0.5137,0.6038,1.19
15.3680,-1.1163,-0.1192,-0.0022,1.12
15.4680,-0.7630,0.0195,0.2534,0.80
15.5690,-0.9479,-0.0850,-0.0217,0.95
15.6690,-1.1498,-0.0779,-0.1499,1.16
15.7690,-1.5180,-0.2251,0.0227,1.53
15.8690,-0.5674,-0.4263,0.5953,0.93
15.9690,-1.1400,-0.0515,0.0835,1.14
16.0700,-0.7647,-0.1123,-0.0352,0.77
16.1700,-0.8092,-0.2276,0.0159,0.84
16.2700,-1.1822,-0.2307,-0.4717,1.29
16.3700,-1.4772,-0.2141,-0.1116,1.50
16.4710,-0.7237,0.1499,0.6116,0.96
16.5710,-0.9422,0.0305,-0.1834,0.96
16.6710,-0.8602,-0.1470,0.1763,0.89
16.7710,-0.9525,-0.0378,-0.0115,0.95
16.8720,-1.1969,0.1018,-0.1384,1.21
16.9720,-1.4037,-0.1543,-0.1900,1.42
17.0730,-0.8184,-0.3694,0.3675,0.97
17.1730,-0.8617,-0.0740,0.0745,0.87
17.2730,-0.8321,-0.1121,-0.0107,0.84
17.3730,-0.9383,-0.2134,-0.1641,0.98
17.4730,-1.3622,-0.3543,-0.5247,1.50
17.5740,-0.9212,-0.6729,0.2993,1.18
17.6740,-1.0204,-0.1348,0.3902,1.10
17.7740,-0.8438,-0.1165,0.0249,0.85
17.8740,-0.8819,-0.0054,0.0408,0.88
17.9740,-0.9630,0.0364,-0.1577,0.98
18.0750,-1.3446,0.3777,-0.1821,1.41
18.1750,-0.9881,-0.2456,0.0435,1.02
18.2750,-1.0001,-0.2815,0.4207,1.12
18.3750,-0.8744,-0.1233,-0.0957,0.89
18.4750,-0.7865,-0.1668,0.0002,0.80
18.5760,-1.0687,0.0078,-0.3377,1.12
18.6760,-1.6039,-0.4163,-0.2488,1.68
18.7760,-0.6829,0.1736,0.4893,0.86
18.8760,-0.9925,-0.1558,-0.0505,1.01
18.9760,-0.8741,0.1914,0.1138,0.90
19.0770,-0.9403,-0.1455,0.0403,0.95
19.1770,-1.1268,-0.1570,-0.1047,1.14
19.2770,-1.4389,-0.1223,-0.1182,1.45
19.3770,-0.6541,-0.4842,0.4500,0.93
19.4770,-1.1190,-0.0877,0.2581,1.15
19.5780,-0.8004,-0.0896,-0.0689,0.81
19.6780,-0.7860,-0.2337,0.0530,0.82
19.7780,-1.2575,-0.0127,-0.4361,1.33
19.8780,-1.4325,-0.1177,-0.3775,1.49
19.9790,-0.6871,0.2100,0.4793,0.86
20.0790,-0.9825,-0.3313,-0.0139,1.04
20.1790,-0.8519,0.2671,0.1262,0.90
20.2800,-0.9347,-0.1348,0.0300,0.94
20.3800,-1.1722,-0.0664,-0.0842,1.18
20.4800,-1.4853,-0.1113,-0.0386,1.49
20.5800,-0.5826,-0.5694,0.4998,0.96
20.6810,-1.1593,0.0681,0.0283,1.16
20.7810,-0.8109,-0.1216,-0.0798,0.82
20.8820,-0.7342,-0.2444,-0.0073,0.77
20.9820,-1.2428,-0.1687,-0.3946,1.31
21.0820,-1.4252,-0.1865,-0.3460,1.48
21.1820,-0.6685,0.2266,0.5291,0.88
21.2830,-0.9571,-0.3567,-0.0674,1.02
21.3830,-0.8602,0.2342,0.1660,0.91
21.4830,-0.9234,-0.0942,-0.0137,0.93
21.5830,-1.1896,-0.0794,0.0005,1.19
21.6840,-1.4533,-0.1856,-0.0400,1.47
21.7840,-0.6829,-0.5306,0.4346,0.97
21.8840,-1.0563,0.0835,-0.0315,1.06
21.9840,-0.7369,-0.1443,-0.0806,0.76
22.0840,-0.8492,-0.1641,-0.0249,0.87
22.1840,-1.1754,-0.3711,-0.3257,1.27
22.2850,-1.3368,-0.1013,-0.2793,1.37
22.3850,-0.7757,0.1607,0.6280,1.01
22.4850,-0.9105,-0.1782,-0.2696,0.97
22.5860,-0.8223,0.1238,0.2012,0.86
22.6860,-0.9920,-0.0840,-0.0713,1.00
22.7860,-1.1757,0.1699,-0.0376,1.19
22.8860,-1.3847,-0.1409,-0.0791,1.39
22.9860,-0.9151,-0.5572,0.2998,1.11
23.0860,-0.9735,-0.0054,0.0247,0.97
23.1870,-0.7000,-0.3199,-0.1091,0.78
23.2870,-0.9054,-0.0266,-0.1695,0.92
23.3880,-1.1639,-0.6627,-0.3543,1.39
23.4890,-1.1251,-0.3453,0.1980,1.19
23.5890,-1.0665,-0.1321,0.3892,1.14
23.6900,-0.7999,-0.2449,-0.0081,0.84
23.7900,-0.9498,0.0789,-0.1133,0.96
23.8900,-1.0047,-0.0369,-0.1970,1.02
23.9900,-1.3429,0.2608,-0.3523,1.41
24.0910,-0.8748,-0.2061,0.1865,0.92
24.1910,-1.0526,-0.1482,0.2813,1.10
24.2910,-0.8084,-0.1367,-0.1538,0.83
24.3920,-0.7857,-0.1624,0.0283,0.80
24.4920,-1.2142,0.0142,-0.5181,1.32
24.5920,-1.4464,0.1770,-0.6751,1.61
24.6920,-0.6988,-0.0986,0.1797,0.73
24.7930,-1.0040,-0.1323,0.1257,1.02
24.8930,-0.8536,-0.0325,-0.0989,0.86
24.9930,-0.9376,-0.1052,-0.0608,0.95
25.0930,-1.0636,-0.0537,-0.2495,1.09
25.1940,-1.5026,0.0332,-0.2110,1.52
25.2940,-0.7808,-0.4143,0.3714,0.96
25.3940,-1.0013,-0.1511,0.2783,1.05
25.4940,-0.8809,-0.1695,-0.0923,0.90
25.5950,-0.8902,-0.1392,-0.0872,0.91
25.6960,-1.0480,0.0166,-0.3858,1.12
25.7960,-1.4894,-0.1399,-0.5928,1.61
25.8970,-0.7320,0.1375,0.2683,0.79
25.9980,-1.0221,-0.2110,-0.0354,1.04
26.0980,-0.8619,0.0601,0.0256,0.86
26.1980,-0.9833,-0.1253,-0.0730,0.99
26.2980,-1.0353,-0.1189,-0.2803,1.08
26.3980,-1.6388,-0.0977,-0.0337,1.64
26.4980,-0.6666,-0.6600,0.4143,1.03
26.5990,-1.1070,-0.0005,0.2273,1.13
26.6990,-0.8189,-0.1482,-0.1382,0.84
26.7990,-0.8299,-0.1790,-0.0237,0.85
26.8990,-1.1202,-0.0508,-0.6036,1.27
27.0010,-1.4276,-0.1572,-0.4222,1.50
27.1010,-0.9400,0.2092,0.5975,1.13
27.2010,-0.8451,-0.1909,-0.1970,0.89
27.3010,-0.8612,0.0840,0.1726,0.88
27.4030,-1.0084,-0.0281,-0.1426,1.02
27.5020,-1.1886,0.3406,-0.0017,1.24
27.6020,-1.3900,-0.1765,-0.2383,1.42
27.7030,-0.8228,-0.4515,0.2083,0.96
27.8030,-0.9427,0.1004,-0.0193,0.95
27.9030,-0.8470,-0.1907,-0.1497,0.88
28.0040,-0.9867,-0.0359,-0.1814,1.00
28.1040,-1.2196,-0.5193,-0.4519,1.40
28.2040,-1.1202,-0.3887,0.1392,1.19
28.3050,-0.9928,0.0425,0.4100,1.07
28.4050,-0.8941,-0.3213,-0.0903,0.95
28.5050,-0.8863,0.1267,-0.0635,0.90
28.6060,-0.9820,-0.0320,-0.1338,0.99
28.7100,-1.2745,0.2918,-0.0676,1.31
28.8080,-1.2423,-0.0496,-0.3059,1.28
28.9080,-0.8670,-0.4583,0.1196,0.99
29.0080,-0.9376,0.0159,0.0095,0.94
29.1090,-0.7974,-0.1470,-0.1516,0.82
29.2090,-0.9886,-0.0618,-0.2420,1.02
29.3090,-1.2257,-0.5391,-0.4678,1.42
29.4090,-1.0438,-0.4571,0.2393,1.16
29.5110,-1.0135,0.0110,0.2754,1.05
29.6100,-0.8187,-0.3531,0.0501,0.89
29.7110,-0.9449,0.1299,-0.0767,0.96
29.8130,-1.0065,0.0127,-0.1326,1.02
29.9110,-1.2946,0.3445,-0.1494,1.35
30.0120,-1.0287,-0.1240,0.0168,1.04
30.1140,-1.0414,-0.3455,0.2139,1.12
30.2140,-0.8563,-0.0886,-0.1162,0.87
30.3140,-0.7642,-0.2107,-0.0452,0.79
30.4160,-1.0328,-0.0142,-0.3872,1.10
30.5150,-1.2689,-0.3533,-0.4969,1.41
30.6150,-0.9532,-0.4261,0.4212,1.13
30.7150,-1.1088,-0.2586,0.1907,1.15
30.8160,-0.7762,-0.0752,0.1602,0.80
30.9170,-0.9579,-0.0654,-0.1130,0.97
31.0180,-1.0194,-0.0425,-0.2945,1.06
31.1170,-1.5536,-0.1477,-0.1450,1.57
31.2190,-0.6883,-0.6778,0.4673,1.07
31.3190,-1.1132,0.1760,-0.1018,1.13
31.4190,-0.7071,-0.1570,-0.0908,0.73
31.5200,-0.9415,-0.2654,-0.2805,1.02
31.6200,-1.0182,-0.2132,-0.1629,1.05
31.7220,-1.6674,-0.0664,-0.2837,1.69
31.8230,-0.8314,-0.0408,0.3641,0.91
31.9230,-0.9269,-0.0840,-0.1065,0.94
32.0240,-0.9041,-0.0693,-0.0615,0.91
32.1240,-0.9161,-0.0115,-0.2039,0.94
32.2250,-1.3893,0.1619,-0.3641,1.45
32.3250,-0.8070,-0.5804,0.3431,1.05
32.4250,-1.0453,-0.0288,0.1646,1.06
32.5250,-0.8868,-0.0950,-0.1795,0.91
32.6250,-0.8546,-0.0535,-0.0220,0.86
32.7260,-1.1083,-0.1160,-0.5154,1.23
32.8260,-1.3441,-0.0764,-0.3172,1.38
32.9270,-0.8880,0.2022,0.3304,0.97
33.0270,-0.8993,-0.2544,-0.1011,0.94
33.1270,-0.8211,0.0820,0.2239,0.86
33.2270,-0.9510,-0.0432,-0.0950,0.96
33.3280,-1.1390,0.1372,0.0186,1.15
33.4280,-1.4108,-0.1936,-0.1675,1.43
33.5280,-0.6292,-0.5919,0.3321,0.93
33.6280,-0.9715,-0.0198,0.1262,0.98
33.7280,-0.8990,-0.1072,-0.1738,0.92
33.8290,-0.8895,-0.1458,-0.0701,0.90
33.9290,-1.1234,-0.3462,-0.2569,1.20
34.0290,-1.2462,-0.1506,-0.3091,1.29
34.1300,-0.9474,0.1743,0.5416,1.11
34.2300,-0.9039,-0.1748,-0.1692,0.94
34.3300,-0.7733,-0.0369,0.2840,0.82
34.4310,-1.0296,0.0586,-0.2188,1.05
34.5320,-1.1793,0.1795,0.0335,1.19
34.6320,-1.3283,-0.1629,-0.2007,1.35
34.7350,-0.9122,-0.5052,0.3311,1.09
34.8340,-0.9176,0.1399,-0.0996,0.93
34.9340,-0.8131,-0.1514,-0.1004,0.83
35.0340,-1.0189,-0.0356,-0.2774,1.06
35.1350,-1.2531,-0.3833,-0.3789,1.36
35.2350,-1.0453,-0.5320,0.3470,1.22
35.3360,-1.0834,-0.1340,0.1177,1.10
35.4360,-0.7806,-0.2625,0.0349,0.82
35.5370,-0.9408,0.0061,-0.2036,0.96
35.6370,-1.0648,-0.1101,-0.1301,1.08
35.7380,-1.4191,-0.0691,-0.2002,1.43
35.8380,-0.7193,-0.3894,0.3223,0.88
35.9380,-1.0768,-0.0955,0.3450,1.13
36.0380,-0.7940,-0.1309,-0.1685,0.82
36.1390,-0.8829,-0.2158,-0.0374,0.91
36.2390,-1.1036,-0.0559,-0.5963,1.26
36.3390,-1.4008,-0.1592,-0.3438,1.45
36.4400,-0.8031,0.1714,0.4673,0.94
36.5400,-0.9405,-0.1204,-0.1756,0.96
36.6400,-0.7764,-0.0393,0.2498,0.82
36.7400,-1.0113,-0.0942,-0.1157,1.02
36.8400,-1.2604,0.3113,-0.0203,1.30
36.9400,-1.3456,-0.1345,-0.0982,1.36
37.0400,-0.7967,-0.4603,0.3494,0.98
37.1410,-0.8665,-0.1275,0.1756,0.89
37.2410,-0.9120,-0.0930,-0.1941,0.94
37.3410,-0.8328,-0.2212,-0.1651,0.88
37.4410,-1.2772,-0.4656,-0.3977,1.42
37.5420,-1.0191,-0.3335,-0.2813,1.11
37.6420,-0.8001,-0.0496,0.2412,0.84
37.7420,-1.0050,-0.1240,-0.1155,1.02
37.8420,-0.7799,-0.0437,0.1685,0.80
37.9420,-0.8849,0.0125,-0.0452,0.89
38.0430,-1.1046,-0.0647,-0.1226,1.11
38.1430,-1.4379,-0.2727,-0.1758,1.47
38.2430,-0.7603,-0.2283,0.3135,0.85
38.3430,-1.0660,-0.3037,0.1687,1.12
38.4440,-0.8348,-0.1924,0.1072,0.86
38.5430,-0.8343,-0.1673,-0.1485,0.86
38.6430,-1.0489,-0.0833,-0.2415,1.08
38.7450,-1.2721,-0.3037,-0.5474,1.42
38.8450,-0.9461,-0.2925,0.1721,1.01
38.9450,-1.1058,-0.0669,0.3462,1.16
39.0460,-0.8785,-0.2058,0.0027,0.90
39.1460,-0.8458,-0.0078,0.0772,0.85
39.2460,-1.0074,-0.0139,-0.1433,1.02
39.3460,-1.1529,0.1909,-0.0139,1.17
39.4460,-1.3549,-0.1248,-0.1804,1.37
39.5470,-0.7716,-0.4319,0.3282,0.94
39.6470,-0.9679,0.0227,0.1521,0.98
39.7480,-0.7960,-0.1245,-0.2049,0.83
39.8480,-0.8788,-0.1494,-0.1277,0.90
39.9480,-1.1268,-0.2766,-0.4607,1.25
40.0490,-1.3759,-0.1699,-0.2825,1.41
40.1490,-0.8101,0.2002,0.4519,0.95
40.2490,-0.9200,-0.2791,-0.0767,0.96
40.3490,-0.9029,0.2403,0.0388,0.94
40.4500,-0.9427,-0.0996,-0.0364,0.95
40.5500,-1.1722,-0.0164,-0.1279,1.18
40.6510,-1.4518,-0.1377,-0.2027,1.47
40.7520,-0.6241,-0.5206,0.4751,0.94
40.8520,-1.0284,0.0063,0.0095,1.03
40.9530,-0.8348,-0.1257,-0.1980,0.87
41.0550,-0.8670,-0.1370,-0.0806,0.88
41.1550,-1.1149,-0.1509,-0.5435,1.25
41.2560,-1.3161,-0.0806,-0.5184,1.42
41.3560,-0.6370,0.1760,0.4629,0.81
41.4560,-1.0670,-0.2510,-0.2066,1.12
41.5560,-0.8829,0.1624,0.1555,0.91
41.6570,-0.9190,-0.0388,-0.0466,0.92
41.7570,-1.1317,-0.0684,-0.1150,1.14
41.8570,-1.4147,-0.2073,-0.1558,1.44
41.9570,-0.5565,-0.5062,0.4415,0.87
42.0570,-1.0502,-0.0166,0.0486,1.05
42.1570,-0.8370,-0.1079,-0.1380,0.86
42.2580,-0.8011,-0.1714,-0.0779,0.82
42.3580,-1.1195,-0.0330,-0.4161,1.19
42.4580,-1.4394,-0.0415,-0.5589,1.54
42.5580,-0.6790,0.1716,0.4539,0.83
42.6580,-1.0282,-0.2447,-0.1533,1.07
42.7590,-0.8211,0.2332,0.1050,0.86
42.8590,-0.9784,-0.1594,-0.0957,1.00
42.9590,-1.1674,-0.0432,-0.1265,1.17
43.0590,-1.4083,-0.3037,-0.1099,1.44
43.1590,-0.6573,-0.5306,0.4397,0.95
43.2600,-1.0118,-0.0378,0.2486,1.04
43.3600,-0.8057,-0.1673,-0.2224,0.85
43.4600,-0.8192,-0.1326,-0.0159,0.83
43.5600,-1.1686,-0.2390,-0.3995,1.26
43.6600,-1.3034,0.0168,-0.5921,1.43
43.7610,-0.6299,0.1231,0.3443,0.73
43.8610,-1.0907,-0.2342,-0.1126,1.12
43.9620,-0.8668,0.0576,0.1045,0.87
44.0630,-0.9217,-0.0872,-0.0640,0.93
44.1630,-1.1578,-0.1123,-0.1189,1.17
44.2630,-1.5009,-0.2388,-0.0972,1.52
44.3640,-0.5713,-0.5469,0.3411,0.86
44.4640,-1.0274,-0.0618,0.1988,1.05
44.5650,-0.7865,-0.0711,-0.1267,0.80
44.6650,-0.7977,-0.2295,-0.0491,0.83
44.7650,-1.1544,-0.0562,-0.4620,1.24
44.8650,-1.4149,-0.1802,-0.4795,1.50
44.9660,-0.7020,0.2588,0.4231,0.86
45.0670,-1.0152,-0.2906,-0.1511,1.07
45.1670,-0.9073,0.1590,0.1018,0.93
45.2670,-0.9352,-0.1602,-0.0203,0.95
45.3680,-1.1591,-0.0808,-0.2635,1.19
45.4680,-1.6122,-0.0361,0.0046,1.61
45.5690,-0.6290,-0.6182,0.4361,0.98
45.6690,-1.0006,-0.0269,0.2930,1.04
45.7700,-0.8956,-0.1721,-0.0706,0.91
45.8700,-0.8275,-0.1270,-0.0562,0.84
45.9740,-1.0946,-0.1267,-0.2781,1.14
46.0730,-1.4108,0.1189,-0.7012,1.58
46.1730,-0.7047,0.0928,0.2840,0.77
46.2730,-1.0875,-0.1516,-0.0654,1.10
46.3730,-0.7911,-0.0759,0.1865,0.82
46.4740,-0.9908,-0.0586,-0.0816,1.00
46.5760,-1.0843,-0.1299,-0.2564,1.12
46.6760,-1.4567,-0.1990,-0.1890,1.48
46.7760,-0.6497,-0.4390,0.4427,0.90
46.8770,-1.0936,-0.0974,0.2234,1.12
46.9770,-0.9049,-0.0664,-0.0527,0.91
47.0770,-0.7567,-0.1724,-0.0483,0.78
47.1790,-1.1422,-0.0161,-0.5115,1.25
47.2790,-1.3627,0.0483,-0.6021,1.49
47.3790,-0.7264,0.0979,0.3096,0.80
47.4790,-0.9764,-0.2136,-0.1931,1.02
47.5790,-0.8004,-0.0388,0.0942,0.81
47.6800,-0.9859,-0.0806,-0.1304,1.00
47.7810,-1.0025,-0.0628,-0.2547,1.04
47.8810,-1.5053,-0.2051,-0.0986,1.52
47.9810,-0.5503,-0.5794,0.4568,0.92
48.0810,-1.0965,-0.0335,0.2024,1.12
48.1810,-0.8995,-0.1057,-0.2456,0.94
48.2820,-0.8336,-0.1553,-0.0984,0.85
48.3830,-1.1564,-0.0886,-0.4690,1.25
48.4830,-1.3497,-0.1873,-0.4290,1.43
48.5830,-0.7933,0.1975,0.5132,0.97
48.6830,-0.9295,-0.2901,-0.0315,0.97
48.7850,-0.8592,0.1902,0.0960,0.89
48.8840,-1.0128,-0.0728,-0.0872,1.02
48.9850,-1.1205,0.0374,-0.1465,1.13
49.0860,-1.4552,-0.2039,-0.1963,1.48
49.1860,-0.6072,-0.4761,0.4390,0.89
49.2860,-1.0926,-0.0171,-0.0195,1.09
49.3860,-0.8619,-0.1558,-0.1231,0.88
49.4870,-0.8761,-0.1047,-0.1360,0.89
49.5880,-1.1761,-0.4568,-0.2652,1.29
49.6880,-1.2054,-0.2681,0.1099,1.24
49.7880,-0.9161,-0.1380,0.3606,0.99
49.8880,-0.8978,-0.1914,-0.1597,0.93
49.9890,-0.8658,0.0645,-0.0427,0.87
50.0890,-0.9349,-0.0422,-0.1372,0.95
50.1890,-1.3371,0.3206,-0.2234,1.39
50.2890,-1.1495,-0.1590,-0.1619,1.17
50.3900,-0.9518,-0.4571,0.0090,1.06
50.4900,-0.8951,-0.0640,0.0230,0.90
50.5900,-0.7662,-0.1831,-0.1797,0.81
50.6900,-0.9764,-0.1025,-0.3711,1.05
50.7910,-1.2064,-0.5750,-0.4515,1.41
50.8910,-1.0682,-0.4422,0.1878,1.17
50.9920,-1.0970,-0.1113,0.2696,1.14
51.0920,-0.8863,-0.3606,-0.0984,0.96
51.1930,-0.8980,0.0735,-0.0146,0.90
51.2950,-0.9835,-0.0044,-0.2681,1.02
51.3950,-1.3317,0.2127,-0.2967,1.38
51.4950,-0.9908,-0.1040,-0.0361,1.00
51.5970,-1.0751,-0.3692,0.2290,1.16
51.6970,-0.8990,-0.0415,-0.0430,0.90
51.7980,-0.7877,-0.0259,-0.0999,0.79
51.8980,-1.0943,-0.0728,-0.4278,1.18
51.9980,-1.3143,-0.1150,-0.6729,1.48
52.0990,-0.8802,-0.4278,0.3089,1.03
52.2000,-1.0018,-0.1377,0.2793,1.05
52.3000,-0.8929,-0.1839,0.0237,0.91
52.4000,-0.9801,-0.0420,-0.1216,0.99
52.5000,-1.0187,0.0032,-0.2202,1.04
52.6010,-1.3427,0.2708,-0.1990,1.38
52.7010,-0.9266,-0.0879,-0.0283,0.93
52.8010,-1.0824,-0.3794,0.1865,1.16
52.9010,-0.8990,0.0283,-0.0784,0.90
53.0010,-0.7291,-0.2698,-0.1636,0.79
53.1010,-0.9974,0.0090,-0.3108,1.04
53.2030,-1.3410,-0.4043,-0.7203,1.57
53.3020,-1.0682,-0.3614,0.1577,1.14
53.4030,-1.0848,0.0596,0.4156,1.16
