x,y,z
0.833878,-0.492554,0.23674
0.836823,-0.487976,0.236649
0.83432,-0.490463,0.249847
0.830978,-0.489594,0.247635
0.841156,-0.486298,0.247879
0.832687,-0.489532,0.255035
0.835815,-0.489517,0.247925
0.834381,-0.48877,0.241974
0.836441,-0.489166,0.243393
0.829758,-0.490326,0.249176
0.826172,-0.491791,0.258453
0.833923,-0.493515,0.253693
0.827103,-0.494217,0.260651
0.832794,-0.491394,0.253998
0.829315,-0.496445,0.260269
0.828537,-0.493774,0.256134
0.824997,-0.49559,0.264114
0.824539,-0.492096,0.244003
0.822922,-0.497238,0.255402
0.828186,-0.492325,0.252792
0.828476,-0.492386,0.248718
0.830032,-0.490936,0.255798
0.828842,-0.49408,0.2547
0.835587,-0.490845,0.263046
0.840851,-0.479828,0.252563
0.838516,-0.481155,0.257874
0.838516,-0.476364,0.252609
0.841888,-0.475067,0.267807
0.845352,-0.466187,0.264099
0.841522,-0.483246,0.230606
0.841339,-0.479279,0.245361
0.845734,-0.483475,0.226715
0.873734,-0.474472,0.201355
0.853882,-0.479813,0.15329
0.860199,-0.496124,0.121414
0.847824,-0.500854,0.066727
0.8302,-0.53746,0.030487
0.817825,-0.538788,-0.013046
0.797913,-0.573349,-0.139679
0.780838,-0.571945,-0.233688
0.751129,-0.546478,-0.338394
0.719254,-0.550507,-0.406769
0.751404,-0.546066,-0.48233
0.694748,-0.512344,-0.510864
0.735703,-0.487503,-0.514481
0.666962,-0.490753,-0.579437
0.649048,-0.458191,-0.626404
0.589737,-0.465759,-0.70018
0.545975,-0.516342,-0.704727
0.435257,-0.521927,-0.69841
0.478058,-0.538223,-0.715073
0.361343,-0.524994,-0.719635
0.307114,-0.6297,-0.734161
0.169556,-0.603683,-0.729446
0.041962,-0.543442,-0.69635
-0.1642,-0.589142,-0.772385
-0.018188,-0.876556,-0.6604
-0.039642,-0.642609,-0.726349
-0.068039,-0.730072,-0.738937
-0.132584,-0.610611,-0.750305
-0.001556,-0.675369,-0.819809
-0.116348,-0.557678,-0.838211
0.059402,-0.522034,-0.932159
0.22345,-0.499588,-0.781006
0.310837,-0.359451,-0.77095
0.532425,-0.182709,-0.939621
0.590378,-0.216003,-0.938461
0.433044,-0.089676,-0.754684
0.374756,-0.164581,-0.899933
0.470474,0.206085,-0.772293
0.615295,0.215927,-0.951401
0.534653,0.134903,-1.021454
0.590622,0.111832,-0.919479
0.505402,0.011734,-0.724228
0.575943,0.020096,-0.947327
0.466568,-0.175934,-0.792572
0.548569,-0.239365,-0.779938
0.60083,-0.579132,-0.540787
0.691574,-0.581497,-0.436356
0.43483,-0.69931,-0.616928
0.208038,-0.777954,-0.604431
-0.008713,-0.835236,-0.454437
-0.262344,-0.993484,0.006622
-0.37384,-0.867416,0.300583
-0.479782,-0.819153,-0.222351
-0.395065,-0.783737,-0.180008
-0.430069,-0.894836,-0.096863
-0.36467,-0.808929,-0.147797
-0.381439,-0.893875,-0.112213
-0.240021,-0.875122,-0.451965
-0.418365,-0.837204,0.115875
-0.468307,-0.936844,-0.300781
-0.448792,-0.938934,-0.083984
-0.44725,-0.865036,-0.181992
-0.467941,-0.877686,-0.138962
-0.503387,-0.884781,-0.069962
-0.440399,-0.855148,-0.047211
-0.438843,-0.90126,-0.11792
-0.440994,-0.903137,-0.116699
-0.463196,-0.879639,-0.096725
-0.459244,-0.881317,-0.104156
-0.464279,-0.878174,-0.087662
-0.463455,-0.885818,-0.081589
-0.465622,-0.87854,-0.079575
-0.45903,-0.872955,-0.088135
-0.464203,-0.880066,-0.118408
-0.514099,-0.920822,-0.246201
-0.481506,-0.859055,-0.118637
-0.455276,-0.863159,-0.089935
-0.480988,-0.886917,-0.134857
-0.447571,-0.859543,-0.092056
-0.417282,-0.817688,-0.160172
-0.447861,-0.731689,-0.359238
-0.427826,-0.834869,-0.224335
-0.438614,-0.73674,-0.378937
-0.439316,-0.765884,-0.362045
-0.462524,-0.714874,-0.350845
-0.487656,-0.671768,-0.40535
-0.49379,-0.602509,-0.507416
-0.577454,-0.702072,-0.618332
-0.692657,-0.577316,-0.587006
-0.796936,-0.380936,-0.619812
-0.774002,-0.377365,-0.577927
-0.953339,-0.244461,-0.55365
-0.861389,-0.354263,-0.643799
-0.867249,-0.454727,-0.536575
-0.788818,-0.536804,-0.509262
-0.800797,-0.288834,-0.49707
-0.769302,-0.44812,-0.440033
-0.840225,-0.396301,-0.462433
-0.793427,-0.40329,-0.418137
-0.763062,-0.47554,-0.331879
-0.774445,-0.546417,-0.37204
-0.756744,-0.606171,-0.306656
-0.644211,-0.642975,-0.311234
-0.702972,-0.583115,-0.390457
-0.793503,-0.529892,-0.458633
-0.676559,-0.647141,-0.435944
-0.580032,-0.401978,-0.785095
-0.652344,-0.29126,-0.776352
-0.449783,-0.388733,-0.838409
-0.421692,-0.159988,-0.862473
-0.488434,-0.166855,-0.896042
-0.443634,-0.13063,-0.885605
-0.496521,-0.114075,-0.90448
-0.459793,-0.050583,-0.8983
-0.432724,-0.056808,-0.915466
-0.412674,-0.062454,-0.926773
-0.432709,-0.007263,-0.886963
-0.414185,-0.013611,-0.902603
-0.410004,-0.005005,-0.909164
-0.447769,0.017319,-0.918091
-0.431763,-0.031525,-0.883698
-0.418991,-0.019714,-0.927185
-0.440643,-0.010406,-0.904541
-0.431274,-0.017151,-0.912292
-0.418655,-0.015228,-0.906998
-0.433044,-0.019897,-0.908539
-0.409317,-0.020813,-0.908875
-0.394669,-0.023758,-0.906799
-0.41954,-0.008347,-0.903198
-0.432175,-0.01619,-0.929916
-0.363617,-0.041031,-0.895523
-0.387009,-0.054855,-0.932785
-0.399963,-0.078629,-0.90213
-0.391907,-0.063141,-0.904099
-0.44339,-0.035233,-0.889191
-0.49115,-0.03743,-0.907333
-0.382294,-0.156555,-0.958084
-0.310806,-0.17218,-0.926346
-0.36084,-0.242722,-0.925812
-0.398651,-0.253113,-0.887924
-0.382462,-0.331482,-0.873505
-0.334274,-0.39502,-0.8694
-0.16008,-0.386353,-0.908905
-0.162689,-0.389786,-0.931747
-0.142334,-0.485367,-0.875504
-0.012711,-0.36763,-0.923325
0.036743,-0.395706,-0.946396
0.039841,-0.357178,-0.917252
0.071518,-0.386002,-0.88205
0.009125,-0.396255,-0.932465
0.03035,-0.422714,-0.909103
0.079941,-0.414703,-0.915665
0.152451,-0.410141,-0.903412
0.146439,-0.395752,-0.892258
0.189682,-0.35939,-0.889572
0.271881,-0.360428,-0.900024
0.335129,-0.329208,-0.896103
0.298111,-0.335052,-0.883057
0.311249,-0.329468,-0.903488
0.304962,-0.330963,-0.894073
0.30899,-0.334885,-0.891632
0.309647,-0.329575,-0.893387
0.312347,-0.329025,-0.892822
0.311798,-0.327927,-0.896072
0.310532,-0.32283,-0.892319
0.313965,-0.331924,-0.890182
0.307892,-0.327225,-0.893799
0.315308,-0.327652,-0.891891
0.313324,-0.327087,-0.891937
0.357941,-0.331299,-0.899704
0.302368,-0.37471,-0.894455
0.242813,-0.291901,-0.888962
0.245239,-0.340363,-0.920319
0.212738,-0.387466,-0.902206
0.255905,-0.350327,-0.911774
0.211655,-0.356842,-0.884323
0.263168,-0.351852,-0.889038
0.165085,-0.322479,-0.926102
0.199692,-0.367706,-0.896454
0.152542,-0.314545,-0.914124
0.015121,-0.388245,-0.935211
-0.005066,-0.496994,-0.919937
-0.007919,-0.397354,-0.885208
-0.02124,-0.365372,-0.917877
-0.202087,-0.435547,-0.905548
-0.193146,-0.368423,-0.881775
-0.235474,-0.386139,-0.890259
-0.313934,-0.362701,-0.859848
-0.33522,-0.501083,-0.797211
-0.236023,-0.351791,-0.94075
-0.288193,-0.34787,-0.868332
-0.386337,-0.406952,-0.844086
-0.389343,-0.322922,-0.817627
-0.39476,-0.380356,-0.824615
-0.370255,-0.39476,-0.803284
-0.407288,-0.446518,-0.720932
-0.410843,-0.424011,-0.820465
-0.43573,-0.367157,-0.830658
-0.504486,-0.498795,-0.796631
-0.559891,-0.505981,-0.694977
-0.592453,-0.471619,-0.673309
-0.663208,-0.43457,-0.601364
-0.642776,-0.447617,-0.53009
-0.704727,-0.56073,-0.486771
-0.609528,-0.527954,-0.434219
-0.651581,-0.669647,-0.348389
-0.586578,-0.685684,-0.365372
-0.672928,-0.828308,-0.299744
-0.64003,-0.719864,-0.23024
-0.355209,-0.87204,-0.120911
-0.488342,-1.078766,-0.059677
-0.41687,-0.839615,-0.058823
-0.433594,-0.873001,-0.056641
-0.444153,-0.929398,0.013229
-0.466614,-0.85022,0.037979
-0.488678,-0.759277,0.012009
-0.661301,-0.802078,0.119522
-0.576797,-0.819,0.050903
-0.537415,-0.891098,-0.176483
-0.524185,-0.756668,-0.10437
-0.503311,-0.821457,-0.083527
-0.547348,-0.866959,-0.202072
-0.521149,-0.936081,-0.18045
-0.50589,-1.076004,-0.130478
-0.47287,-0.975876,-0.17067
-0.427048,-0.968567,-0.100113
-0.389252,-0.926224,-0.053925
-0.398743,-0.918594,-0.129791
-0.391235,-0.854645,-0.031799
-0.306366,-0.824188,-0.00824
-0.38092,-0.856064,0.128891
-0.440918,-0.887787,-0.077515
-0.436905,-0.874817,0.116699
-0.36264,-0.679825,-0.217712
-0.479324,-0.705399,-0.280609
-0.56105,-0.863846,-0.10759
-0.547379,-0.739288,-0.107147
-0.692139,-0.590225,-0.138382
-0.470078,-0.700409,0.130463
-0.647232,-0.8349,-0.108002
-0.61998,-0.735809,-0.063599
-0.566803,-0.838394,-0.130951
-0.547562,-0.841614,0.285553
-0.573914,-0.884171,0.044754
-0.544342,-0.828552,0.032104
-0.508133,-0.792633,-0.095322
-0.564102,-0.806335,-0.075928
-0.603241,-0.79512,-0.219971
-0.624222,-0.896835,-0.283783
-0.573029,-0.790405,-0.240234
-0.42453,-0.818466,-0.244034
-0.373123,-0.77832,-0.082413
-0.417068,-0.955078,-0.196396
-0.402893,-0.897354,-0.448334
-0.295135,-0.915787,-0.409744
-0.430481,-0.720001,-0.648605
-0.282593,-0.760193,-0.436935
-0.038544,-0.934601,-0.533615
-0.187607,-1.006241,0.467697
-0.249115,-0.917786,-0.328049
-0.345383,-0.959351,0.051971
-0.52626,-0.86734,-0.084106
-0.34787,-0.966003,0.037643
-0.360443,-0.934097,-0.00177
-0.394897,-0.923492,0.07933
-0.479431,-0.894775,0.132324
-0.401794,-0.926056,0.014557
-0.463806,-0.892609,-0.043915
-0.386368,-0.858826,-0.066696
-0.471115,-0.875687,-0.034317
-0.501007,-0.904037,-0.022263
-0.353043,-0.879379,-0.109192
-0.50856,-0.884827,-0.123123
-0.458267,-0.816742,-0.001694
-0.605469,-0.836426,0.014008
-0.55632,-0.798904,-0.088318
-0.425003,-0.933334,-0.197006
-0.606094,-0.812256,-0.071838
-0.528198,-0.856598,-0.034103
-0.45755,-0.876419,-0.1436
-0.398285,-0.879913,-0.117401
-0.569626,-0.875443,0.023254
-0.381607,-0.828568,0.279434
-0.32164,-0.941238,-0.136398
-0.580566,-0.93013,0.208588
-0.349228,-1.058502,-0.068436
-0.381714,-0.970581,0.182632
-0.46315,-1.040558,0.023727
-0.45047,-0.971191,0.036682
-0.369553,-0.803635,0.030823
-0.491837,-0.958954,0.031769
-0.3573,-0.916718,0.024551
-0.43605,-0.824188,0.165024
-0.506149,-0.896973,0.107407
-0.52533,-0.848709,0.074203
-0.498901,-0.812119,0.035416
-0.555359,-0.836517,-0.031982
-0.536606,-0.824844,-0.012344
-0.470154,-0.876099,-0.000061
-0.500641,-0.842331,0.001312
-0.557022,-0.83139,-0.038986
-0.558075,-0.809479,-0.145782
-0.530991,-0.867722,-0.012924
-0.573608,-0.798111,-0.074814
-0.558075,-0.83548,-0.042053
-0.557343,-0.832886,-0.076981
-0.520157,-0.848694,-0.01149
-0.494125,-0.932251,-0.149445
-0.389877,-0.793976,0.057877
-0.607925,-0.854721,0.035233
-0.451523,-0.802002,0.033447
-0.430939,-1.018875,0.188171
-0.558731,-0.790939,-0.074005
-0.485245,-0.919067,-0.023926
-0.476379,-1.047806,-0.04985
-0.496475,-0.908478,0.028549
-0.452988,-0.898697,-0.088806
-0.3452,-0.942993,-0.193985
-0.435623,-0.899933,-0.211243
-0.50177,-0.911987,-0.283493
-0.47702,-0.94194,-0.30925
-0.566742,-0.760788,-0.198257
-0.542786,-0.933594,-0.113388
-0.398651,-1.019196,-0.349091
-0.690628,-0.865601,-0.362289
-0.585968,-0.592331,-0.358246
-0.435181,-0.490341,-0.472305
-0.348083,-0.409988,-0.761887
-0.471252,-0.500336,-0.748688
-0.299423,-0.403244,-0.877701
-0.258698,-0.363388,-0.880966
-0.132721,-0.36821,-0.88179
-0.061722,-0.35556,-0.883179
0.040909,-0.458511,-0.797104
0.132309,-0.514755,-0.794464
0.161087,-0.426453,-0.932404
0.262848,-0.510818,-0.73497
0.422974,-0.533783,-0.786377
0.464233,-0.581619,-0.72583
